STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,406,8680,37520,47756,44086,45002,66831,250281,8.30%
VIC,260,17334,63176,60328,49464,43596,50247,284405,12.10%
QLD,286,10148,40033,45333,42265,39716,46563,224344,12.10%
SA,3121,14108,21381,19473,19188,19441,26467,123179,17.90%
WA,102,9379,36677,35371,31936,28146,30531,172142,17.30%
TAS,45,2163,6021,6180,6503,6570,6978,34460,16.50%
NT,6,481,2286,2085,1776,1252,744,8630,10.00%
ACT,38,1706,6110,5395,4164,3480,3890,24783,16.00%
TOTAL,4264,63999,213204,221921,199382,187203,232251,1122224,12.00%
