section,category,subcategory,unit,financial_year,state,measure,value
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,NSW,,2.4379137178334855
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,Vic,,2.5924345283729875
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,Qld,,3.1115687862437276
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,SA,,2.7231320483253283
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,WA,,2.070307036427335
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,Tas,,4.807257207890744
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,NT,,4.210931646253602
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,ACT,,2.5851131726506766
TOURISM SHARE – DIRECT,Gross value added,,%,2016-17,Total,,2.6294282498944015
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,NSW,,2.644853728726689
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,Vic,,2.6468054468076696
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,Qld,,3.2684058265808913
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,SA,,2.7621383108059785
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,WA,,1.7616787212852456
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,Tas,,4.666942271476169
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,NT,,3.6872201492537315
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,ACT,,2.9656935303959844
TOURISM SHARE – DIRECT,Gross value added,,%,2017-18,Total,,2.6988498168498167
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,NSW,,2.7067270250296986
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,Vic,,2.9074849913884053
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,Qld,,3.383836139977191
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,SA,,2.994880675776789
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,WA,,1.8544073524622788
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,Tas,,5.084146864574113
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,NT,,3.9737884806355512
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,ACT,,2.7814771620376466
TOURISM SHARE – DIRECT,Gross value added,,%,2018-19,Total,,2.825362167921791
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,NSW,,2.1542988479635423
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,Vic,,2.270976562140047
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,Qld,,2.7761032851402785
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,SA,,2.5460510260676648
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,WA,,1.4741317141429944
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,Tas,,4.183458264050548
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,NT,,2.7226732941358502
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,ACT,,1.9139333134417427
TOURISM SHARE – DIRECT,Gross value added,,%,2019-20,Total,,2.2418219464040536
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,NSW,,1.384084474216919
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,Vic,,1.0038557184644503
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,Qld,,1.9226260526193357
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,SA,,1.8440642994679735
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,WA,,0.8240892934156042
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,Tas,,2.810937363118703
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,NT,,2.026815838317179
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,ACT,,1.132072172004437
TOURISM SHARE – DIRECT,Gross value added,,%,2020-21,Total,,1.3427914969195418
TOURISM SHARE – DIRECT,Gross value added,,%,2021-22,NSW,,1.3043346927979136
TOURISM SHARE – DIRECT,Gross value added,,%,2021-22,Vic,,1.3797034335350622
TOURISM SHARE – DIRECT,Gross value added,,%,2021-22,Qld,,1.964989718276058
TOURISM SHARE – DIRECT,Gross value added,,%,2021-22,SA,,1.7180465988662887
TOURISM SHARE – DIRECT,Gross value added,,%,2021-22,WA,,0.8908020378681556
TOURISM SHARE – DIRECT,Gross value added,,%,2021-22,Tas,,3.049410304690175
