section,category,subcategory,unit,financial_year,state,measure,value
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,NSW,,6559.1185
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,Vic,,5353.2621
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,Qld,,4584.4124
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,SA,,1498.8672
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,WA,,2301.7742
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,Tas,,701.3128
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,NT,,223.0471
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,ACT,,332.2049
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2016-17,Total(a),,21553.9991
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,NSW,,7222.4022
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,Vic,,6008.767
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,Qld,,5414.8362
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,SA,,1750.4003
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,WA,,2083.9177
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,Tas,,662.7034
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,NT,,169.0369
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,ACT,,327.936
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2017-18,Total(a),,23639.9996
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,NSW,,8163.3411
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,Vic,,6711.4405
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,Qld,,5722.8708
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,SA,,1869.2936
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,WA,,2530.9118
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,Tas,,761.0286
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,NT,,230.0369
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,ACT,,358.0769
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2018-19,Total(a),,26347.0001
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,NSW,,7471.2327
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,Vic,,5972.095
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,Qld,,5478.6111
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,SA,,1661.6136
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,WA,,2469.9278
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,Tas,,706.0428
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,NT,,185.5711
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,ACT,,347.905
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2019-20,Total(a),,24292.9991
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,NSW,,6691.5366
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,Vic,,4326.0172
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,Qld,,5045.3976
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,SA,,1575.9974
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,WA,,2414.8004
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,Tas,,658.6767
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,NT,,256.5812
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,ACT,,237.9934
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2020-21,Total(a),,21207.0005
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,NSW,,5855.5089
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,Vic,,6113.4343
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,Qld,,5594.5666
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,SA,,1699.1663
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,WA,,2519.4999
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,Tas,,746.1319
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,NT,,172.6459
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,ACT,,336.0472
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2021-22,Total(a),,23037.0009
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,NSW,,10438.7031
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,Vic,,9522.8372
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,Qld,,7678.8359
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,SA,,2428.8905
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,WA,,3614.5257
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,Tas,,773.573
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,NT,,285.2571
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,ACT,,625.3769
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2022-23,Total(a),,35367.9994
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,NSW,,10794.0679
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,Vic,,9258.2047
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,Qld,,7301.713
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,SA,,2087.8516
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,WA,,3947.5163
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,Tas,,852.54
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,NT,,210.2185
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,ACT,,609.8878
,Same-day travel,,LEVEL ($ million) – purchaser's prices,2023-24,Total(a),,35061.9997
,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2016-17,NSW,,13035.8723
,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2016-17,Vic,,8463.0098
,Intrastate(b),,LEVEL ($ million) – purchaser's prices,2016-17,Qld,,10485.3674
