section,category,subcategory,unit,financial_year,state,measure,value
,Tourism output,,$ million – basic prices,2016-17,NSW,,33135.219900000004
,Tourism output,,$ million – basic prices,2016-17,Vic,,25838.286399999997
,Tourism output,,$ million – basic prices,2016-17,Qld,,25516.4046
,Tourism output,,$ million – basic prices,2016-17,SA,,6529.6302000000005
,Tourism output,,$ million – basic prices,2016-17,WA,,12016.340399999997
,Tourism output,,$ million – basic prices,2016-17,Tas,,3428.9233000000004
,Tourism output,,$ million – basic prices,2016-17,NT,,2442.7433
,Tourism output,,$ million – basic prices,2016-17,ACT,,2238.4349999999995
,Tourism output,,$ million – basic prices,2016-17,Total,,111145.9831
,Tourism output,,$ million – basic prices,2017-18,NSW,,37246.38769999999
,Tourism output,,$ million – basic prices,2017-18,Vic,,27660.312500000007
,Tourism output,,$ million – basic prices,2017-18,Qld,,28059.090300000003
,Tourism output,,$ million – basic prices,2017-18,SA,,6993.8824
,Tourism output,,$ million – basic prices,2017-18,WA,,10863.6563
,Tourism output,,$ million – basic prices,2017-18,Tas,,3395.5876000000003
,Tourism output,,$ million – basic prices,2017-18,NT,,2171.7403000000004
,Tourism output,,$ million – basic prices,2017-18,ACT,,2440.7092
,Tourism output,,$ million – basic prices,2017-18,Total,,118831.36630000001
,Tourism output,,$ million – basic prices,2018-19,NSW,,40526.794400000006
,Tourism output,,$ million – basic prices,2018-19,Vic,,31175.946600000003
,Tourism output,,$ million – basic prices,2018-19,Qld,,30400.2952
,Tourism output,,$ million – basic prices,2018-19,SA,,7723.6332
,Tourism output,,$ million – basic prices,2018-19,WA,,12722.364699999998
,Tourism output,,$ million – basic prices,2018-19,Tas,,3977.1490999999996
,Tourism output,,$ million – basic prices,2018-19,NT,,2504.3728
,Tourism output,,$ million – basic prices,2018-19,ACT,,2481.4181999999996
,Tourism output,,$ million – basic prices,2018-19,Total,,131511.97419999997
,Tourism output,,$ million – basic prices,2019-20,NSW,,32159.1734
,Tourism output,,$ million – basic prices,2019-20,Vic,,25002.635500000004
,Tourism output,,$ million – basic prices,2019-20,Qld,,24974.5801
,Tourism output,,$ million – basic prices,2019-20,SA,,6623.2146
,Tourism output,,$ million – basic prices,2019-20,WA,,11094.994600000002
,Tourism output,,$ million – basic prices,2019-20,Tas,,3214.1728000000003
,Tourism output,,$ million – basic prices,2019-20,NT,,1854.1820000000002
,Tourism output,,$ million – basic prices,2019-20,ACT,,1889.6976000000002
,Tourism output,,$ million – basic prices,2019-20,Total,,106812.65060000001
,Tourism output,,$ million – basic prices,2020-21,NSW,,23656.250500000002
,Tourism output,,$ million – basic prices,2020-21,Vic,,12335.2533
,Tourism output,,$ million – basic prices,2020-21,Qld,,19587.294
,Tourism output,,$ million – basic prices,2020-21,SA,,5649.667699999999
,Tourism output,,$ million – basic prices,2020-21,WA,,8386.991300000002
,Tourism output,,$ million – basic prices,2020-21,Tas,,2681.1881999999996
,Tourism output,,$ million – basic prices,2020-21,NT,,1487.7135999999998
,Tourism output,,$ million – basic prices,2020-21,ACT,,1346.7049
,Tourism output,,$ million – basic prices,2020-21,Total,,75131.06350000002
,Tourism output,,$ million – basic prices,2021-22,NSW,,22546.200699999994
,Tourism output,,$ million – basic prices,2021-22,Vic,,18668.898799999995
,Tourism output,,$ million – basic prices,2021-22,Qld,,23648.1443
,Tourism output,,$ million – basic prices,2021-22,SA,,5612.6776
,Tourism output,,$ million – basic prices,2021-22,WA,,10110.4486
,Tourism output,,$ million – basic prices,2021-22,Tas,,3128.5908
,Tourism output,,$ million – basic prices,2021-22,NT,,1868.5465000000004
,Tourism output,,$ million – basic prices,2021-22,ACT,,1548.3845000000001
,Tourism output,,$ million – basic prices,2021-22,Total,,87131.8918
,Tourism output,,$ million – basic prices,2022-23,NSW,,44679.82210000001
,Tourism output,,$ million – basic prices,2022-23,Vic,,34278.498100000004
