section,category,subcategory,unit,financial_year,state,measure,value
,Total output,,$ million – basic prices,2019-20,Tas,,6033.0762
,Total output,,$ million – basic prices,2019-20,NT,,3501.75
,Total output,,$ million – basic prices,2019-20,ACT,,3575.5408
,Total output,,$ million – basic prices,2019-20,Total,,196773.6521
,Total output,,$ million – basic prices,2020-21,NSW,,42054.4141
,Total output,,$ million – basic prices,2020-21,Vic,,22186.7051
,Total output,,$ million – basic prices,2020-21,Qld,,34730.4727
,Total output,,$ million – basic prices,2020-21,SA,,10172.4072
,Total output,,$ million – basic prices,2020-21,WA,,15152.9014
,Total output,,$ million – basic prices,2020-21,Tas,,4745.2524
,Total output,,$ million – basic prices,2020-21,NT,,2701.8459
,Total output,,$ million – basic prices,2020-21,ACT,,2464.0632
,Total output,,$ million – basic prices,2020-21,Total,,134208.062
,Total output,,$ million – basic prices,2021-22,NSW,,41329.0508
,Total output,,$ million – basic prices,2021-22,Vic,,33516.9883
,Total output,,$ million – basic prices,2021-22,Qld,,42635.3359
,Total output,,$ million – basic prices,2021-22,SA,,10271.3115
,Total output,,$ million – basic prices,2021-22,WA,,18092.0176
,Total output,,$ million – basic prices,2021-22,Tas,,5602.3477
,Total output,,$ million – basic prices,2021-22,NT,,3501.7188
,Total output,,$ million – basic prices,2021-22,ACT,,2873.1208
,Total output,,$ million – basic prices,2021-22,Total,,157821.8914
,Total output,,$ million – basic prices,2022-23,NSW,,81724.2578
,Total output,,$ million – basic prices,2022-23,Vic,,62307.0391
,Total output,,$ million – basic prices,2022-23,Qld,,69358.5547
,Total output,,$ million – basic prices,2022-23,SA,,17167.2715
,Total output,,$ million – basic prices,2022-23,WA,,28479.9688
,Total output,,$ million – basic prices,2022-23,Tas,,7671.4136
,Total output,,$ million – basic prices,2022-23,NT,,5277.3823
,Total output,,$ million – basic prices,2022-23,ACT,,5734.3169
,Total output,,$ million – basic prices,2022-23,Total,,277720.2046
,Total output,,$ million – basic prices,2023-24,NSW,,91130.25
,Total output,,$ million – basic prices,2023-24,Vic,,69182.0703
,Total output,,$ million – basic prices,2023-24,Qld,,72423.8281
,Total output,,$ million – basic prices,2023-24,SA,,17341.5977
,Total output,,$ million – basic prices,2023-24,WA,,30601.5801
,Total output,,$ million – basic prices,2023-24,Tas,,8862.5352
,Total output,,$ million – basic prices,2023-24,NT,,5565.5464
,Total output,,$ million – basic prices,2023-24,ACT,,6087.9805
,Total output,,$ million – basic prices,2023-24,Total,,301195.3882
,Tourism output multiplier,,$ million – basic prices,2016-17,NSW,,1.84
,Tourism output multiplier,,$ million – basic prices,2016-17,Vic,,1.84
,Tourism output multiplier,,$ million – basic prices,2016-17,Qld,,1.85
,Tourism output multiplier,,$ million – basic prices,2016-17,SA,,1.8
,Tourism output multiplier,,$ million – basic prices,2016-17,WA,,1.8
,Tourism output multiplier,,$ million – basic prices,2016-17,Tas,,1.85
,Tourism output multiplier,,$ million – basic prices,2016-17,NT,,1.81
,Tourism output multiplier,,$ million – basic prices,2016-17,ACT,,1.83
,Tourism output multiplier,,$ million – basic prices,2016-17,Total,,1.84
,Tourism output multiplier,,$ million – basic prices,2017-18,NSW,,1.84
,Tourism output multiplier,,$ million – basic prices,2017-18,Vic,,1.84
,Tourism output multiplier,,$ million – basic prices,2017-18,Qld,,1.85
,Tourism output multiplier,,$ million – basic prices,2017-18,SA,,1.81
,Tourism output multiplier,,$ million – basic prices,2017-18,WA,,1.81
,Tourism output multiplier,,$ million – basic prices,2017-18,Tas,,1.82
,Tourism output multiplier,,$ million – basic prices,2017-18,NT,,1.79
,Tourism output multiplier,,$ million – basic prices,2017-18,ACT,,1.79
,Tourism output multiplier,,$ million – basic prices,2017-18,Total,,1.83
,Tourism output multiplier,,$ million – basic prices,2018-19,NSW,,1.84
,Tourism output multiplier,,$ million – basic prices,2018-19,Vic,,1.84
,Tourism output multiplier,,$ million – basic prices,2018-19,Qld,,1.84
,Tourism output multiplier,,$ million – basic prices,2018-19,SA,,1.79
,Tourism output multiplier,,$ million – basic prices,2018-19,WA,,1.8
,Tourism output multiplier,,$ million – basic prices,2018-19,Tas,,1.83
,Tourism output multiplier,,$ million – basic prices,2018-19,NT,,1.78
,Tourism output multiplier,,$ million – basic prices,2018-19,ACT,,1.78
,Tourism output multiplier,,$ million – basic prices,2018-19,Total,,1.83
,Tourism output multiplier,,$ million – basic prices,2019-20,NSW,,1.83
,Tourism output multiplier,,$ million – basic prices,2019-20,Vic,,1.83
,Tourism output multiplier,,$ million – basic prices,2019-20,Qld,,1.85
,Tourism output multiplier,,$ million – basic prices,2019-20,SA,,1.8
,Tourism output multiplier,,$ million – basic prices,2019-20,WA,,1.8
,Tourism output multiplier,,$ million – basic prices,2019-20,Tas,,1.82
,Tourism output multiplier,,$ million – basic prices,2019-20,NT,,1.79
,Tourism output multiplier,,$ million – basic prices,2019-20,ACT,,1.8
,Tourism output multiplier,,$ million – basic prices,2019-20,Total,,1.83
,Tourism output multiplier,,$ million – basic prices,2020-21,NSW,,1.84
,Tourism output multiplier,,$ million – basic prices,2020-21,Vic,,1.81
,Tourism output multiplier,,$ million – basic prices,2020-21,Qld,,1.87
,Tourism output multiplier,,$ million – basic prices,2020-21,SA,,1.82
,Tourism output multiplier,,$ million – basic prices,2020-21,WA,,1.82
,Tourism output multiplier,,$ million – basic prices,2020-21,Tas,,1.87
,Tourism output multiplier,,$ million – basic prices,2020-21,NT,,1.85
,Tourism output multiplier,,$ million – basic prices,2020-21,ACT,,1.83
,Tourism output multiplier,,$ million – basic prices,2020-21,Total,,1.84
,Tourism output multiplier,,$ million – basic prices,2021-22,NSW,,1.81
,Tourism output multiplier,,$ million – basic prices,2021-22,Vic,,1.84
,Tourism output multiplier,,$ million – basic prices,2021-22,Qld,,1.86
,Tourism output multiplier,,$ million – basic prices,2021-22,SA,,1.8
,Tourism output multiplier,,$ million – basic prices,2021-22,WA,,1.84
,Tourism output multiplier,,$ million – basic prices,2021-22,Tas,,1.86
,Tourism output multiplier,,$ million – basic prices,2021-22,NT,,1.84
,Tourism output multiplier,,$ million – basic prices,2021-22,ACT,,1.83
,Tourism output multiplier,,$ million – basic prices,2021-22,Total,,1.83
,Tourism output multiplier,,$ million – basic prices,2022-23,NSW,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,Vic,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,Qld,,1.9
,Tourism output multiplier,,$ million – basic prices,2022-23,SA,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,WA,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,Tas,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,NT,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,ACT,,1.8
,Tourism output multiplier,,$ million – basic prices,2022-23,Total,,1.8
,Tourism output multiplier,,$ million – basic prices,2023-24,NSW,,1.83
,Tourism output multiplier,,$ million – basic prices,2023-24,Vic,,1.84
,Tourism output multiplier,,$ million – basic prices,2023-24,Qld,,1.85
,Tourism output multiplier,,$ million – basic prices,2023-24,SA,,1.79
,Tourism output multiplier,,$ million – basic prices,2023-24,WA,,1.81
,Tourism output multiplier,,$ million – basic prices,2023-24,Tas,,1.83
,Tourism output multiplier,,$ million – basic prices,2023-24,NT,,1.8
,Tourism output multiplier,,$ million – basic prices,2023-24,ACT,,1.81
,Tourism output multiplier,,$ million – basic prices,2023-24,Total,,1.83
,Total gross value added,,$ million – basic prices,2016-17,NSW,,27346.4375
,Total gross value added,,$ million – basic prices,2016-17,Vic,,21111.1797
,Total gross value added,,$ million – basic prices,2016-17,Qld,,20549.1328
,Total gross value added,,$ million – basic prices,2016-17,SA,,5470.8652
,Total gross value added,,$ million – basic prices,2016-17,WA,,10256.2773
,Total gross value added,,$ million – basic prices,2016-17,Tas,,2749.3267
,Total gross value added,,$ million – basic prices,2016-17,NT,,2029.2207
,Total gross value added,,$ million – basic prices,2016-17,ACT,,1854.8997
,Total gross value added,,$ million – basic prices,2016-17,Total,,91367.3396
,Total gross value added,,$ million – basic prices,2017-18,NSW,,30813.832
,Total gross value added,,$ million – basic prices,2017-18,Vic,,22633.3105
,Total gross value added,,$ million – basic prices,2017-18,Qld,,22846.7148
,Total gross value added,,$ million – basic prices,2017-18,SA,,5788.5571
,Total gross value added,,$ million – basic prices,2017-18,WA,,9105.1572
,Total gross value added,,$ million – basic prices,2017-18,Tas,,2776.7178
,Total gross value added,,$ million – basic prices,2017-18,NT,,1833.556
,Total gross value added,,$ million – basic prices,2017-18,ACT,,2162.3577
,Total gross value added,,$ million – basic prices,2017-18,Total,,97960.2032
,Total gross value added,,$ million – basic prices,2018-19,NSW,,33224.6484
,Total gross value added,,$ million – basic prices,2018-19,Vic,,25822.0977
,Total gross value added,,$ million – basic prices,2018-19,Qld,,24748.0391
,Total gross value added,,$ million – basic prices,2018-19,SA,,6472.5
,Total gross value added,,$ million – basic prices,2018-19,WA,,10778.5449
,Total gross value added,,$ million – basic prices,2018-19,Tas,,3227.3433
,Total gross value added,,$ million – basic prices,2018-19,NT,,2100.4417
,Total gross value added,,$ million – basic prices,2018-19,ACT,,2174.3933
,Total gross value added,,$ million – basic prices,2018-19,Total,,108548.0083
,Total gross value added,,$ million – basic prices,2019-20,NSW,,26521.1289
,Total gross value added,,$ million – basic prices,2019-20,Vic,,20664.9922
,Total gross value added,,$ million – basic prices,2019-20,Qld,,20138.3125
,Total gross value added,,$ million – basic prices,2019-20,SA,,5545.96
,Total gross value added,,$ million – basic prices,2019-20,WA,,9381.7734
,Total gross value added,,$ million – basic prices,2019-20,Tas,,2678.4121
,Total gross value added,,$ million – basic prices,2019-20,NT,,1540.0442
,Total gross value added,,$ million – basic prices,2019-20,ACT,,1607.7012
,Total gross value added,,$ million – basic prices,2019-20,Total,,88078.3245
,Total gross value added,,$ million – basic prices,2020-21,NSW,,18549.2129
,Total gross value added,,$ million – basic prices,2020-21,Vic,,9813.8027
,Total gross value added,,$ million – basic prices,2020-21,Qld,,14922.1699
,Total gross value added,,$ million – basic prices,2020-21,SA,,4497.1172
,Total gross value added,,$ million – basic prices,2020-21,WA,,6598.5938
,Total gross value added,,$ million – basic prices,2020-21,Tas,,2043.4287
,Total gross value added,,$ million – basic prices,2020-21,NT,,1135.7678
,Total gross value added,,$ million – basic prices,2020-21,ACT,,1068.0289
,Total gross value added,,$ million – basic prices,2020-21,Total,,58628.1219
,Total gross value added,,$ million – basic prices,2021-22,NSW,,18385.0625
,Total gross value added,,$ million – basic prices,2021-22,Vic,,14638.2813
,Total gross value added,,$ million – basic prices,2021-22,Qld,,18401.2129
,Total gross value added,,$ million – basic prices,2021-22,SA,,4536.6431
,Total gross value added,,$ million – basic prices,2021-22,WA,,7792.1553
,Total gross value added,,$ million – basic prices,2021-22,Tas,,2408.5422
,Total gross value added,,$ million – basic prices,2021-22,NT,,1488.522
,Total gross value added,,$ million – basic prices,2021-22,ACT,,1257.0731
,Total gross value added,,$ million – basic prices,2021-22,Total,,68907.4923
,Total gross value added,,$ million – basic prices,2022-23,NSW,,37181.5938
,Total gross value added,,$ million – basic prices,2022-23,Vic,,27905.5898
,Total gross value added,,$ million – basic prices,2022-23,Qld,,30979.7363
,Total gross value added,,$ million – basic prices,2022-23,SA,,7789.4258
,Total gross value added,,$ million – basic prices,2022-23,WA,,12903.2217
,Total gross value added,,$ million – basic prices,2022-23,Tas,,3452.7581
,Total gross value added,,$ million – basic prices,2022-23,NT,,2347.9326
,Total gross value added,,$ million – basic prices,2022-23,ACT,,2612.5925
,Total gross value added,,$ million – basic prices,2022-23,Total,,125172.8506
,Total gross value added,,$ million – basic prices,2023-24,NSW,,41680.2422
,Total gross value added,,$ million – basic prices,2023-24,Vic,,31327.3633
,Total gross value added,,$ million – basic prices,2023-24,Qld,,32478.1445
,Total gross value added,,$ million – basic prices,2023-24,SA,,7896.9375
,Total gross value added,,$ million – basic prices,2023-24,WA,,13834.4063
,Total gross value added,,$ million – basic prices,2023-24,Tas,,3967.6162
,Total gross value added,,$ million – basic prices,2023-24,NT,,2510.7
,Total gross value added,,$ million – basic prices,2023-24,ACT,,2766.5801
,Total gross value added,,$ million – basic prices,2023-24,Total,,136461.99
,Net Taxes on products,,$ million – basic prices,2016-17,NSW,,3900.0261
,Net Taxes on products,,$ million – basic prices,2016-17,Vic,,2770.692
,Net Taxes on products,,$ million – basic prices,2016-17,Qld,,2908.8442
,Net Taxes on products,,$ million – basic prices,2016-17,SA,,1029.0719
,Net Taxes on products,,$ million – basic prices,2016-17,WA,,1377.9116
,Net Taxes on products,,$ million – basic prices,2016-17,Tas,,360.9466
,Net Taxes on products,,$ million – basic prices,2016-17,NT,,403.18899999999996
,Net Taxes on products,,$ million – basic prices,2016-17,ACT,,280.3234
,Net Taxes on products,,$ million – basic prices,2016-17,Total,,13031.0049
,Net Taxes on products,,$ million – basic prices,2017-18,NSW,,4447.498
,Net Taxes on products,,$ million – basic prices,2017-18,Vic,,2997.4741999999997
,Net Taxes on products,,$ million – basic prices,2017-18,Qld,,3246.1003
,Net Taxes on products,,$ million – basic prices,2017-18,SA,,1103.7555
,Net Taxes on products,,$ million – basic prices,2017-18,WA,,1262.8579
,Net Taxes on products,,$ million – basic prices,2017-18,Tas,,373.1848
,Net Taxes on products,,$ million – basic prices,2017-18,NT,,364.307
,Net Taxes on products,,$ million – basic prices,2017-18,ACT,,321.262
,Net Taxes on products,,$ million – basic prices,2017-18,Total,,14116.4398
,Net Taxes on products,,$ million – basic prices,2018-19,NSW,,4974.4268
,Net Taxes on products,,$ million – basic prices,2018-19,Vic,,3515.1922999999997
,Net Taxes on products,,$ million – basic prices,2018-19,Qld,,3607.0460999999996
,Net Taxes on products,,$ million – basic prices,2018-19,SA,,1294.7101
,Net Taxes on products,,$ million – basic prices,2018-19,WA,,1539.5277
,Net Taxes on products,,$ million – basic prices,2018-19,Tas,,461.9354
,Net Taxes on products,,$ million – basic prices,2018-19,NT,,441.6482
,Net Taxes on products,,$ million – basic prices,2018-19,ACT,,330.63710000000003
,Net Taxes on products,,$ million – basic prices,2018-19,Total,,16165.1236
,Net Taxes on products,,$ million – basic prices,2019-20,NSW,,4011.4948999999997
,Net Taxes on products,,$ million – basic prices,2019-20,Vic,,2816.869
,Net Taxes on products,,$ million – basic prices,2019-20,Qld,,2915.2961
,Net Taxes on products,,$ million – basic prices,2019-20,SA,,1099.4965
,Net Taxes on products,,$ million – basic prices,2019-20,WA,,1347.9387000000002
,Net Taxes on products,,$ million – basic prices,2019-20,Tas,,366.86479999999995
,Net Taxes on products,,$ million – basic prices,2019-20,NT,,328.4517
,Net Taxes on products,,$ million – basic prices,2019-20,ACT,,249.8798
,Net Taxes on products,,$ million – basic prices,2019-20,Total,,13136.2916
,Net Taxes on products,,$ million – basic prices,2020-21,NSW,,3090.6144999999997
,Net Taxes on products,,$ million – basic prices,2020-21,Vic,,1533.9663
,Net Taxes on products,,$ million – basic prices,2020-21,Qld,,2424.0113
,Net Taxes on products,,$ million – basic prices,2020-21,SA,,874.4376
,Net Taxes on products,,$ million – basic prices,2020-21,WA,,1035.9877000000001
,Net Taxes on products,,$ million – basic prices,2020-21,Tas,,304.5083
,Net Taxes on products,,$ million – basic prices,2020-21,NT,,222.4761
,Net Taxes on products,,$ million – basic prices,2020-21,ACT,,184.4305
,Net Taxes on products,,$ million – basic prices,2020-21,Total,,9670.4324
,Net Taxes on products,,$ million – basic prices,2021-22,NSW,,2857.9652
,Net Taxes on products,,$ million – basic prices,2021-22,Vic,,2190.5681
,Net Taxes on products,,$ million – basic prices,2021-22,Qld,,2933.0498
,Net Taxes on products,,$ million – basic prices,2021-22,SA,,863.4214999999999
,Net Taxes on products,,$ million – basic prices,2021-22,WA,,1220.8466
,Net Taxes on products,,$ million – basic prices,2021-22,Tas,,355.4752
,Net Taxes on products,,$ million – basic prices,2021-22,NT,,294.4806
,Net Taxes on products,,$ million – basic prices,2021-22,ACT,,199.5035
,Net Taxes on products,,$ million – basic prices,2021-22,Total,,10915.3105
,Net Taxes on products,,$ million – basic prices,2022-23,NSW,,5593.0166
,Net Taxes on products,,$ million – basic prices,2022-23,Vic,,4025.4136
,Net Taxes on products,,$ million – basic prices,2022-23,Qld,,4672.8786
,Net Taxes on products,,$ million – basic prices,2022-23,SA,,1513.5548
,Net Taxes on products,,$ million – basic prices,2022-23,WA,,1882.8667
,Net Taxes on products,,$ million – basic prices,2022-23,Tas,,485.5097
,Net Taxes on products,,$ million – basic prices,2022-23,NT,,474.9054
,Net Taxes on products,,$ million – basic prices,2022-23,ACT,,411.6458
,Net Taxes on products,,$ million – basic prices,2022-23,Total,,19059.7912
,Net Taxes on products,,$ million – basic prices,2023-24,NSW,,6523.4848999999995
,Net Taxes on products,,$ million – basic prices,2023-24,Vic,,4627.3184
,Net Taxes on products,,$ million – basic prices,2023-24,Qld,,5151.116
,Net Taxes on products,,$ million – basic prices,2023-24,SA,,1583.5939
,Net Taxes on products,,$ million – basic prices,2023-24,WA,,2091.2237999999998
,Net Taxes on products,,$ million – basic prices,2023-24,Tas,,577.559
,Net Taxes on products,,$ million – basic prices,2023-24,NT,,511.5533
,Net Taxes on products,,$ million – basic prices,2023-24,ACT,,437.15319999999997
,Net Taxes on products,,$ million – basic prices,2023-24,Total,,21503.0026
,Total gross state product,,$ million – basic prices,2016-17,NSW,,31246.4629
,Total gross state product,,$ million – basic prices,2016-17,Vic,,23881.873
,Total gross state product,,$ million – basic prices,2016-17,Qld,,23457.9785
,Total gross state product,,$ million – basic prices,2016-17,SA,,6499.937
,Total gross state product,,$ million – basic prices,2016-17,WA,,11634.1885
,Total gross state product,,$ million – basic prices,2016-17,Tas,,3110.2732
,Total gross state product,,$ million – basic prices,2016-17,NT,,2432.4097
,Total gross state product,,$ million – basic prices,2016-17,ACT,,2135.2231
,Total gross state product,,$ million – basic prices,2016-17,Total,,104398.3459
,Total gross state product,,$ million – basic prices,2017-18,NSW,,35261.332
,Total gross state product,,$ million – basic prices,2017-18,Vic,,25630.7832
,Total gross state product,,$ million – basic prices,2017-18,Qld,,26092.8164
,Total gross state product,,$ million – basic prices,2017-18,SA,,6892.3125
,Total gross state product,,$ million – basic prices,2017-18,WA,,10368.0156
,Total gross state product,,$ million – basic prices,2017-18,Tas,,3149.9026
,Total gross state product,,$ million – basic prices,2017-18,NT,,2197.863
,Total gross state product,,$ million – basic prices,2017-18,ACT,,2483.6196
,Total gross state product,,$ million – basic prices,2017-18,Total,,112076.645
,Total gross state product,,$ million – basic prices,2018-19,NSW,,38199.0742
,Total gross state product,,$ million – basic prices,2018-19,Vic,,29337.291
,Total gross state product,,$ million – basic prices,2018-19,Qld,,28355.0859
,Total gross state product,,$ million – basic prices,2018-19,SA,,7767.2104
,Total gross state product,,$ million – basic prices,2018-19,WA,,12318.0732
,Total gross state product,,$ million – basic prices,2018-19,Tas,,3689.2786
,Total gross state product,,$ million – basic prices,2018-19,NT,,2542.0898
,Total gross state product,,$ million – basic prices,2018-19,ACT,,2505.0303
,Total gross state product,,$ million – basic prices,2018-19,Total,,124713.1335
,Total gross state product,,$ million – basic prices,2019-20,NSW,,30532.625
,Total gross state product,,$ million – basic prices,2019-20,Vic,,23481.8613
,Total gross state product,,$ million – basic prices,2019-20,Qld,,23053.6094
,Total gross state product,,$ million – basic prices,2019-20,SA,,6645.4565
,Total gross state product,,$ million – basic prices,2019-20,WA,,10729.7119
,Total gross state product,,$ million – basic prices,2019-20,Tas,,3045.2769
,Total gross state product,,$ million – basic prices,2019-20,NT,,1868.4958
,Total gross state product,,$ million – basic prices,2019-20,ACT,,1857.5809
,Total gross state product,,$ million – basic prices,2019-20,Total,,101214.6178
,Total gross state product,,$ million – basic prices,2020-21,NSW,,21639.8281
,Total gross state product,,$ million – basic prices,2020-21,Vic,,11347.7695
,Total gross state product,,$ million – basic prices,2020-21,Qld,,17346.1816
,Total gross state product,,$ million – basic prices,2020-21,SA,,5371.5552
,Total gross state product,,$ million – basic prices,2020-21,WA,,7634.5815
,Total gross state product,,$ million – basic prices,2020-21,Tas,,2347.937
,Total gross state product,,$ million – basic prices,2020-21,NT,,1358.2439
,Total gross state product,,$ million – basic prices,2020-21,ACT,,1252.4594
,Total gross state product,,$ million – basic prices,2020-21,Total,,68298.5563
,Total gross state product,,$ million – basic prices,2021-22,NSW,,21243.0273
,Total gross state product,,$ million – basic prices,2021-22,Vic,,16828.8496
,Total gross state product,,$ million – basic prices,2021-22,Qld,,21334.2617
,Total gross state product,,$ million – basic prices,2021-22,SA,,5400.0645
,Total gross state product,,$ million – basic prices,2021-22,WA,,9013.002
,Total gross state product,,$ million – basic prices,2021-22,Tas,,2764.0176
,Total gross state product,,$ million – basic prices,2021-22,NT,,1783.0026
,Total gross state product,,$ million – basic prices,2021-22,ACT,,1456.5767
,Total gross state product,,$ million – basic prices,2021-22,Total,,79822.8019
,Total gross state product,,$ million – basic prices,2022-23,NSW,,42774.6094
,Total gross state product,,$ million – basic prices,2022-23,Vic,,31931.0039
