section,category,subcategory,unit,financial_year,state,measure,value
STATE TOTAL,Filled jobs**,,'000,2020-21,Tas,,292.37500000000006
STATE TOTAL,Filled jobs**,,'000,2020-21,NT,,132.125
STATE TOTAL,Filled jobs**,,'000,2020-21,ACT,,252.725
STATE TOTAL,Filled jobs**,,'000,2020-21,Total,,13928.275
STATE TOTAL,Filled jobs**,,'000,2021-22,NSW,,4520.425000000001
STATE TOTAL,Filled jobs**,,'000,2021-22,Vic,,3749.025
STATE TOTAL,Filled jobs**,,'000,2021-22,Qld,,2959.0749999999994
STATE TOTAL,Filled jobs**,,'000,2021-22,SA,,963.1
STATE TOTAL,Filled jobs**,,'000,2021-22,WA,,1549.0249999999999
STATE TOTAL,Filled jobs**,,'000,2021-22,Tas,,310.475
STATE TOTAL,Filled jobs**,,'000,2021-22,NT,,138.325
STATE TOTAL,Filled jobs**,,'000,2021-22,ACT,,257.6
STATE TOTAL,Filled jobs**,,'000,2021-22,Total,,14447.050000000001
STATE TOTAL,Filled jobs**,,'000,2022-23,NSW,,4824.775000000001
STATE TOTAL,Filled jobs**,,'000,2022-23,Vic,,3988.0499999999993
STATE TOTAL,Filled jobs**,,'000,2022-23,Qld,,3064.6749999999997
STATE TOTAL,Filled jobs**,,'000,2022-23,SA,,989.275
STATE TOTAL,Filled jobs**,,'000,2022-23,WA,,1597.35
STATE TOTAL,Filled jobs**,,'000,2022-23,Tas,,316.59999999999997
STATE TOTAL,Filled jobs**,,'000,2022-23,NT,,146.04999999999998
STATE TOTAL,Filled jobs**,,'000,2022-23,ACT,,271.02500000000003
STATE TOTAL,Filled jobs**,,'000,2022-23,Total,,15197.800000000003
STATE TOTAL,Filled jobs**,,'000,2023-24,NSW,,4949.825000000001
STATE TOTAL,Filled jobs**,,'000,2023-24,Vic,,4092.75
STATE TOTAL,Filled jobs**,,'000,2023-24,Qld,,3138.2000000000003
STATE TOTAL,Filled jobs**,,'000,2023-24,SA,,1020.875
STATE TOTAL,Filled jobs**,,'000,2023-24,WA,,1663.125
STATE TOTAL,Filled jobs**,,'000,2023-24,Tas,,325.07500000000005
STATE TOTAL,Filled jobs**,,'000,2023-24,NT,,155.3
STATE TOTAL,Filled jobs**,,'000,2023-24,ACT,,280.825
STATE TOTAL,Filled jobs**,,'000,2023-24,Total,,15625.975000000002
