section,category,subcategory,unit,financial_year,state,measure,value
,International,,LEVEL ($ million) – basic prices,2018-19,WA,,1197.4642
,International,,LEVEL ($ million) – basic prices,2018-19,Tas,,299.3704
,International,,LEVEL ($ million) – basic prices,2018-19,NT,,227.5872
,International,,LEVEL ($ million) – basic prices,2018-19,ACT,,297.0701
,International,,LEVEL ($ million) – basic prices,2018-19,Total(a),,15075.3852
,International,,LEVEL ($ million) – basic prices,2019-20,NSW,,3878.0092
,International,,LEVEL ($ million) – basic prices,2019-20,Vic,,3336.2069
,International,,LEVEL ($ million) – basic prices,2019-20,Qld,,2391.4526
,International,,LEVEL ($ million) – basic prices,2019-20,SA,,568.4154
,International,,LEVEL ($ million) – basic prices,2019-20,WA,,981.0076
,International,,LEVEL ($ million) – basic prices,2019-20,Tas,,230.6353
,International,,LEVEL ($ million) – basic prices,2019-20,NT,,185.4713
,International,,LEVEL ($ million) – basic prices,2019-20,ACT,,193.0972
,International,,LEVEL ($ million) – basic prices,2019-20,Total(a),,11764.2956
,International,,LEVEL ($ million) – basic prices,2020-21,NSW,,156.5694
,International,,LEVEL ($ million) – basic prices,2020-21,Vic,,67.7407
,International,,LEVEL ($ million) – basic prices,2020-21,Qld,,75.8063
,International,,LEVEL ($ million) – basic prices,2020-21,SA,,21.2849
,International,,LEVEL ($ million) – basic prices,2020-21,WA,,31.824
,International,,LEVEL ($ million) – basic prices,2020-21,Tas,,7.0565
,International,,LEVEL ($ million) – basic prices,2020-21,NT,,6.7709
,International,,LEVEL ($ million) – basic prices,2020-21,ACT,,5.2884
,International,,LEVEL ($ million) – basic prices,2020-21,Total(a),,372.3409
,International,,LEVEL ($ million) – basic prices,2021-22,NSW,,894.4773
,International,,LEVEL ($ million) – basic prices,2021-22,Vic,,748.7586
,International,,LEVEL ($ million) – basic prices,2021-22,Qld,,369.7492
,International,,LEVEL ($ million) – basic prices,2021-22,SA,,104.0269
,International,,LEVEL ($ million) – basic prices,2021-22,WA,,166.2411
,International,,LEVEL ($ million) – basic prices,2021-22,Tas,,35.0084
,International,,LEVEL ($ million) – basic prices,2021-22,NT,,27.315
,International,,LEVEL ($ million) – basic prices,2021-22,ACT,,43.3013
,International,,LEVEL ($ million) – basic prices,2021-22,Total(a),,2388.8777
,International,,LEVEL ($ million) – basic prices,2022-23,NSW,,3828.0222
,International,,LEVEL ($ million) – basic prices,2022-23,Vic,,2299.5208
,International,,LEVEL ($ million) – basic prices,2022-23,Qld,,2071.9956
,International,,LEVEL ($ million) – basic prices,2022-23,SA,,573.6801
,International,,LEVEL ($ million) – basic prices,2022-23,WA,,953.8245
,International,,LEVEL ($ million) – basic prices,2022-23,Tas,,168.3894
,International,,LEVEL ($ million) – basic prices,2022-23,NT,,152.7874
,International,,LEVEL ($ million) – basic prices,2022-23,ACT,,188.7527
,International,,LEVEL ($ million) – basic prices,2022-23,Total(a),,10236.9725
,International,,LEVEL ($ million) – basic prices,2023-24,NSW,,5601.8206
,International,,LEVEL ($ million) – basic prices,2023-24,Vic,,3935.5508
,International,,LEVEL ($ million) – basic prices,2023-24,Qld,,3049.3377
,International,,LEVEL ($ million) – basic prices,2023-24,SA,,757.5622
,International,,LEVEL ($ million) – basic prices,2023-24,WA,,1204.2005
,International,,LEVEL ($ million) – basic prices,2023-24,Tas,,286.5053
,International,,LEVEL ($ million) – basic prices,2023-24,NT,,218.3152
,International,,LEVEL ($ million) – basic prices,2023-24,ACT,,282.6778
,International,,LEVEL ($ million) – basic prices,2023-24,Total(a),,15335.97
,Total,,LEVEL ($ million) – basic prices,2016-17,NSW,,12910.8986
,Total,,LEVEL ($ million) – basic prices,2016-17,Vic,,9975.299200000001
,Total,,LEVEL ($ million) – basic prices,2016-17,Qld,,9567.047
,Total,,LEVEL ($ million) – basic prices,2016-17,SA,,2574.0677
,Total,,LEVEL ($ million) – basic prices,2016-17,WA,,4904.7643
,Total,,LEVEL ($ million) – basic prices,2016-17,Tas,,1267.1931
,Total,,LEVEL ($ million) – basic prices,2016-17,NT,,935.1637999999999
,Total,,LEVEL ($ million) – basic prices,2016-17,ACT,,880.5672
,Total,,LEVEL ($ million) – basic prices,2016-17,Total(a),,43015.0006
,Total,,LEVEL ($ million) – basic prices,2017-18,NSW,,14603.797499999999
,Total,,LEVEL ($ million) – basic prices,2017-18,Vic,,10715.8828
,Total,,LEVEL ($ million) – basic prices,2017-18,Qld,,10765.704000000002
,Total,,LEVEL ($ million) – basic prices,2017-18,SA,,2703.6085
,Total,,LEVEL ($ million) – basic prices,2017-18,WA,,4316.0423
,Total,,LEVEL ($ million) – basic prices,2017-18,Tas,,1288.636
,Total,,LEVEL ($ million) – basic prices,2017-18,NT,,849.8306
,Total,,LEVEL ($ million) – basic prices,2017-18,ACT,,1063.4976000000001
,Total,,LEVEL ($ million) – basic prices,2017-18,Total(a),,46306.9995
,Total,,LEVEL ($ million) – basic prices,2018-19,NSW,,15676.0638
,Total,,LEVEL ($ million) – basic prices,2018-19,Vic,,12373.9363
,Total,,LEVEL ($ million) – basic prices,2018-19,Qld,,11660.665099999998
,Total,,LEVEL ($ million) – basic prices,2018-19,SA,,3041.9601000000002
,Total,,LEVEL ($ million) – basic prices,2018-19,WA,,5125.0258
,Total,,LEVEL ($ million) – basic prices,2018-19,Tas,,1493.4173
,Total,,LEVEL ($ million) – basic prices,2018-19,NT,,960.3851999999999
,Total,,LEVEL ($ million) – basic prices,2018-19,ACT,,1056.5442
,Total,,LEVEL ($ million) – basic prices,2018-19,Total(a),,51387.9977
,Total,,LEVEL ($ million) – basic prices,2019-20,NSW,,12517.725699999999
,Total,,LEVEL ($ million) – basic prices,2019-20,Vic,,9857.946
,Total,,LEVEL ($ million) – basic prices,2019-20,Qld,,9423.9822
,Total,,LEVEL ($ million) – basic prices,2019-20,SA,,2616.6021
,Total,,LEVEL ($ million) – basic prices,2019-20,WA,,4456.1674
,Total,,LEVEL ($ million) – basic prices,2019-20,Tas,,1257.966
,Total,,LEVEL ($ million) – basic prices,2019-20,NT,,703.8655
,Total,,LEVEL ($ million) – basic prices,2019-20,ACT,,769.7456999999999
,Total,,LEVEL ($ million) – basic prices,2019-20,Total(a),,41604.00090000001
,Total,,LEVEL ($ million) – basic prices,2020-21,NSW,,8314.2507
,Total,,LEVEL ($ million) – basic prices,2020-21,Vic,,4433.9505
,Total,,LEVEL ($ million) – basic prices,2020-21,Qld,,6611.988
,Total,,LEVEL ($ million) – basic prices,2020-21,SA,,2020.7441
,Total,,LEVEL ($ million) – basic prices,2020-21,WA,,2923.5641
,Total,,LEVEL ($ million) – basic prices,2020-21,Tas,,898.4317
,Total,,LEVEL ($ million) – basic prices,2020-21,NT,,491.40150000000006
,Total,,LEVEL ($ million) – basic prices,2020-21,ACT,,479.6703
,Total,,LEVEL ($ million) – basic prices,2020-21,Total(a),,26174.000799999998
,Total,,LEVEL ($ million) – basic prices,2021-22,NSW,,8481.514500000001
,Total,,LEVEL ($ million) – basic prices,2021-22,Vic,,6661.5668000000005
,Total,,LEVEL ($ million) – basic prices,2021-22,Qld,,8351.7175
,Total,,LEVEL ($ million) – basic prices,2021-22,SA,,2060.9685999999997
,Total,,LEVEL ($ million) – basic prices,2021-22,WA,,3465.5229
,Total,,LEVEL ($ million) – basic prices,2021-22,Tas,,1068.8793
,Total,,LEVEL ($ million) – basic prices,2021-22,NT,,667.1468
,Total,,LEVEL ($ million) – basic prices,2021-22,ACT,,585.6839
,Total,,LEVEL ($ million) – basic prices,2021-22,Total(a),,31343.000099999997
,Total,,LEVEL ($ million) – basic prices,2022-23,NSW,,17746.2455
,Total,,LEVEL ($ million) – basic prices,2022-23,Vic,,13230.305799999998
,Total,,LEVEL ($ million) – basic prices,2022-23,Qld,,14680.236400000002
,Total,,LEVEL ($ million) – basic prices,2022-23,SA,,3669.5313000000006
,Total,,LEVEL ($ million) – basic prices,2022-23,WA,,6133.7454
,Total,,LEVEL ($ million) – basic prices,2022-23,Tas,,1648.2912
,Total,,LEVEL ($ million) – basic prices,2022-23,NT,,1108.3205
,Total,,LEVEL ($ million) – basic prices,2022-23,ACT,,1257.3218
,Total,,LEVEL ($ million) – basic prices,2022-23,Total(a),,59473.997599999995
,Total,,LEVEL ($ million) – basic prices,2023-24,NSW,,20193.1935
,Total,,LEVEL ($ million) – basic prices,2023-24,Vic,,15201.8665
,Total,,LEVEL ($ million) – basic prices,2023-24,Qld,,15663.1673
,Total,,LEVEL ($ million) – basic prices,2023-24,SA,,3771.9408999999996
,Total,,LEVEL ($ million) – basic prices,2023-24,WA,,6602.697999999999
,Total,,LEVEL ($ million) – basic prices,2023-24,Tas,,1892.9598
,Total,,LEVEL ($ million) – basic prices,2023-24,NT,,1214.9593
,Total,,LEVEL ($ million) – basic prices,2023-24,ACT,,1341.2159000000001
