section,category,subcategory,unit,financial_year,state,measure,value
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Vic,$m,7350.6247
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Vic,%,23.90213453382392
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Qld,$m,7194.7586
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Qld,%,23.395302442197416
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,SA,$m,1840.3724
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,SA,%,5.9843660222697
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,WA,$m,2950.4963
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,WA,%,9.59417224826479
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Tas,$m,939.4877
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Tas,%,3.0549459827914776
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,NT,$m,450.21110000000004
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,NT,%,1.4639580607102491
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,ACT,$m,564.4277000000001
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,ACT,%,1.8353578601308278
Tourism characteristic products,Tourism consumption,Takeaway and restaurant meals,,2023-24,Total(a),$m,30753.005299999997
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,NSW,$m,612.0565
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,NSW,%,26.25725010725011
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Vic,$m,523.1901
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Vic,%,22.444877734877736
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Qld,$m,603.6597
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Qld,%,25.89702702702703
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,SA,$m,130.0789
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,SA,%,5.580390390390391
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,WA,$m,239.1602
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,WA,%,10.25998283998284
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Tas,$m,105.08529999999999
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Tas,%,4.508163878163877
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,NT,$m,61.0933
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,NT,%,2.620905190905191
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,ACT,$m,56.676
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,ACT,%,2.4314028314028318
Tourism characteristic products,Tourism consumption,Taxi fares,,2023-24,Total(a),$m,2331
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,NSW,$m,426.2324
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,NSW,%,31.572772709094277
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Vic,$m,277.5848
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Vic,%,20.561838560136188
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Qld,$m,346.3348
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Qld,%,25.654431529957893
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,SA,$m,55.0929
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,SA,%,4.080955857848583
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,WA,$m,113.8614
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,WA,%,8.434178402531735
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Tas,$m,54.58200000000001
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Tas,%,4.043111410600846
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,NT,$m,56.9004
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,NT,%,4.214844756655168
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,ACT,$m,19.4112
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,ACT,%,1.4378667731753167
Tourism characteristic products,Tourism consumption,Local area passenger transportation,,2023-24,Total(a),$m,1349.9998999999998
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,NSW,$m,5678.8474
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,NSW,%,23.28541678928503
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Vic,$m,4923.248600000001
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Vic,%,20.187176645786263
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Qld,$m,6278.197900000001
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Qld,%,25.742979955248323
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,SA,$m,1651.4105
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,SA,%,6.7714060748844185
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,WA,$m,3374.2088
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,WA,%,13.835529062125053
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Tas,$m,944.4635000000001
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Tas,%,3.8726566661690724
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,NT,$m,863.3356000000001
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,NT,%,3.5400016691815788
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,ACT,$m,674.2875
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,ACT,%,2.764833137320265
Tourism characteristic products,Tourism consumption,Long distance passenger transportation,,2023-24,Total(a),$m,24387.9998
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,NSW,$m,853.9642
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,NSW,%,27.204977840393617
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Vic,$m,656.464
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Vic,%,20.913158388860047
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Qld,$m,835.1519
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Qld,%,26.605669105171653
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,SA,$m,184.8401
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,SA,%,5.888503083052124
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,WA,$m,360.226
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,WA,%,11.475821056121124
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Tas,$m,93.24879999999999
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Tas,%,2.9706532635013225
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,NT,$m,114.9526
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,NT,%,3.662077327943761
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,ACT,$m,40.1522
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,ACT,%,1.2791399349563515
Tourism characteristic products,Tourism consumption,Motor vehicle hire and lease,,2023-24,Total(a),$m,3138.9998
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,NSW,$m,3690.4502
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,NSW,%,30.702581209693538
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Vic,$m,2643.4121999999998
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Vic,%,21.991782395869926
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Qld,$m,3447.5535
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Qld,%,28.68180996142779
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,SA,$m,445.3322
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,SA,%,3.7049268503315624
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,WA,$m,1100.8007
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,WA,%,9.158075859535375
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Tas,$m,250.3203
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Tas,%,2.082531648627815
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,NT,$m,291.8105
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,NT,%,2.4277080270833284
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,ACT,$m,150.3202
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,ACT,%,1.2505840474306833
Tourism characteristic products,Tourism consumption,Travel agency and tour operator services,,2023-24,Total(a),$m,12019.999799999998
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,NSW,$m,2142.2113999999997
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,NSW,%,26.655414761994244
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Vic,$m,2094.4388
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Vic,%,26.060983013914274
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Qld,$m,2213.8561
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Qld,%,27.546885694320835
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,SA,$m,331.1193
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,SA,%,4.120098640685603
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,WA,$m,665.416
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,WA,%,8.279733489079167
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Tas,$m,273.3963
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Tas,%,3.401854630637578
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,NT,$m,203.2065
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,NT,%,2.52848693636547
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,ACT,$m,113.0394
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,ACT,%,1.4065428330028367
Tourism characteristic products,Tourism consumption,"Recreational, cultural and sporting services",,2023-24,Total(a),$m,8036.683799999999
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,NSW,$m,219.02119999999996
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,NSW,%,28.5810553348749
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Vic,$m,161.61540000000002
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Vic,%,21.089915909363764
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Qld,$m,225.3426
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Qld,%,29.40596307528487
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,SA,$m,49.4067
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,SA,%,6.447301113378815
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,WA,$m,51.879799999999996
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,WA,%,6.770026986256322
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Tas,$m,31.1954
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Tas,%,4.070827178344182
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,NT,$m,18.2751
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,NT,%,2.384799482197944
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,ACT,$m,9.579799999999999
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,ACT,%,1.2501109202991976
Tourism characteristic products,Tourism consumption,Gambling and betting services,,2023-24,Total(a),$m,766.316
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,NSW,$m,35666.606
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,NSW,%,29.155818173592067
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Vic,$m,27445.1768
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Vic,%,22.435176044586
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Qld,$m,30205.280700000003
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Qld,%,24.69143467061345
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,SA,$m,7235.876200000001
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,SA,%,5.914997653934953
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,WA,$m,12895.204600000001
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,WA,%,10.541239629833802
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Tas,$m,3814.4875999999995
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Tas,%,3.1181690484096403
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,NT,$m,2639.1234999999997
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,NT,%,2.157362685523088
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,ACT,$m,2429.2517000000003
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,ACT,%,1.9858020935070027
Tourism characteristic products,Tourism consumption,Total tourism characteristic products,,2023-24,Total(a),$m,122331.0071
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,NSW,$m,6305.7785
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,NSW,%,31.661872840859708
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Vic,$m,4697.4395
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Vic,%,23.586260146408822
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Qld,$m,4122.6251
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Qld,%,20.70006608807089
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,SA,$m,1207.5747000000001
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,SA,%,6.063339617342935
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,WA,$m,2280.7385
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,WA,%,11.451790190577277
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Tas,$m,516.438
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Tas,%,2.593080979008048
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,NT,$m,238.36260000000001
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,NT,%,1.1968397448810968
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,ACT,$m,547.0428
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,ACT,%,2.746750392851231
Tourism connected products,Tourism consumption,Shopping (including gifts and souvenirs),,2023-24,Total(a),$m,19915.9997
Tourism connected products,Tourism consumption,Food products,,2023-24,NSW,$m,3704.1675
Tourism connected products,Tourism consumption,Food products,,2023-24,NSW,%,31.553294080959144
Tourism connected products,Tourism consumption,Food products,,2023-24,Vic,$m,2629.5987999999998
Tourism connected products,Tourism consumption,Food products,,2023-24,Vic,%,22.399771136520492
Tourism connected products,Tourism consumption,Food products,,2023-24,Qld,$m,2823.3650000000002
Tourism connected products,Tourism consumption,Food products,,2023-24,Qld,%,24.05033415548493
Tourism connected products,Tourism consumption,Food products,,2023-24,SA,$m,687.1706999999999
Tourism connected products,Tourism consumption,Food products,,2023-24,SA,%,5.853541769079976
Tourism connected products,Tourism consumption,Food products,,2023-24,WA,$m,1105.7323
Tourism connected products,Tourism consumption,Food products,,2023-24,WA,%,9.418984545573423
Tourism connected products,Tourism consumption,Food products,,2023-24,Tas,$m,376.0346
Tourism connected products,Tourism consumption,Food products,,2023-24,Tas,%,3.203184067247456
Tourism connected products,Tourism consumption,Food products,,2023-24,NT,$m,197.0437
Tourism connected products,Tourism consumption,Food products,,2023-24,NT,%,1.6784818215969686
Tourism connected products,Tourism consumption,Food products,,2023-24,ACT,$m,216.2877
Tourism connected products,Tourism consumption,Food products,,2023-24,ACT,%,1.8424084235376148
Tourism connected products,Tourism consumption,Food products,,2023-24,Total(a),$m,11739.4003
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,NSW,$m,3568.9409
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,NSW,%,31.296614608693105
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Vic,$m,2709.1174
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Vic,%,23.75668456642268
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Qld,$m,2607.7487
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Qld,%,22.867766193668395
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,SA,$m,671.2440999999999
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,SA,%,5.886247067318781
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,WA,$m,1131.488
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,WA,%,9.92219957196852
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Tas,$m,331.1259
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Tas,%,2.9036960738847344
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,NT,$m,178.0961
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,NT,%,1.5617532374972274
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,ACT,$m,205.8394
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,ACT,%,1.8050386805465521
Tourism connected products,Tourism consumption,Alcoholic beverages and other beverages,,2023-24,Total(a),$m,11403.6005
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,NSW,$m,1247.7726
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,NSW,%,30.635219938481224
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Vic,$m,1042.6991
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Vic,%,25.60027064078537
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Qld,$m,815.3026
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Qld,%,20.01724870975335
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,SA,$m,331.0886
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,SA,%,8.12886264702706
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,WA,$m,431.42449999999997
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,WA,%,10.592302190598906
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Tas,$m,106.3765
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Tas,%,2.611747904855298
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,NT,$m,29.263200000000005
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,NT,%,0.7184679068155239
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,ACT,$m,69.0732
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,ACT,%,1.6958800616832757
Tourism connected products,Tourism consumption,"Motor vehicles, caravans, boats etc.",,2023-24,Total(a),$m,4073.0002999999997
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,NSW,$m,6229.817800000001
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,NSW,%,31.42347105046223
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Vic,$m,4430.9719
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Vic,%,22.350014349546722
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Qld,$m,4641.8412
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Qld,%,23.413648240088634
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,SA,$m,1240.2898
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,SA,%,6.256075518690705
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,WA,$m,2188.1253
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,WA,%,11.036998870068718
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Tas,$m,480.9491
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Tas,%,2.4259281099032886
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,NT,$m,285.275
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,NT,%,1.4389394668846673
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,ACT,$m,328.0948
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,ACT,%,1.6549243943550316
Tourism connected products,Tourism consumption,"Fuel (petrol, diesel)",,2023-24,Total(a),$m,19825.3649
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,NSW,$m,188.5475
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,NSW,%,40.57979841763591
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,Vic,$m,58.55689999999999
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,Vic,%,12.60280405712971
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,Qld,$m,116.9445
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,Qld,%,25.169170824599757
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,SA,$m,12.143699999999999
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,SA,%,2.613606110100877
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,WA,$m,62.9855
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,WA,%,13.555941570341727
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,Tas,$m,16.4879
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,Tas,%,3.5485787842858647
Tourism connected products,Tourism consumption,Repair and maintenance of motor vehicles,,2023-24,NT,$m,5.997599999999999
