table,section,category,subcategory,unit,financial_year,state,measure,value
Table 10,,Total gross value added,,$ million – basic prices,2021-22,NSW,,18385.0625
Table 10,,Total gross value added,,$ million – basic prices,2021-22,Vic,,14638.2813
Table 10,,Total gross value added,,$ million – basic prices,2021-22,Qld,,18401.2129
Table 10,,Total gross value added,,$ million – basic prices,2021-22,SA,,4536.6431
Table 10,,Total gross value added,,$ million – basic prices,2021-22,WA,,7792.1553
Table 10,,Total gross value added,,$ million – basic prices,2021-22,Tas,,2408.5422
Table 10,,Total gross value added,,$ million – basic prices,2021-22,NT,,1488.522
Table 10,,Total gross value added,,$ million – basic prices,2021-22,ACT,,1257.0731
Table 10,,Total gross value added,,$ million – basic prices,2021-22,Total,,68907.4923
Table 10,,Total gross value added,,$ million – basic prices,2022-23,NSW,,37181.5938
Table 10,,Total gross value added,,$ million – basic prices,2022-23,Vic,,27905.5898
Table 10,,Total gross value added,,$ million – basic prices,2022-23,Qld,,30979.7363
Table 10,,Total gross value added,,$ million – basic prices,2022-23,SA,,7789.4258
Table 10,,Total gross value added,,$ million – basic prices,2022-23,WA,,12903.2217
Table 10,,Total gross value added,,$ million – basic prices,2022-23,Tas,,3452.7581
Table 10,,Total gross value added,,$ million – basic prices,2022-23,NT,,2347.9326
Table 10,,Total gross value added,,$ million – basic prices,2022-23,ACT,,2612.5925
Table 10,,Total gross value added,,$ million – basic prices,2022-23,Total,,125172.8506
Table 10,,Total gross value added,,$ million – basic prices,2023-24,NSW,,41680.2422
Table 10,,Total gross value added,,$ million – basic prices,2023-24,Vic,,31327.3633
Table 10,,Total gross value added,,$ million – basic prices,2023-24,Qld,,32478.1445
Table 10,,Total gross value added,,$ million – basic prices,2023-24,SA,,7896.9375
Table 10,,Total gross value added,,$ million – basic prices,2023-24,WA,,13834.4063
Table 10,,Total gross value added,,$ million – basic prices,2023-24,Tas,,3967.6162
Table 10,,Total gross value added,,$ million – basic prices,2023-24,NT,,2510.7
Table 10,,Total gross value added,,$ million – basic prices,2023-24,ACT,,2766.5801
Table 10,,Total gross value added,,$ million – basic prices,2023-24,Total,,136461.99
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,NSW,,3900.0261
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,Vic,,2770.692
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,Qld,,2908.8442
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,SA,,1029.0719
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,WA,,1377.9116
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,Tas,,360.9466
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,NT,,403.18899999999996
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,ACT,,280.3234
Table 10,,Net Taxes on products,,$ million – basic prices,2016-17,Total,,13031.0049
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,NSW,,4447.498
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,Vic,,2997.4741999999997
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,Qld,,3246.1003
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,SA,,1103.7555
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,WA,,1262.8579
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,Tas,,373.1848
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,NT,,364.307
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,ACT,,321.262
Table 10,,Net Taxes on products,,$ million – basic prices,2017-18,Total,,14116.4398
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,NSW,,4974.4268
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,Vic,,3515.1922999999997
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,Qld,,3607.0460999999996
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,SA,,1294.7101
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,WA,,1539.5277
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,Tas,,461.9354
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,NT,,441.6482
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,ACT,,330.63710000000003
Table 10,,Net Taxes on products,,$ million – basic prices,2018-19,Total,,16165.1236
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,NSW,,4011.4948999999997
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,Vic,,2816.869
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,Qld,,2915.2961
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,SA,,1099.4965
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,WA,,1347.9387000000002
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,Tas,,366.86479999999995
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,NT,,328.4517
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,ACT,,249.8798
Table 10,,Net Taxes on products,,$ million – basic prices,2019-20,Total,,13136.2916
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,NSW,,3090.6144999999997
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,Vic,,1533.9663
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,Qld,,2424.0113
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,SA,,874.4376
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,WA,,1035.9877000000001
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,Tas,,304.5083
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,NT,,222.4761
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,ACT,,184.4305
Table 10,,Net Taxes on products,,$ million – basic prices,2020-21,Total,,9670.4324
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,NSW,,2857.9652
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,Vic,,2190.5681
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,Qld,,2933.0498
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,SA,,863.4214999999999
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,WA,,1220.8466
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,Tas,,355.4752
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,NT,,294.4806
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,ACT,,199.5035
Table 10,,Net Taxes on products,,$ million – basic prices,2021-22,Total,,10915.3105
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,NSW,,5593.0166
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,Vic,,4025.4136
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,Qld,,4672.8786
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,SA,,1513.5548
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,WA,,1882.8667
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,Tas,,485.5097
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,NT,,474.9054
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,ACT,,411.6458
Table 10,,Net Taxes on products,,$ million – basic prices,2022-23,Total,,19059.7912
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,NSW,,6523.4848999999995
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,Vic,,4627.3184
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,Qld,,5151.116
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,SA,,1583.5939
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,WA,,2091.2237999999998
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,Tas,,577.559
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,NT,,511.5533
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,ACT,,437.15319999999997
Table 10,,Net Taxes on products,,$ million – basic prices,2023-24,Total,,21503.0026
Table 10,,Total gross state product,,$ million – basic prices,2016-17,NSW,,31246.4629
Table 10,,Total gross state product,,$ million – basic prices,2016-17,Vic,,23881.873
Table 10,,Total gross state product,,$ million – basic prices,2016-17,Qld,,23457.9785
Table 10,,Total gross state product,,$ million – basic prices,2016-17,SA,,6499.937
Table 10,,Total gross state product,,$ million – basic prices,2016-17,WA,,11634.1885
Table 10,,Total gross state product,,$ million – basic prices,2016-17,Tas,,3110.2732
Table 10,,Total gross state product,,$ million – basic prices,2016-17,NT,,2432.4097
Table 10,,Total gross state product,,$ million – basic prices,2016-17,ACT,,2135.2231
Table 10,,Total gross state product,,$ million – basic prices,2016-17,Total,,104398.3459
Table 10,,Total gross state product,,$ million – basic prices,2017-18,NSW,,35261.332
Table 10,,Total gross state product,,$ million – basic prices,2017-18,Vic,,25630.7832
Table 10,,Total gross state product,,$ million – basic prices,2017-18,Qld,,26092.8164
Table 10,,Total gross state product,,$ million – basic prices,2017-18,SA,,6892.3125
Table 10,,Total gross state product,,$ million – basic prices,2017-18,WA,,10368.0156
Table 10,,Total gross state product,,$ million – basic prices,2017-18,Tas,,3149.9026
Table 10,,Total gross state product,,$ million – basic prices,2017-18,NT,,2197.863
Table 10,,Total gross state product,,$ million – basic prices,2017-18,ACT,,2483.6196
Table 10,,Total gross state product,,$ million – basic prices,2017-18,Total,,112076.645
Table 10,,Total gross state product,,$ million – basic prices,2018-19,NSW,,38199.0742
Table 10,,Total gross state product,,$ million – basic prices,2018-19,Vic,,29337.291
Table 10,,Total gross state product,,$ million – basic prices,2018-19,Qld,,28355.0859
Table 10,,Total gross state product,,$ million – basic prices,2018-19,SA,,7767.2104
Table 10,,Total gross state product,,$ million – basic prices,2018-19,WA,,12318.0732
Table 10,,Total gross state product,,$ million – basic prices,2018-19,Tas,,3689.2786
Table 10,,Total gross state product,,$ million – basic prices,2018-19,NT,,2542.0898
Table 10,,Total gross state product,,$ million – basic prices,2018-19,ACT,,2505.0303
Table 10,,Total gross state product,,$ million – basic prices,2018-19,Total,,124713.1335
Table 10,,Total gross state product,,$ million – basic prices,2019-20,NSW,,30532.625
Table 10,,Total gross state product,,$ million – basic prices,2019-20,Vic,,23481.8613
Table 10,,Total gross state product,,$ million – basic prices,2019-20,Qld,,23053.6094
Table 10,,Total gross state product,,$ million – basic prices,2019-20,SA,,6645.4565
Table 10,,Total gross state product,,$ million – basic prices,2019-20,WA,,10729.7119
Table 10,,Total gross state product,,$ million – basic prices,2019-20,Tas,,3045.2769
Table 10,,Total gross state product,,$ million – basic prices,2019-20,NT,,1868.4958
Table 10,,Total gross state product,,$ million – basic prices,2019-20,ACT,,1857.5809
Table 10,,Total gross state product,,$ million – basic prices,2019-20,Total,,101214.6178
Table 10,,Total gross state product,,$ million – basic prices,2020-21,NSW,,21639.8281
Table 10,,Total gross state product,,$ million – basic prices,2020-21,Vic,,11347.7695
Table 10,,Total gross state product,,$ million – basic prices,2020-21,Qld,,17346.1816
Table 10,,Total gross state product,,$ million – basic prices,2020-21,SA,,5371.5552
Table 10,,Total gross state product,,$ million – basic prices,2020-21,WA,,7634.5815
Table 10,,Total gross state product,,$ million – basic prices,2020-21,Tas,,2347.937
Table 10,,Total gross state product,,$ million – basic prices,2020-21,NT,,1358.2439
Table 10,,Total gross state product,,$ million – basic prices,2020-21,ACT,,1252.4594
Table 10,,Total gross state product,,$ million – basic prices,2020-21,Total,,68298.5563
Table 10,,Total gross state product,,$ million – basic prices,2021-22,NSW,,21243.0273
Table 10,,Total gross state product,,$ million – basic prices,2021-22,Vic,,16828.8496
Table 10,,Total gross state product,,$ million – basic prices,2021-22,Qld,,21334.2617
Table 10,,Total gross state product,,$ million – basic prices,2021-22,SA,,5400.0645
Table 10,,Total gross state product,,$ million – basic prices,2021-22,WA,,9013.002
Table 10,,Total gross state product,,$ million – basic prices,2021-22,Tas,,2764.0176
Table 10,,Total gross state product,,$ million – basic prices,2021-22,NT,,1783.0026
Table 10,,Total gross state product,,$ million – basic prices,2021-22,ACT,,1456.5767
Table 10,,Total gross state product,,$ million – basic prices,2021-22,Total,,79822.8019
Table 10,,Total gross state product,,$ million – basic prices,2022-23,NSW,,42774.6094
Table 10,,Total gross state product,,$ million – basic prices,2022-23,Vic,,31931.0039
Table 10,,Total gross state product,,$ million – basic prices,2022-23,Qld,,35652.6172
Table 10,,Total gross state product,,$ million – basic prices,2022-23,SA,,9302.9805
Table 10,,Total gross state product,,$ million – basic prices,2022-23,WA,,14786.0879
Table 10,,Total gross state product,,$ million – basic prices,2022-23,Tas,,3938.2676
Table 10,,Total gross state product,,$ million – basic prices,2022-23,NT,,2822.8379
Table 10,,Total gross state product,,$ million – basic prices,2022-23,ACT,,3024.2385
Table 10,,Total gross state product,,$ million – basic prices,2022-23,Total,,144232.6428
Table 10,,Total gross state product,,$ million – basic prices,2023-24,NSW,,48203.7266
Table 10,,Total gross state product,,$ million – basic prices,2023-24,Vic,,35954.6797
Table 10,,Total gross state product,,$ million – basic prices,2023-24,Qld,,37629.2617
Table 10,,Total gross state product,,$ million – basic prices,2023-24,SA,,9480.5313
Table 10,,Total gross state product,,$ million – basic prices,2023-24,WA,,15925.6299
Table 10,,Total gross state product,,$ million – basic prices,2023-24,Tas,,4545.1753
Table 10,,Total gross state product,,$ million – basic prices,2023-24,NT,,3022.2534
Table 10,,Total gross state product,,$ million – basic prices,2023-24,ACT,,3203.7334
Table 10,,Total gross state product,,$ million – basic prices,2023-24,Total,,157964.9912
Table 10,,Total filled jobs,,'000,2016-17,NSW,,245.6725
Table 10,,Total filled jobs,,'000,2016-17,Vic,,221.4059
Table 10,,Total filled jobs,,'000,2016-17,Qld,,198.1281
Table 10,,Total filled jobs,,'000,2016-17,SA,,56.5575
Table 10,,Total filled jobs,,'000,2016-17,WA,,99.7505
Table 10,,Total filled jobs,,'000,2016-17,Tas,,39.2949
Table 10,,Total filled jobs,,'000,2016-17,NT,,15.5838
Table 10,,Total filled jobs,,'000,2016-17,ACT,,16.8823
Table 10,,Total filled jobs,,'000,2016-17,Total,,893.2755
Table 10,,Total filled jobs,,'000,2017-18,NSW,,277.1772
Table 10,,Total filled jobs,,'000,2017-18,Vic,,239.6565
Table 10,,Total filled jobs,,'000,2017-18,Qld,,219.6721
Table 10,,Total filled jobs,,'000,2017-18,SA,,59.3643
Table 10,,Total filled jobs,,'000,2017-18,WA,,89.4501
Table 10,,Total filled jobs,,'000,2017-18,Tas,,39.4788
Table 10,,Total filled jobs,,'000,2017-18,NT,,14.0261
Table 10,,Total filled jobs,,'000,2017-18,ACT,,18.7606
Table 10,,Total filled jobs,,'000,2017-18,Total,,957.5857
Table 10,,Total filled jobs,,'000,2018-19,NSW,,293.5693
Table 10,,Total filled jobs,,'000,2018-19,Vic,,261.4893
Table 10,,Total filled jobs,,'000,2018-19,Qld,,232.4726
Table 10,,Total filled jobs,,'000,2018-19,SA,,64.1058
Table 10,,Total filled jobs,,'000,2018-19,WA,,102.4915
Table 10,,Total filled jobs,,'000,2018-19,Tas,,45.0848
Table 10,,Total filled jobs,,'000,2018-19,NT,,15.6087
Table 10,,Total filled jobs,,'000,2018-19,ACT,,18.7007
Table 10,,Total filled jobs,,'000,2018-19,Total,,1033.5227000000002
Table 10,,Total filled jobs,,'000,2019-20,NSW,,241.7857
Table 10,,Total filled jobs,,'000,2019-20,Vic,,220.1461
Table 10,,Total filled jobs,,'000,2019-20,Qld,,197.6427
