section,category,subcategory,unit,financial_year,state,measure,value
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Qld,,8379.4283
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,SA,,1850.6581
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,WA,,4249.6429
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Tas,,585.4272
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,NT,,483.2754
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,ACT,,316.9132
,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Total(a),,33445.274
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,NSW,,11801.9081
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Vic,,8216.9478
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Qld,,9242.4791
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,SA,,2277.4827
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,WA,,5505.5433
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Tas,,837.0152
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,NT,,499.8899
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,ACT,,315.763
,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Total(a),,38697.0291
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,NSW,,9228.7003
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Vic,,6570.3581
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Qld,,7250.0665
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,SA,,2019.3816
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,WA,,4605.6824
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Tas,,592.8597
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,NT,,318.9221
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,ACT,,203.244
,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Total(a),,30789.2147
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,NSW,,10853.3156
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Vic,,5542.981
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Qld,,8445.1863
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,SA,,2300.7678
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,WA,,4553.0709
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Tas,,726.0464
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,NT,,427.6356
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,ACT,,182.6671
,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Total(a),,33031.6707
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,NSW,,9365.3034
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Vic,,6977.1172
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Qld,,9956.0394
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,SA,,2069.3394
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,WA,,5351.307
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Tas,,723.895
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,NT,,355.5901
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,ACT,,173.9398
,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Total(a),,34972.5313
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,NSW,,15050.3606
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Vic,,9932.1131
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Qld,,13004.4548
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,SA,,2835.1254
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,WA,,6421.7591
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Tas,,956.2367
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,NT,,554.5638
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,ACT,,290.407
,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Total(a),,49045.0205
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,NSW,,15478.0734
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Vic,,11301.8294
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Qld,,12657.3013
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,SA,,2821.7612
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,WA,,7035.2931
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Tas,,940.9102
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,NT,,637.3335
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,ACT,,317.8011
,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Total(a),,51190.3033
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,NSW,,5686.5286
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Vic,,5606.362
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Qld,,5811.0646
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,SA,,1695.5194
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,WA,,1738.559
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Tas,,1382.6834
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,NT,,1079.2998
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,ACT,,1089.2475
,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Total(a),,24089.2643
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,NSW,,7023.4366
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Vic,,5812.8644
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Qld,,6662.1267
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,SA,,1835.7108
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,WA,,1909.8455
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Tas,,1371.2366
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,NT,,976.7285
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,ACT,,1263.2151
,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Total(a),,26855.1641
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,NSW,,7484.6431
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Vic,,6798.7956
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Qld,,7436.373
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,SA,,2103.9839
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,WA,,2294.2588
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Tas,,1552.7717
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,NT,,1172.8633
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,ACT,,1294.1603
,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Total(a),,30137.8496
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,NSW,,6182.1994
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Vic,,5118.5312
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Qld,,5876.086
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,SA,,1750.0129
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,WA,,2046.5027
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Tas,,1442.8515
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,NT,,871.0013
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,ACT,,948.1455
,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Total(a),,24235.3307
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,NSW,,3677.3928
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Vic,,1891.4382
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Qld,,3869.1852
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,SA,,1339.4869
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,WA,,811.9475
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Tas,,996.4809
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,NT,,621.1221
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,ACT,,803.5085
,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Total(a),,14010.5621
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,NSW,,4760.4778
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Vic,,3283.2954
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Qld,,5419.3516
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,SA,,1509.2444
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,WA,,1087.1533
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Tas,,1328.9402
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,NT,,1153.2707
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,ACT,,898.6149
,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Total(a),,19440.3483
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,NSW,,9415.2857
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Vic,,8726.7877
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Qld,,10438.8524
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,SA,,2735.1683
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,WA,,3237.9114
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Tas,,1940.3077
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,NT,,1492.9199
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,ACT,,1719.1461
,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Total(a),,39706.3792
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,NSW,,9850.1224
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Vic,,8256.1991
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Qld,,11004.2887
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,SA,,2804.6589
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,WA,,3002.1812
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Tas,,2203.3151
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,NT,,1541.2514
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,ACT,,1708.8863
,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Total(a),,40370.9031
,International,,LEVEL ($ million) – basic prices,2016-17,NSW,,8758.4948
,International,,LEVEL ($ million) – basic prices,2016-17,Vic,,6645.592
,International,,LEVEL ($ million) – basic prices,2016-17,Qld,,4981.6662
,International,,LEVEL ($ million) – basic prices,2016-17,SA,,1187.7426
,International,,LEVEL ($ million) – basic prices,2016-17,WA,,2312.0275
,International,,LEVEL ($ million) – basic prices,2016-17,Tas,,496.2835
,International,,LEVEL ($ million) – basic prices,2016-17,NT,,470.6632
,International,,LEVEL ($ million) – basic prices,2016-17,ACT,,433.4084
,International,,LEVEL ($ million) – basic prices,2016-17,Total(a),,25285.8781
,International,,LEVEL ($ million) – basic prices,2017-18,NSW,,9432.3578
,International,,LEVEL ($ million) – basic prices,2017-18,Vic,,7347.3177
,International,,LEVEL ($ million) – basic prices,2017-18,Qld,,5550.5793
,International,,LEVEL ($ million) – basic prices,2017-18,SA,,1302.7716
,International,,LEVEL ($ million) – basic prices,2017-18,WA,,2215.8786
,International,,LEVEL ($ million) – basic prices,2017-18,Tas,,616.9387
,International,,LEVEL ($ million) – basic prices,2017-18,NT,,444.7334
,International,,LEVEL ($ million) – basic prices,2017-18,ACT,,538.6733
,International,,LEVEL ($ million) – basic prices,2017-18,Total(a),,27449.2505
,International,,LEVEL ($ million) – basic prices,2018-19,NSW,,10269.4512
,International,,LEVEL ($ million) – basic prices,2018-19,Vic,,8077.923
,International,,LEVEL ($ million) – basic prices,2018-19,Qld,,5965.4625
,International,,LEVEL ($ million) – basic prices,2018-19,SA,,1312.4704
,International,,LEVEL ($ million) – basic prices,2018-19,WA,,2334.4958
,International,,LEVEL ($ million) – basic prices,2018-19,Tas,,605.5727
,International,,LEVEL ($ million) – basic prices,2018-19,NT,,471.5675
,International,,LEVEL ($ million) – basic prices,2018-19,ACT,,547.7436
,International,,LEVEL ($ million) – basic prices,2018-19,Total(a),,29584.6868
,International,,LEVEL ($ million) – basic prices,2019-20,NSW,,7539.8992
,International,,LEVEL ($ million) – basic prices,2019-20,Vic,,6378.0124
,International,,LEVEL ($ million) – basic prices,2019-20,Qld,,4659.1012
,International,,LEVEL ($ million) – basic prices,2019-20,SA,,1087.7937
,International,,LEVEL ($ million) – basic prices,2019-20,WA,,1862.6372
,International,,LEVEL ($ million) – basic prices,2019-20,Tas,,455.5857
,International,,LEVEL ($ million) – basic prices,2019-20,NT,,388.6607
,International,,LEVEL ($ million) – basic prices,2019-20,ACT,,354.3301
,International,,LEVEL ($ million) – basic prices,2019-20,Total(a),,22726.0201
,International,,LEVEL ($ million) – basic prices,2020-21,NSW,,342.2858
,International,,LEVEL ($ million) – basic prices,2020-21,Vic,,144.802
,International,,LEVEL ($ million) – basic prices,2020-21,Qld,,165.7343
,International,,LEVEL ($ million) – basic prices,2020-21,SA,,45.759
,International,,LEVEL ($ million) – basic prices,2020-21,WA,,68.8437
,International,,LEVEL ($ million) – basic prices,2020-21,Tas,,15.8584
,International,,LEVEL ($ million) – basic prices,2020-21,NT,,15.1532
,International,,LEVEL ($ million) – basic prices,2020-21,ACT,,11.3645
,International,,LEVEL ($ million) – basic prices,2020-21,Total(a),,809.801
,International,,LEVEL ($ million) – basic prices,2021-22,NSW,,1779.4692
,International,,LEVEL ($ million) – basic prices,2021-22,Vic,,1465.6167
,International,,LEVEL ($ million) – basic prices,2021-22,Qld,,747.4269
,International,,LEVEL ($ million) – basic prices,2021-22,SA,,206.1839
,International,,LEVEL ($ million) – basic prices,2021-22,WA,,329.6161
,International,,LEVEL ($ million) – basic prices,2021-22,Tas,,70.8361
,International,,LEVEL ($ million) – basic prices,2021-22,NT,,54.8541
,International,,LEVEL ($ million) – basic prices,2021-22,ACT,,78.8253
,International,,LEVEL ($ million) – basic prices,2021-22,Total(a),,4732.8282
,International,,LEVEL ($ million) – basic prices,2022-23,NSW,,7424.2022
,International,,LEVEL ($ million) – basic prices,2022-23,Vic,,4499.7522
,International,,LEVEL ($ million) – basic prices,2022-23,Qld,,4100.8256
,International,,LEVEL ($ million) – basic prices,2022-23,SA,,1125.959
,International,,LEVEL ($ million) – basic prices,2022-23,WA,,1878.439
,International,,LEVEL ($ million) – basic prices,2022-23,Tas,,348.392
,International,,LEVEL ($ million) – basic prices,2022-23,NT,,310.9958
,International,,LEVEL ($ million) – basic prices,2022-23,ACT,,349.5274
,International,,LEVEL ($ million) – basic prices,2022-23,Total(a),,20038.0932
,International,,LEVEL ($ million) – basic prices,2023-24,NSW,,10847.8554
,International,,LEVEL ($ million) – basic prices,2023-24,Vic,,7564.1383
,International,,LEVEL ($ million) – basic prices,2023-24,Qld,,6015.8621
,International,,LEVEL ($ million) – basic prices,2023-24,SA,,1481.5702
,International,,LEVEL ($ million) – basic prices,2023-24,WA,,2327.8483
,International,,LEVEL ($ million) – basic prices,2023-24,Tas,,578.4571
,International,,LEVEL ($ million) – basic prices,2023-24,NT,,461.4771
,International,,LEVEL ($ million) – basic prices,2023-24,ACT,,514.2465
,International,,LEVEL ($ million) – basic prices,2023-24,Total(a),,29791.4551
,Total,,LEVEL ($ million) – basic prices,2016-17,NSW,,27106.2918
,Total,,LEVEL ($ million) – basic prices,2016-17,Vic,,21011.2136
,Total,,LEVEL ($ million) – basic prices,2016-17,Qld,,20604.8924
,Total,,LEVEL ($ million) – basic prices,2016-17,SA,,5469.268
,Total,,LEVEL ($ million) – basic prices,2016-17,WA,,10534.345
,Total,,LEVEL ($ million) – basic prices,2016-17,Tas,,2769.861
,Total,,LEVEL ($ million) – basic prices,2016-17,NT,,2146.6873
,Total,,LEVEL ($ million) – basic prices,2016-17,ACT,,1891.4386
,Total,,LEVEL ($ million) – basic prices,2016-17,Total(a),,91533.9978
,Total,,LEVEL ($ million) – basic prices,2017-18,NSW,,31030.667
,Total,,LEVEL ($ million) – basic prices,2017-18,Vic,,22886.6718
,Total,,LEVEL ($ million) – basic prices,2017-18,Qld,,23284.8118
,Total,,LEVEL ($ million) – basic prices,2017-18,SA,,5819.9343
,Total,,LEVEL ($ million) – basic prices,2017-18,WA,,9353.6638
,Total,,LEVEL ($ million) – basic prices,2017-18,Tas,,2876.1102
,Total,,LEVEL ($ million) – basic prices,2017-18,NT,,1969.2036
,Total,,LEVEL ($ million) – basic prices,2017-18,ACT,,2289.9378
,Total,,LEVEL ($ million) – basic prices,2017-18,Total(a),,99511.0004
,Total,,LEVEL ($ million) – basic prices,2018-19,NSW,,33625.5882
,Total,,LEVEL ($ million) – basic prices,2018-19,Vic,,26481.5534
,Total,,LEVEL ($ million) – basic prices,2018-19,Qld,,25477.0251
,Total,,LEVEL ($ million) – basic prices,2018-19,SA,,6641.1313
,Total,,LEVEL ($ million) – basic prices,2018-19,WA,,11340.4577
,Total,,LEVEL ($ million) – basic prices,2018-19,Tas,,3351.8651
,Total,,LEVEL ($ million) – basic prices,2018-19,NT,,2234.2752
,Total,,LEVEL ($ million) – basic prices,2018-19,ACT,,2340.1077
,Total,,LEVEL ($ million) – basic prices,2018-19,Total(a),,111492.0036
,Total,,LEVEL ($ million) – basic prices,2019-20,NSW,,26724.8421
,Total,,LEVEL ($ million) – basic prices,2019-20,Vic,,21120.9192
,Total,,LEVEL ($ million) – basic prices,2019-20,Qld,,20543.9393
,Total,,LEVEL ($ million) – basic prices,2019-20,SA,,5665.3479
,Total,,LEVEL ($ million) – basic prices,2019-20,WA,,9753.6384
,Total,,LEVEL ($ million) – basic prices,2019-20,Tas,,2818.9034
,Total,,LEVEL ($ million) – basic prices,2019-20,NT,,1647.5679
,Total,,LEVEL ($ million) – basic prices,2019-20,ACT,,1685.8433
,Total,,LEVEL ($ million) – basic prices,2019-20,Total(a),,89961.0014
,Total,,LEVEL ($ million) – basic prices,2020-21,NSW,,18398.1636
,Total,,LEVEL ($ million) – basic prices,2020-21,Vic,,9851.4517
,Total,,LEVEL ($ million) – basic prices,2020-21,Qld,,15143.1788
,Total,,LEVEL ($ million) – basic prices,2020-21,SA,,4522.7394
,Total,,LEVEL ($ million) – basic prices,2020-21,WA,,6765.9101
,Total,,LEVEL ($ million) – basic prices,2020-21,Tas,,2064.0641
,Total,,LEVEL ($ million) – basic prices,2020-21,NT,,1214.1321
,Total,,LEVEL ($ million) – basic prices,2020-21,ACT,,1117.3586
,Total,,LEVEL ($ million) – basic prices,2020-21,Total(a),,59076.9985
,Total,,LEVEL ($ million) – basic prices,2021-22,NSW,,18782.8502
,Total,,LEVEL ($ million) – basic prices,2021-22,Vic,,14848.0896
,Total,,LEVEL ($ million) – basic prices,2021-22,Qld,,18987.1915
,Total,,LEVEL ($ million) – basic prices,2021-22,SA,,4658.6339
,Total,,LEVEL ($ million) – basic prices,2021-22,WA,,7981.5689
,Total,,LEVEL ($ million) – basic prices,2021-22,Tas,,2473.7569
,Total,,LEVEL ($ million) – basic prices,2021-22,NT,,1633.1725
,Total,,LEVEL ($ million) – basic prices,2021-22,ACT,,1324.7363
,Total,,LEVEL ($ million) – basic prices,2021-22,Total(a),,70689.9996
,Total,,LEVEL ($ million) – basic prices,2022-23,NSW,,37044.4357
,Total,,LEVEL ($ million) – basic prices,2022-23,Vic,,28028.5411
,Total,,LEVEL ($ million) – basic prices,2022-23,Qld,,31306.375
,Total,,LEVEL ($ million) – basic prices,2022-23,SA,,7817.4247
,Total,,LEVEL ($ million) – basic prices,2022-23,WA,,13229.7222
,Total,,LEVEL ($ million) – basic prices,2022-23,Tas,,3600.8
,Total,,LEVEL ($ million) – basic prices,2022-23,NT,,2473.7505
,Total,,LEVEL ($ million) – basic prices,2022-23,ACT,,2672.9538
,Total,,LEVEL ($ million) – basic prices,2022-23,Total(a),,126174.0029
,Total,,LEVEL ($ million) – basic prices,2023-24,NSW,,41847.3458
,Total,,LEVEL ($ million) – basic prices,2023-24,Vic,,31828.4874
,Total,,LEVEL ($ million) – basic prices,2023-24,Qld,,33329.0453
,Total,,LEVEL ($ million) – basic prices,2023-24,SA,,8068.5901
,Total,,LEVEL ($ million) – basic prices,2023-24,WA,,14226.4429
,Total,,LEVEL ($ million) – basic prices,2023-24,Tas,,4119.6812
,Total,,LEVEL ($ million) – basic prices,2023-24,NT,,2713.6781
,Total,,LEVEL ($ million) – basic prices,2023-24,ACT,,2864.7282
