STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,168,10350,27073,34683,32941,35560,40974,181749,6.32%
VIC,333,21947,43469,42635,33989,30203,27934,200510,9.09%
QLD,374,15654,31943,35538,33726,31698,27771,176704,10.15%
SA,1816,11114,12083,13619,13509,14073,14970,81184,12.15%
WA,187,15734,27304,27594,24988,21316,17891,135014,15.44%
TAS,68,2512,4297,4999,5158,5045,3852,25931,12.72%
NT,13,706,1770,1546,1227,831,344,6437,7.97%
ACT,58,1981,4013,3455,2786,2456,1981,16730,11.71%
TOTAL,3017,79998,151952,164069,148324,141182,135717,824259,9.37%
