STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,73,5458,12576,21023,22048,25714,36124,123016,4.43%
VIC,106,9083,21387,26540,23223,21809,23659,125807,5.91%
QLD,115,6414,14010,20773,21990,23492,25758,112552,6.56%
SA,1860,6662,6170,8470,9131,9969,13007,55269,8.62%
WA,87,6906,13276,16753,16736,15960,16152,85870,9.60%
TAS,18,1016,2057,2642,3189,3661,3499,16082,8.29%
NT,2,228,704,888,845,739,378,3784,4.34%
ACT,9,885,2115,2251,2015,1842,1652,10769,7.73%
TOTAL,2270,36652,72295,99340,99177,103186,120229,533149,6.22%
