tribunal_id,name,federal_court_no,federal_court_case_name,determination_date,nntr_registration_date,determined_method,determination_status,determined_outcome,rntbc_name,related_native_title_determination_application,area_sqkm,date_currency,linked_federal_court_judgment_url,jurisdiction,overlap_note,date_extracted,claimant_type,centroid_longitude,centroid_latitude
WCD2017/005,Yilka and Yilka #2 AND Sullivan Family,"WAD297/2008, WAD498/2011, WAD303/2013",Harvey Murray and State Of Western Australia & Ors (Yilka and Yilka #2) AND G.S. (dec'd) & Ors and State of Western Australia & Ors (Sullivan Family),2017-09-27,2017-10-04,Litigated,In effect - Finalised,Native title exists in the entire determination area,Yilka Talintji Aboriginal Corporation RNTBC,"WC2008/005, WC2011/011, WC2013/004",12239.3496,2017-10-04,https://www.comcourts.gov.au/file/Federal/P/WAD297/2008/actions,WA,,2025-04-03,Claimant,123.50990137688055,-28.10385998566911
WCD2017/006,Budina People,WAD131/2004,Lyndon on behalf of the Budina People v State of Western Australia,2017-10-16,2017-10-20,Consent,In effect - Finalised,Native title exists in parts of the determination area,Budina Aboriginal Corporation RNTBC,WC2004/005,4084.308,2017-10-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca1214,WA,,2025-04-03,Claimant,115.28790566627103,-23.361995189340973
WCD2017/007,Wajarri Yamatji Part A,WAD6033/1998,I.S. (Deceased) on behalf of the Wajarri Yamatji People (Part A) v State of Western Australia,2017-10-19,2021-07-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wajarri Yamaji Aboriginal Corporation RNTBC,WC2004/010,68741.9708,2025-02-12,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca1215,WA,,2025-04-03,Claimant,116.89814525623866,-26.315143526170786
WCD2017/008,WA Mirning People,WAD6001/2001,K.D. (deceased) on behalf of the Mirning People v State of Western Australia (No 4),2017-10-24,2019-03-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,WA Mirning People Aboriginal Corporation RNTBC,WC2001/001,32711.9825,2017-11-01,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca1225,WA,,2025-05-19,Claimant,127.60543275979208,-31.56554577293401
WCD2017/009,Kulyakartu Part B AND Kulyakartu #2 Part B,"WAD293/2005, WAD720/2015",Taylor v State of Western Australia (No 2),2017-10-27,2018-04-23,Consent,In effect - Finalised,Native title exists in the entire determination area,Kulyakartu (Aboriginal Corporation) RNTBC,"WC2005/007, WC2015/006",114.1786,2017-10-30,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca1255,WA,,2025-04-03,Claimant,123.01624021274313,-20.939201631072635
WCD2017/010,Yindjibarndi #1,WAD6005/2003,Warrie (formerly TJ) (on behalf of the Yindjibarndi People) v State of Western Australia (No 2),2017-11-13,2017-11-17,Litigated,In effect - Finalised,Native title exists in the entire determination area,Yindjibarndi Ngurra Aboriginal Corporation RNTBC,WC2003/003,2456.793,2022-03-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca1299,WA,,2025-04-03,Claimant,118.0504344085514,-21.99474830248702
WCD2017/011,Gingirana,WAD6002/2003,Atkins on behalf of the Gingirana People v State of Western Australia,2017-12-07,2017-12-19,Consent,In effect - Finalised,Native title exists in the entire determination area,Marputu Aboriginal Corporation RNTBC,WC2006/002,11810.3943,2017-12-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca1465,WA,,2025-04-03,Claimant,119.98750750585377,-24.914740690304477
WCD2018/001,Yi-Martuwarra Ngurrara Part A,WAD25/2012,Forrest on behalf of the Ngurrara People v State of Western Australia,2018-03-12,2018-09-04,Consent,In effect - Finalised,Native title exists in parts of the determination area,Yanunijarra Aboriginal Corporation RNTBC,WC2012/002,20532.992,2024-12-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca0289,WA,,2025-04-03,Claimant,125.8476988452073,-19.144022122227412
WCD2018/002,Wajarri Yamatji Part B,"WAD28/2019, WAD382/2017",Hamlett on behalf of the Wajarri Yamatji People (Part B) v State of Western Australia,2018-04-23,2021-07-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wajarri Yamaji Aboriginal Corporation RNTBC,"WC2004/010, WC2017/004",12259.6236,2025-02-12,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca0545,WA,,2025-04-03,Claimant,117.15584437248056,-25.842386286470184
WCD2018/003,Kuruma Marthudunera Part B,"WAD6090/1998, WAD370/2016, WAD91/2020",Robe River Kuruma Aboriginal Corporation RNTBC v State of Western Australia,2018-04-26,2018-05-08,Consent,In effect - Finalised,Native title exists in parts of the determination area,Robe River Kuruma Aboriginal Corporation RNTBC,"WC1999/012, WC2016/002, WR2020/002",5721.7211,2021-02-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0020,WA,,2025-04-03,Claimant,116.31080415423985,-21.845669048868626
WCD2018/004,Jabirr Jabirr/Ngumbarl,WAD357/2013,Rita Augustine & Ors and State of Western Australia & Ors (Jabirr Jabirr/Ngumbarl),2018-05-02,2018-05-15,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Gogolanyngor Aboriginal Corporation RNTBC,WC2013/007,2255.294,2018-05-21,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca0854,WA,,2025-04-03,Claimant,122.3188501727033,-17.49378775427991
WCD2018/005,Bindunbur,WAD359/2013,Manado (on behalf of the Bindunbur Native Title Claim Group) v State of Western Australia,2018-05-02,2018-05-15,Litigated,In effect - Finalised,Native title exists in parts of the determination area,"Nimanburr Aboriginal Corporation RNTBC, Nyul Nyul PBC Aboriginal Corporation RNTBC, Gogolanyngor Aboriginal Corporation RNTBC",WC2015/007,9406.7278,2019-11-04,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca0854,WA,,2025-04-03,Claimant,122.75898635494734,-17.089731079160163
WCD2018/006,Yaburara & Mardudhunera People ,WAD127/1997,Holborow on behalf of the Yaburara & Mardudhunera People v State of Western Australia (No 3) ,2018-07-27,2018-08-08,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wirrawandi Aboriginal Corporation RNTBC,WC1996/089,9524.1535,2018-08-08,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1108,WA,,2025-04-03,Claimant,116.25975564843444,-21.01135749122624
WCD2018/007,Manta Rirrtinya,"WAD453/2017, WAD298/2019",Muir on behalf of the Manta Rirrtinya People v State of Western Australia,2018-09-13,2018-09-21,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakamurru (Aboriginal Corporation) RNTBC,"WC2017/005, WR2019/001",23543.981,2020-06-18,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1388,WA,,2025-04-03,Claimant,123.9598048889643,-26.233390965232843
WCD2018/008,Nyiyaparli and Nyiyaparli #3,"WAD6280/1998, WAD196/2013, WAD90/2020",Karlka Nyiyaparli Aboriginal Corporation RNTBC v State of Western Australia,2018-09-26,2018-10-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Karlka Nyiyaparli Aboriginal Corporation RNTBC,"WC2005/006, WC2013/003, WR2020/001",37379.516,2021-01-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0009,WA,,2025-04-03,Claimant,120.18838266224216,-23.11465482483727
WCD2018/009,Mayala People,WAD6255/1998,Wiggan on behalf of the Mayala People v State of Western Australia ,2018-10-04,2019-11-06,Consent,In effect - Finalised,Native title exists in parts of the determination area,Mayala Inninalang Aboriginal Corporation RNTBC,WC1998/039,3800.9613,2018-10-09,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1485,WA,,2025-04-03,Claimant,123.38365405632177,-16.287737419790584
WCD2018/010,Lappi Lappi and Ngulupi ,WAD48/2018,Tex on behalf of the Lappi Lappi and Ngulupi Claim Group v State of Western Australia,2018-10-24,2018-11-09,Consent,In effect - Finalised,Native title exists in the entire determination area,Rapi (Aboriginal Corporation) RNTBC,WC2018/003,6070.2152,2018-10-29,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1591,WA,,2025-04-03,Claimant,128.7953184062567,-21.120072567391617
WCD2018/011,Nanda People and Nanda #2,"WAD6136/1998, WAD286/2018",Drury on behalf of the Nanda People v State of Western Australia ,2018-11-28,2018-12-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Nanda Aboriginal Corporation RNTBC,"WC2000/013, WC2018/010",17350.6179,2020-10-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1849,WA,,2025-04-03,Claimant,114.59387581465099,-27.181118033317667
WCD2018/012,Malgana Part A,WAD6236/1998,Oxenham on behalf of the Malgana People v State of Western Australia,2018-12-04,2018-12-19,Consent,In effect - Finalised,Native title exists in parts of the determination area,Malgana Aboriginal Corporation RNTBC,WC1998/017,28648.5143,2024-03-20,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1929,WA,,2025-04-03,Claimant,114.08025079777447,-25.960635222592522
WCD2018/013,Jaru,WAD45/2012,Sturt on behalf of the Jaru Native Title Claim v State of Western Australia ,2018-12-06,2021-06-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Jaru Aboriginal Corporation RNTBC,WC2012/003,23590.84,2018-12-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1923,WA,,2025-04-03,Claimant,128.02880688461292,-18.656393370351825
WCD2018/014,Wajarri Yamatji Part C,"WAD44/2018, WAD157/2018",Egan on behalf of the Wajarri Yamatji People (Part C) v State of Western Australia,2018-12-07,2021-07-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wajarri Yamaji Aboriginal Corporation RNTBC,"WC2018/002, WC2018/006",1311.1175,2024-04-08,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1945,WA,,2025-04-03,Claimant,116.80980754544885,-24.63153565689592
WCD2018/015,Kariyarra,"WAD6169/1998, WAD232/2009, WAD47/2014",Gordon (on behalf of the Kariyarra Native Title Claim Group) v State of Western Australia ,2018-12-13,2018-12-20,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kariyarra Aboriginal Corporation RNTBC,"WC1999/003, WC2009/003, WC2014/001",17356.4939,2019-11-26,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1990,WA,,2025-04-03,Claimant,118.40460413523309,-20.772839159076828
WCD2018/016,Giniyjawarrni Yoowaniya Riwi ,WAD610/2017,Street on behalf of the Giniyjawarrni Yoowaniya Riwi Native Title Claim Group v State of Western Australia,2018-12-17,2020-01-28,Consent,In effect - Finalised,Native title exists in parts of the determination area,Giniyjawarrni Yoowaniya Riwi Aboriginal Corporation RNTBC,WC2017/006,2212.0999,2018-12-21,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca2019,WA,,2025-04-03,Claimant,126.5615295874356,-18.14054355888997
WCD2018/017,Goorring,WAD15/2006,Jessell on behalf of the Goorring Native Title Claimants v State of Western Australia,2018-12-18,2020-03-27,Consent,In effect - Finalised,Native title exists in parts of the determination area,Goorring Aboriginal Corporation RNTBC,WC2006/001,11.6511,2018-12-21,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca2047,WA,,2025-04-03,Claimant,128.26097429699888,-16.617531006388557
WCD2018/018,Jurruru People #3,WAD62/2016,Smirke on behalf of the Jurruru People v State of Western Australia ,2018-12-20,2019-01-10,Consent,In effect - Finalised,Native title exists in parts of the determination area,The Jurruru Aboriginal Corporation RNTBC,WC2016/001,466.5053,2018-12-21,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca2079,WA,,2025-04-03,Claimant,116.39110486120325,-23.278731151606554
WCD2019/001,Bindunbur #2 ,WAD128/2018,Manado (on behalf of the Bindunbur Native Title Claim Group) v State of Western Australia,2019-01-22,2019-02-13,Consent,In effect - Finalised,Native title exists in the entire determination area,Gogolanyngor Aboriginal Corporation RNTBC,WC2018/004,15.897,2019-01-31,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca0030,WA,,2025-04-03,Claimant,122.52675206604154,-17.31735163851027
WCD2019/002,Palyku Part A,WAD23/2019,O'Connor on behalf of the Palyku People v State of Western Australia,2019-03-12,2020-03-12,Consent,In effect - Finalised,Native title exists in parts of the determination area,Palyku-Jartayi Aboriginal Corporation RNTBC,WC1999/016,9304.1378,2019-03-20,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca0330,WA,,2025-04-03,Claimant,119.75213891928811,-22.064795809209183
WCD2019/003,"Combined Thiin-Mah, Warriyangka, Tharrkari and Jiwarli People ",WAD464/2016,"Eagles on behalf of the Combined Thiin-Mah, Warriyangka, Tharrkari and Jiwarli People v State of Western Australia",2019-04-16,2019-04-24,Consent,In effect - Finalised,Native title exists in parts of the determination area,Woodgoomungooh Aboriginal Corporation RNTBC,WC2016/003,6810.0807,2019-04-29,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca0508,WA,,2025-04-03,Claimant,116.2139435734072,-23.878650513865942
WCD2019/004,Ngarrawanji Part A,WAD41/2019,Farrer on behalf of the Ngarrawanji Native Title Claim Group v State of Western Australia,2019-05-21,2021-12-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Ngarrawanji Aboriginal Corporation RNTBC,WC1996/075,3985.7336,2019-05-29,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca0655,WA,,2025-04-03,Claimant,127.38487336355513,-18.033017774241518
WCD2019/005,Malarngowem,WAD43/2019,John on behalf of the Malarngowem Native Title Claim Group v State of Western Australia,2019-05-23,2021-06-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Malarngowem Aboriginal Corporation RNTBC,WC1999/044,7499.2581,2026-05-20,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca0697,WA,,2026-05-21,Claimant,128.1527268898077,-17.32757119424359
WCD2019/006,Yurriyangem Taam,WAD44/2019,Purdie on behalf of the Yurriyangem Taam Native Title Claim Group v State of Western Australia,2019-05-23,2021-07-13,Consent,In effect - Finalised,Native title exists in parts of the determination area,Yurriyangem Taam Aboriginal Corporation RNTBC,WC2010/013,23185.04,2025-02-10,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca0696,WA,,2025-04-03,Claimant,127.26334602863855,-17.286158800801804
WCD2019/007,Mayala #2,WAD466/2018,Davey on behalf of the Mayala #2 Native Title Claim Group v State of Western Australia,2019-07-25,2019-08-12,Consent,In effect - Finalised,Native title exists in parts of the determination area,Mayala Inninalang Aboriginal Corporation RNTBC,WC2018/020,0.0343,2019-08-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca1137,WA,,2025-04-03,Claimant,123.55313741140735,-16.21389446907061
WCD2019/008,Bunuba #2 Part B,WAD535/2018,Brooking on behalf of the Bunuba People (Bunuba #2 (Part B)) v State of Western Australia,2019-07-25,2019-08-12,Consent,In effect - Finalised,Native title exists in parts of the determination area,Bunuba Dawangarri Aboriginal Corporation RNTBC,WC2012/004,284.6727,2019-08-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca1136,WA,,2025-04-03,Claimant,124.97647583601031,-17.98837494279729
WCD2019/009,Ngurrara D1,WAD327/2018,Hobbs v State of Western Australia,2019-08-09,2020-02-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Yanunijarra Aboriginal Corporation RNTBC,WC2018/013,1575.6593,2019-08-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca1255,WA,,2025-04-03,Claimant,125.70132201809221,-19.87991359244857
WCD2019/010,Nyamal People #1,WAD20/2019,Allen on behalf of the Nyamal People #1 v State of Western Australia  ,2019-09-24,2019-10-04,Consent,In effect - Finalised,Native title exists in parts of the determination area,Nyamal Aboriginal Corporation RNTBC,WC1999/008,24280.5419,2019-10-10,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca1570,WA,,2025-04-03,Claimant,120.22509570016614,-21.103793823317123
WCD2019/011,Nyamal People #10,WAD26/2019,Eaton on behalf of the Nyamal People #10 v State of Western Australia ,2019-09-24,2019-10-04,Consent,In effect - Finalised,Native title exists in parts of the determination area,Nyamal Aboriginal Corporation RNTBC,WC2000/005,4198.0089,2019-10-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca1571,WA,,2025-04-03,Claimant,119.29253590018688,-20.75886659771972
WCD2019/012,Kultju,WAD225/2018,Sceghi on behalf of the Kultju Native Title Claim Group v State of Western Australia,2019-10-30,2019-11-05,Consent,In effect - Finalised,Native title exists in the entire determination area,Kultju (Aboriginal Corporation) RNTBC,WC2018/007,5467.5866,2019-11-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca1756,WA,,2025-04-03,Claimant,121.17483879030239,-27.08852443105832
