STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,4734,126183,222538,224325,184502,194467,956749,31.80%
VIC,5354,36772,63537,52675,41649,43072,243059,10.30%
QLD,4965,74834,80220,63446,40108,33119,296692,16.00%
SA,28583,60638,61224,59446,50694,52849,313434,45.50%
WA,2100,16962,49850,55138,45243,49048,218341,22.00%
TAS,596,4426,14627,16849,14898,16985,68381,32.80%
NT,177,627,1063,1084,646,366,3963,4.60%
ACT,650,2393,3755,3181,2309,2255,14543,9.40%
TOTAL,47159,322835,496814,476144,380049,392161,2115162,22.60%
