STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,305,7438,33537,42395,38782,40771,55965,219193,7.48%
VIC,404,19808,57189,55350,43312,38699,41541,256303,11.28%
QLD,348,12613,37427,42815,38808,36664,39103,207778,11.66%
SA,2278,13265,17180,17807,17444,17801,22414,108189,15.99%
WA,135,13234,34751,33628,29900,26487,25957,164092,17.58%
TAS,97,2643,5618,6048,6194,6278,5801,32679,15.75%
NT,10,704,2208,2023,1673,1159,596,8373,11.46%
ACT,34,2026,5631,4766,3751,3100,3155,22463,14.92%
TOTAL,3611,71731,193541,204832,179864,170959,194532,1019070,11.29%
