STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,90941,227511,246302,215667,141521,105096,1027038,37.78%
VIC,22759,70342,61746,52035,35600,25696,268178,13.12%
QLD,63057,83146,73550,48625,29504,16498,314380,20.13%
SA,33685,56402,58893,56531,39982,27860,273353,43.42%
WA,10347,53602,65108,57485,38510,27958,253010,31.88%
TAS,2475,15720,19429,19008,12609,10076,79317,40.57%
NT,450,1333,1434,1081,617,209,5124,7.30%
ACT,1288,3754,3594,3133,2194,1332,15295,11.63%
TOTAL,225002,511810,530056,453565,300537,214725,2235695,27.45%
