STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,89482,217258,241822,221356,157826,129921,1057665,39.99%
VIC,15579,45950,42920,39807,28144,22271,194671,9.97%
QLD,64910,91454,76910,49852,31414,19602,334142,21.72%
SA,33677,54271,56152,55572,42566,33663,275901,45.34%
WA,7775,47846,61134,55426,40196,31895,244272,30.98%
TAS,1779,14499,18183,18330,13410,11782,77983,41.84%
NT,175,635,1085,950,577,252,3674,4.65%
ACT,608,2200,2776,2531,1861,1237,11213,8.84%
TOTAL,213985,474113,500982,443824,315994,250623,2199521,27.75%
