STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,32899,197885,236547,227526,175871,160730,1031458,37.16%
VIC,3783,42161,42091,41326,30211,26311,185883,8.73%
QLD,30820,95417,83058,56006,34862,24422,324585,18.91%
SA,26596,58830,57140,56714,46574,41250,287104,44.75%
WA,1486,34631,56745,54438,42296,37684,227280,25.42%
TAS,301,10206,16947,17600,14066,13819,72939,37.60%
NT,81,429,1020,897,599,276,3302,3.78%
ACT,312,1702,2774,2404,1840,1384,10416,7.47%
TOTAL,96278,441261,496322,456911,346319,305876,2142967,24.98%
