STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,105,"6,034","12,482","19,778","19,441","22,476","28,647","108,963",4.07%
VIC,143,"7,882","16,391","21,095","19,033","17,842","17,821","100,207",5.04%
QLD,151,"5,908","11,154","16,106","17,543","18,909","19,333","89,104",5.64%
SA,"3,401","4,354","3,907","5,520","6,150","6,994","8,964","39,290",6.39%
WA,78,"5,106","8,772","11,532","11,940","11,639","11,372","60,439",7.49%
TAS,37,777,"1,384","1,772","2,299","2,527","2,347","11,143",5.92%
NT,6,184,639,775,629,498,264,"2,995",3.68%
ACT,12,659,"1,350","1,588","1,356","1,309","1,066","7,340",5.70%
TOTAL,3933,30904,56079,78166,78391,82194,89814,419481,5.20%
