STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,228,10644,24901,30870,27749,29864,31373,155629,5.66%
VIC,485,17975,31094,32054,27018,23661,20508,152795,7.36%
QLD,419,13208,22990,25355,25483,24011,19809,131275,8.21%
SA,3447,7062,7378,8528,8631,9441,10090,54577,8.59%
WA,231,11428,17692,18299,17273,14914,12266,92103,11.37%
TAS,79,1887,2712,3088,3506,3296,2504,17072,8.65%
NT,19,622,1441,1302,903,565,246,5098,7.15%
ACT,45,1399,2655,2272,1937,1695,1228,11231,8.44%
TOTAL,4953,64225,110863,121768,112500,107447,98024,619780,7.50%
