table,row_order,line_item,is_total_row,year,value_million_aud
cash_flow_statement,11,Acquisitions of non-financial assets under new finance leases,False,2022-23,0
cash_flow_statement,11,Acquisitions of non-financial assets under new finance leases,False,2023-24,0
cash_flow_statement,11,Acquisitions of non-financial assets under new finance leases,False,2024-25,0
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2015-16,7
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2016-17,155
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2017-18,38
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2018-19,-54
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2019-20,-9
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2020-21,133
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2021-22,216
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2022-23,0
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2023-24,-178
cash_flow_statement,12,GFS CASH SURPLUS (+) / DEFICIT (-) (alternative),True,2024-25,199
balance_sheet,1,Buildings and structures,False,2015-16,16295
balance_sheet,1,Buildings and structures,False,2016-17,16799
balance_sheet,1,Buildings and structures,False,2017-18,17381
balance_sheet,1,Buildings and structures,False,2018-19,18285
balance_sheet,1,Buildings and structures,False,2019-20,18843
balance_sheet,1,Buildings and structures,False,2020-21,19506
balance_sheet,1,Buildings and structures,False,2021-22,20591
balance_sheet,1,Buildings and structures,False,2022-23,21815
balance_sheet,1,Buildings and structures,False,2023-24,23857
balance_sheet,1,Buildings and structures,False,2024-25,25889
balance_sheet,2,Machinery and equipment,False,2015-16,359
balance_sheet,2,Machinery and equipment,False,2016-17,349
balance_sheet,2,Machinery and equipment,False,2017-18,363
balance_sheet,2,Machinery and equipment,False,2018-19,381
balance_sheet,2,Machinery and equipment,False,2019-20,382
balance_sheet,2,Machinery and equipment,False,2020-21,371
balance_sheet,2,Machinery and equipment,False,2021-22,384
balance_sheet,2,Machinery and equipment,False,2022-23,388
balance_sheet,2,Machinery and equipment,False,2023-24,392
balance_sheet,2,Machinery and equipment,False,2024-25,422
balance_sheet,3,Other fixed produced assets,False,2015-16,0
balance_sheet,3,Other fixed produced assets,False,2016-17,0
balance_sheet,3,Other fixed produced assets,False,2017-18,0
balance_sheet,3,Other fixed produced assets,False,2018-19,0
balance_sheet,3,Other fixed produced assets,False,2019-20,0
balance_sheet,3,Other fixed produced assets,False,2020-21,0
balance_sheet,3,Other fixed produced assets,False,2021-22,0
balance_sheet,3,Other fixed produced assets,False,2022-23,0
balance_sheet,3,Other fixed produced assets,False,2023-24,0
balance_sheet,3,Other fixed produced assets,False,2024-25,0
balance_sheet,4,Other produced assets,False,2015-16,12
balance_sheet,4,Other produced assets,False,2016-17,12
balance_sheet,4,Other produced assets,False,2017-18,12
balance_sheet,4,Other produced assets,False,2018-19,14
balance_sheet,4,Other produced assets,False,2019-20,18
balance_sheet,4,Other produced assets,False,2020-21,13
balance_sheet,4,Other produced assets,False,2021-22,14
balance_sheet,4,Other produced assets,False,2022-23,17
balance_sheet,4,Other produced assets,False,2023-24,17
balance_sheet,4,Other produced assets,False,2024-25,19
balance_sheet,5,Land,False,2015-16,6241
balance_sheet,5,Land,False,2016-17,6459
balance_sheet,5,Land,False,2017-18,6545
balance_sheet,5,Land,False,2018-19,6774
balance_sheet,5,Land,False,2019-20,6921
balance_sheet,5,Land,False,2020-21,7091
balance_sheet,5,Land,False,2021-22,7566
balance_sheet,5,Land,False,2022-23,8275
balance_sheet,5,Land,False,2023-24,9933
balance_sheet,5,Land,False,2024-25,10778
balance_sheet,6,Other non-produced assets,False,2015-16,0
balance_sheet,6,Other non-produced assets,False,2016-17,0
balance_sheet,6,Other non-produced assets,False,2017-18,0
balance_sheet,6,Other non-produced assets,False,2018-19,0
balance_sheet,6,Other non-produced assets,False,2019-20,0
balance_sheet,6,Other non-produced assets,False,2020-21,0
balance_sheet,6,Other non-produced assets,False,2021-22,0
balance_sheet,6,Other non-produced assets,False,2022-23,0
balance_sheet,6,Other non-produced assets,False,2023-24,0
balance_sheet,6,Other non-produced assets,False,2024-25,0
balance_sheet,7,Total non-financial assets,True,2015-16,22907
balance_sheet,7,Total non-financial assets,True,2016-17,23618
balance_sheet,7,Total non-financial assets,True,2017-18,24301
balance_sheet,7,Total non-financial assets,True,2018-19,25454
balance_sheet,7,Total non-financial assets,True,2019-20,26164
balance_sheet,7,Total non-financial assets,True,2020-21,26981
balance_sheet,7,Total non-financial assets,True,2021-22,28555
balance_sheet,7,Total non-financial assets,True,2022-23,30494
balance_sheet,7,Total non-financial assets,True,2023-24,34199
balance_sheet,7,Total non-financial assets,True,2024-25,37108
balance_sheet,8,Currency and deposits,False,2015-16,45
balance_sheet,8,Currency and deposits,False,2016-17,52
balance_sheet,8,Currency and deposits,False,2017-18,52
balance_sheet,8,Currency and deposits,False,2018-19,42
balance_sheet,8,Currency and deposits,False,2019-20,48
balance_sheet,8,Currency and deposits,False,2020-21,57
balance_sheet,8,Currency and deposits,False,2021-22,67
balance_sheet,8,Currency and deposits,False,2022-23,64
balance_sheet,8,Currency and deposits,False,2023-24,229
balance_sheet,8,Currency and deposits,False,2024-25,54
balance_sheet,9,Advances,False,2015-16,91
balance_sheet,9,Advances,False,2016-17,90
balance_sheet,9,Advances,False,2017-18,99
balance_sheet,9,Advances,False,2018-19,113
balance_sheet,9,Advances,False,2019-20,117
balance_sheet,9,Advances,False,2020-21,108
balance_sheet,9,Advances,False,2021-22,68
balance_sheet,9,Advances,False,2022-23,93
balance_sheet,9,Advances,False,2023-24,118
balance_sheet,9,Advances,False,2024-25,128
balance_sheet,10,Other loans and placements,False,2015-16,19
balance_sheet,10,Other loans and placements,False,2016-17,19
