STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1164,146701,225543,227944,193532,218628,1013512,35.30%
VIC,1504,30367,42926,39195,32426,33912,180330,8.10%
QLD,1226,89443,89835,65080,40729,34844,321157,18.00%
SA,30298,66115,64165,60869,52363,57886,331696,50.20%
WA,685,17896,51226,54482,45686,50992,220967,22.60%
TAS,183,4882,15492,16733,15429,18248,70967,35.00%
NT,40,338,815,965,638,385,3181,3.40%
ACT,186,1290,2579,2493,1929,1803,10280,6.90%
TOTAL,35286,357032,492581,467761,382732,416698,2152090,24.00%
