STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,4203,132356,224286,224248,182778,190133,958004,31.80%
VIC,5078,38490,63070,52278,41274,42175,242365,10.30%
QLD,4551,76734,80562,62645,39359,32297,296148,16.00%
SA,28558,60871,61171,59256,50212,51499,311567,45.20%
WA,1992,17970,50595,55112,44739,47956,218364,22.00%
TAS,579,4729,14872,16913,14738,16595,68426,32.90%
NT,161,613,1081,1055,643,356,3909,4.50%
ACT,613,2402,3765,3163,2259,2230,14432,9.30%
TOTAL,45735,334165,499402,474670,376002,383241,2113215,22.60%
