year,jurisdiction,category,type,source_stream,management,fate,tonnes,headline_scope,core_waste,classification
2022–23,SA,Building and demolition materials,Asphalt,C&D,Recycling,Recycling,207720,Yes,Yes,Type
2022–23,SA,Building and demolition materials,"Bricks, concrete and pavers",C&D,Recycling,Recycling,1019716,Yes,Yes,Type
2022–23,SA,Building and demolition materials,"Bricks, concrete and pavers",C&I,Recycling,Recycling,2104,Yes,Yes,Type
2022–23,SA,Building and demolition materials,Plasterboard and cement sheeting,C&D,Recycling,Recycling,382,Yes,Yes,Type
2022–23,SA,Building and demolition materials,Plasterboard and cement sheeting,C&I,Recycling,Recycling,1370,Yes,Yes,Type
2022–23,SA,Building and demolition materials,"Soil, sand and rock",C&D,Recycling,Recycling,885304,Yes,Yes,Type
2022–23,SA,Building and demolition materials,"Soil, sand and rock",C&D,Waste reuse,Waste reuse,83978,Yes,Yes,Type
2022–23,SA,Building and demolition materials,"Soil, sand and rock",C&I,Recycling,Recycling,80665,Yes,Yes,Type
2022–23,SA,Building and demolition materials,"Soil, sand and rock",MSW,Recycling,Recycling,417,Yes,Yes,Type
2022–23,SA,Building and demolition materials,,C&D,Landfill,Disposal,26685.52105026564,Yes,Yes,Category
2022–23,SA,Building and demolition materials,,C&D,Recycling,Recycling,2113122,Yes,Yes,Category
2022–23,SA,Building and demolition materials,,C&D,Waste reuse,Waste reuse,83978,Yes,Yes,Category
2022–23,SA,Building and demolition materials,,C&I,Landfill,Disposal,6505.770689923094,Yes,Yes,Category
2022–23,SA,Building and demolition materials,,C&I,Recycling,Recycling,84139,Yes,Yes,Category
2022–23,SA,Building and demolition materials,,MSW,Landfill,Disposal,3822.710000000003,Yes,Yes,Category
2022–23,SA,Building and demolition materials,,MSW,Recycling,Recycling,417,Yes,Yes,Category
2022–23,SA,Glass,Glass from food and beverage containers,C&I,Recycling,Recycling,46040,Yes,Yes,Type
2022–23,SA,Glass,Glass from food and beverage containers,MSW,Recycling,Recycling,14084,Yes,Yes,Type
2022–23,SA,Glass,Other glass,C&D,Recycling,Recycling,7514,Yes,Yes,Type
2022–23,SA,Glass,Other glass,C&I,Recycling,Recycling,1011,Yes,Yes,Type
2022–23,SA,Glass,Other glass,MSW,Recycling,Recycling,4923,Yes,Yes,Type
2022–23,SA,Glass,,C&D,Landfill,Disposal,71.2462557179449,Yes,Yes,Category
2022–23,SA,Glass,,C&D,Recycling,Recycling,7514,Yes,Yes,Category
2022–23,SA,Glass,,C&I,Landfill,Disposal,10018.886862481566,Yes,Yes,Category
2022–23,SA,Glass,,C&I,Recycling,Recycling,47051,Yes,Yes,Category
2022–23,SA,Glass,,MSW,Landfill,Disposal,17068.400149999998,Yes,Yes,Category
2022–23,SA,Glass,,MSW,Recycling,Recycling,19007,Yes,Yes,Category
2022–23,SA,Hazardous wastes,Acids (B),C&I,Treatment,Disposal,703.9221952799999,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Acids (B),C&I,Treatment,Recycling,1055.8832929199998,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Alkalis (C),C&I,Landfill,Disposal,0.33548114502244575,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Alkalis (C),C&I,Treatment,Disposal,1133.051349677489,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Alkalis (C),C&I,Treatment,Recycling,1133.051349677489,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Asbestos (N220),C&D,Landfill,Disposal,13414.142718584595,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Asbestos (N220),C&D,Other disposal,Disposal,6.235566556161733,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Asbestos (N220),C&D,Treatment,Disposal,209.58565325925036,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Asbestos (N220),C&I,Landfill,Disposal,11426.862315831318,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Asbestos (N220),C&I,Other disposal,Disposal,5.311778918211846,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Asbestos (N220),C&I,Treatment,Disposal,178.5359268504725,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Other disposal,Disposal,6515.160981990619,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Treatment,Disposal,82.185750308356,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Recycling,Recycling,1.9483297009688973,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&D,Landfill,Disposal,28322.729427366077,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&D,Treatment,Disposal,10953.555001286597,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&D,Recycling,Recycling,28729.966045668265,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&D,Treatment,Recycling,43814.22000514639,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&I,Landfill,Disposal,11014.394777309031,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&I,Treatment,Disposal,4259.715833833678,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&I,Recycling,Recycling,11172.764573315439,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Contaminated soils (N120),C&I,Treatment,Recycling,17038.86333533471,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Treatment,Disposal,45.0534153659145,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Recycling,Recycling,29405.568053268184,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Treatment,Recycling,45.0534153659145,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Landfill,Disposal,6.352979652298069,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Treatment,Disposal,759.9374390369048,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Recycling,Recycling,124.16998164864025,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Treatment,Recycling,6839.4369513321435,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Oils (J),C&I,Landfill,Disposal,991.8512337416493,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Oils (J),C&I,Other disposal,Disposal,113.0309109779199,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Oils (J),C&I,Treatment,Energy recovery,7556.553878749175,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Oils (J),C&I,Recycling,Recycling,3457.6364300345476,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Oils (J),C&I,Treatment,Recycling,30226.2155149967,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Organic chemicals (M),C&I,Treatment,Disposal,274.9466448,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Organic chemicals (M),C&I,Treatment,Energy recovery,15.2748136,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Organic chemicals (M),C&I,Treatment,Recycling,15.2748136,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Organic solvents (G),C&I,Treatment,Disposal,326.3572990130676,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Organic solvents (G),C&I,Treatment,Energy recovery,36.26192211256306,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Organic solvents (G),C&I,Recycling,Recycling,56.28466383436946,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other miscellaneous (other T),C&I,Other disposal,Disposal,0.09167557323312431,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other miscellaneous (other T),C&I,Treatment,Disposal,276.04463942676693,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Landfill,Disposal,32134.834579074693,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Other disposal,Disposal,0.13294810762309045,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Treatment,Disposal,4740.4130973743195,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Recycling,Recycling,845.5253690829447,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Treatment,Recycling,2031.6056131604228,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Landfill,Disposal,118.8664314687636,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Other disposal,Disposal,0.06253090033562345,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Treatment,Disposal,1028.7769039985408,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Treatment,Energy recovery,342.9256346661803,Yes,Yes,Type
2022–23,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Treatment,Recycling,342.9256346661803,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Pesticides (H),C&I,Landfill,Disposal,333.6480610565678,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Pesticides (H),C&I,Treatment,Disposal,25.67319894343218,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Plating and heat treatment (A),C&I,Treatment,Disposal,3.894908,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Reactive chemicals (E),C&I,Treatment,Disposal,21.260599,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Tyres (T140),C&I,Landfill,Disposal,3822.808145847689,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Tyres (T140),C&I,Other disposal,Disposal,133.47637368881792,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Tyres (T140),C&I,Energy from waste facility,Energy recovery,18402.461473141877,Yes,Yes,Type
2022–23,SA,Hazardous wastes,Tyres (T140),C&I,Recycling,Recycling,6480.8985148437305,Yes,Yes,Type
2022–23,SA,Hazardous wastes,,C&D,Landfill,Disposal,41736.87214595067,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&D,Other disposal,Disposal,6.235566556161733,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&D,Treatment,Disposal,11163.140654545847,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&D,Recycling,Recycling,28729.966045668265,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&D,Treatment,Recycling,43814.22000514639,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Landfill,Disposal,59849.95400512704,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Other disposal,Disposal,6767.267200156761,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Treatment,Disposal,13859.76920090894,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Energy from waste facility,Energy recovery,18402.461473141877,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Treatment,Energy recovery,7951.016249127919,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Recycling,Recycling,51544.79591572882,Yes,Yes,Category
2022–23,SA,Hazardous wastes,,C&I,Treatment,Recycling,58728.30992105356,Yes,Yes,Category
2022–23,SA,Metals,Aluminium,C&D,Recycling,Recycling,2197,Yes,Yes,Type
2022–23,SA,Metals,Aluminium,C&I,Recycling,Recycling,37535,Yes,Yes,Type
2022–23,SA,Metals,Aluminium,MSW,Recycling,Recycling,1042,Yes,Yes,Type
2022–23,SA,Metals,Ferrous,C&D,Recycling,Recycling,43451,Yes,Yes,Type
2022–23,SA,Metals,Ferrous,C&I,Recycling,Recycling,368145,Yes,Yes,Type
2022–23,SA,Metals,Ferrous,MSW,Recycling,Recycling,21477,Yes,Yes,Type
2022–23,SA,Metals,Non-ferrous metals (ex. aluminium),C&D,Recycling,Recycling,5766,Yes,Yes,Type
2022–23,SA,Metals,Non-ferrous metals (ex. aluminium),C&I,Recycling,Recycling,27150,Yes,Yes,Type
2022–23,SA,Metals,Non-ferrous metals (ex. aluminium),MSW,Recycling,Recycling,70,Yes,Yes,Type
2022–23,SA,Metals,,C&D,Landfill,Disposal,616.3859705070906,Yes,Yes,Category
2022–23,SA,Metals,,C&D,Recycling,Recycling,51414,Yes,Yes,Category
2022–23,SA,Metals,,C&I,Landfill,Disposal,13705.490253437987,Yes,Yes,Category
2022–23,SA,Metals,,C&I,Recycling,Recycling,432830,Yes,Yes,Category
2022–23,SA,Metals,,MSW,Landfill,Disposal,9270.071750000003,Yes,Yes,Category
2022–23,SA,Metals,,MSW,Recycling,Recycling,22589,Yes,Yes,Category
2022–23,SA,Organics,Biosolids,C&I,Other disposal,Disposal,2252.2894736842104,Yes,Yes,Type
2022–23,SA,Organics,Biosolids,C&I,Recycling,Recycling,72824.02631578947,Yes,Yes,Type
2022–23,SA,Organics,Food organics,C&I,Landfill,Disposal,65405.537458416264,Yes,Yes,Type
2022–23,SA,Organics,Food organics,C&I,Landfill,Energy recovery,15699.737142624988,Yes,Yes,Type
2022–23,SA,Organics,Food organics,C&I,Recycling,Recycling,29609,Yes,Yes,Type
2022–23,SA,Organics,Food organics,MSW,Landfill,Disposal,62379.2259052563,Yes,Yes,Type
2022–23,SA,Organics,Food organics,MSW,Landfill,Energy recovery,14973.310944743684,Yes,Yes,Type
2022–23,SA,Organics,Food organics,MSW,Recycling,Recycling,17576,Yes,Yes,Type
2022–23,SA,Organics,Other organics,C&I,Recycling,Recycling,123342,Yes,Yes,Type
2022–23,SA,Organics,Other organics,MSW,Recycling,Recycling,92412,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&D,Landfill,Disposal,1839.6541082663377,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&D,Energy from waste facility,Energy recovery,26008.17,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&D,Landfill,Energy recovery,43.39356297662193,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&D,Recycling,Recycling,31136,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&I,Landfill,Disposal,55507.75312280489,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&I,Energy from waste facility,Energy recovery,11684.830000000002,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&I,Landfill,Energy recovery,1309.3109025234744,Yes,Yes,Type
2022–23,SA,Organics,Timber,C&I,Recycling,Recycling,33263,Yes,Yes,Type
2022–23,SA,Organics,Timber,MSW,Landfill,Disposal,3734.6182274657117,Yes,Yes,Type
2022–23,SA,Organics,Timber,MSW,Landfill,Energy recovery,88.0917725342917,Yes,Yes,Type
2022–23,SA,Organics,Timber,MSW,Recycling,Recycling,3538,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,C&D,Landfill,Disposal,559.6993084176123,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,C&D,Landfill,Energy recovery,67.98324866337434,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,C&D,Recycling,Recycling,17333,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,C&I,Landfill,Disposal,6574.627078770662,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,C&I,Landfill,Energy recovery,798.57970314218,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,C&I,Recycling,Recycling,97624,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,MSW,Landfill,Disposal,111889.87731284082,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,MSW,Landfill,Energy recovery,13590.578437159176,Yes,Yes,Type
2022–23,SA,Organics,Vegetation,MSW,Recycling,Recycling,216658,Yes,Yes,Type
2022–23,SA,Organics,,C&D,Landfill,Disposal,2399.35341668395,Yes,Yes,Category
2022–23,SA,Organics,,C&D,Energy from waste facility,Energy recovery,26008.17,Yes,Yes,Category
2022–23,SA,Organics,,C&D,Landfill,Energy recovery,111.37681163999628,Yes,Yes,Category
2022–23,SA,Organics,,C&D,Recycling,Recycling,48469,Yes,Yes,Category
2022–23,SA,Organics,,C&I,Landfill,Disposal,127487.91765999181,Yes,Yes,Category
2022–23,SA,Organics,,C&I,Other disposal,Disposal,2252.2894736842104,Yes,Yes,Category
2022–23,SA,Organics,,C&I,Energy from waste facility,Energy recovery,11684.830000000002,Yes,Yes,Category
2022–23,SA,Organics,,C&I,Landfill,Energy recovery,17807.62774829064,Yes,Yes,Category
2022–23,SA,Organics,,C&I,Recycling,Recycling,356662.02631578944,Yes,Yes,Category
2022–23,SA,Organics,,MSW,Landfill,Disposal,178003.72144556284,Yes,Yes,Category
2022–23,SA,Organics,,MSW,Landfill,Energy recovery,28651.98115443715,Yes,Yes,Category
2022–23,SA,Organics,,MSW,Recycling,Recycling,330184,Yes,Yes,Category
2022–23,SA,Other materials,Unclassified materials,C&I,Energy from waste facility,Energy recovery,58910,Yes,Yes,Type
2022–23,SA,Other materials,Unclassified materials,C&I,Recycling,Recycling,22936,Yes,Yes,Type
2022–23,SA,Other materials,Unclassified materials,MSW,Energy from waste facility,Energy recovery,59579,Yes,Yes,Type
2022–23,SA,Other materials,Unclassified materials,MSW,Recycling,Recycling,6,Yes,Yes,Type
2022–23,SA,Other materials,,C&I,Landfill,Disposal,36475.687668168815,Yes,Yes,Category
2022–23,SA,Other materials,,C&I,Energy from waste facility,Energy recovery,58910,Yes,Yes,Category
2022–23,SA,Other materials,,C&I,Recycling,Recycling,22936,Yes,Yes,Category
2022–23,SA,Other materials,,MSW,Landfill,Disposal,81710.42625,Yes,Yes,Category
2022–23,SA,Other materials,,MSW,Energy from waste facility,Energy recovery,59579,Yes,Yes,Category
2022–23,SA,Other materials,,MSW,Recycling,Recycling,6,Yes,Yes,Category
2022–23,SA,Paper and cardboard,Cardboard,C&D,Recycling,Recycling,35,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Cardboard,C&I,Recycling,Recycling,104981,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Cardboard,MSW,Recycling,Recycling,690,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Newsprint and magazines,C&I,Recycling,Recycling,18500,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Newsprint and magazines,MSW,Recycling,Recycling,69,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Office paper,C&I,Recycling,Recycling,10655,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Other paper,C&I,Recycling,Recycling,3395,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Other paper,MSW,Recycling,Recycling,76885,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Polymer coated paperboard,C&I,Recycling,Recycling,467,Yes,Yes,Type
2022–23,SA,Paper and cardboard,Polymer coated paperboard,MSW,Recycling,Recycling,20,Yes,Yes,Type
2022–23,SA,Paper and cardboard,,C&D,Landfill,Disposal,835.2096063287562,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,C&D,Landfill,Energy recovery,106.31422929272368,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,C&D,Recycling,Recycling,35,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,C&I,Landfill,Disposal,72716.58224397001,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,C&I,Landfill,Energy recovery,9256.128449060987,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,C&I,Recycling,Recycling,137998,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,MSW,Landfill,Disposal,39946.690505775616,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,MSW,Landfill,Energy recovery,5084.833294224381,Yes,Yes,Category
2022–23,SA,Paper and cardboard,,MSW,Recycling,Recycling,77664,Yes,Yes,Category
2022–23,SA,Plastics,High density polyethylene (HDPE) (2),C&D,Recycling,Recycling,58,Yes,Yes,Type
2022–23,SA,Plastics,High density polyethylene (HDPE) (2),C&I,Recycling,Recycling,9344,Yes,Yes,Type
2022–23,SA,Plastics,High density polyethylene (HDPE) (2),MSW,Recycling,Recycling,2646,Yes,Yes,Type
2022–23,SA,Plastics,Low density polyethylene (LDPE) (4),C&I,Recycling,Recycling,2407,Yes,Yes,Type
2022–23,SA,Plastics,Other plastics (7),C&I,Energy from waste facility,Energy recovery,24500,Yes,Yes,Type
2022–23,SA,Plastics,Other plastics (7),C&I,Recycling,Recycling,726,Yes,Yes,Type
2022–23,SA,Plastics,Other plastics (7),MSW,Recycling,Recycling,290,Yes,Yes,Type
2022–23,SA,Plastics,Polyethylene terephthalate (PET) (1),C&I,Recycling,Recycling,8021,Yes,Yes,Type
2022–23,SA,Plastics,Polyethylene terephthalate (PET) (1),MSW,Recycling,Recycling,1110,Yes,Yes,Type
2022–23,SA,Plastics,Polypropylene (PP) (5),C&I,Recycling,Recycling,3239,Yes,Yes,Type
2022–23,SA,Plastics,Polypropylene (PP) (5),MSW,Recycling,Recycling,1846,Yes,Yes,Type
2022–23,SA,Plastics,Polystyrene (PS) (6),C&D,Recycling,Recycling,18,Yes,Yes,Type
2022–23,SA,Plastics,Polystyrene (PS) (6),C&I,Recycling,Recycling,525,Yes,Yes,Type
2022–23,SA,Plastics,Polyvinyl chloride (PVC) (3),C&I,Recycling,Recycling,11,Yes,Yes,Type
2022–23,SA,Plastics,,C&D,Landfill,Disposal,558.7205136132281,Yes,Yes,Category
2022–23,SA,Plastics,,C&D,Recycling,Recycling,76,Yes,Yes,Category
2022–23,SA,Plastics,,C&I,Landfill,Disposal,108516.25510791721,Yes,Yes,Category
2022–23,SA,Plastics,,C&I,Energy from waste facility,Energy recovery,24500,Yes,Yes,Category
2022–23,SA,Plastics,,C&I,Recycling,Recycling,24273,Yes,Yes,Category
2022–23,SA,Plastics,,MSW,Landfill,Disposal,18712.165450000004,Yes,Yes,Category
2022–23,SA,Plastics,,MSW,Recycling,Recycling,5892,Yes,Yes,Category
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",Leather and rubber (excl. tyres),C&I,Recycling,Recycling,1,Yes,Yes,Type
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",Textiles,C&I,Recycling,Recycling,1423,Yes,Yes,Type
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",Textiles,MSW,Recycling,Recycling,1341,Yes,Yes,Type
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",,C&I,Landfill,Disposal,29788.456792826422,Yes,Yes,Category
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",,C&I,Landfill,Energy recovery,1439.2425188044294,Yes,Yes,Category
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",,C&I,Recycling,Recycling,1424,Yes,Yes,Category
2022–23,SA,"Textiles, leather and rubber (excl. tyres)",,MSW,Recycling,Recycling,1341,Yes,Yes,Category
2021–22,SA,Building and demolition materials,Asphalt,C&D,Recycling,Recycling,283569,Yes,Yes,Type
2021–22,SA,Building and demolition materials,Asphalt,MSW,Recycling,Recycling,179,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Bricks, concrete and pavers",C&D,Recycling,Recycling,1137471,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Bricks, concrete and pavers",C&I,Recycling,Recycling,188,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Bricks, concrete and pavers",MSW,Recycling,Recycling,3354,Yes,Yes,Type
2021–22,SA,Building and demolition materials,Plasterboard and cement sheeting,C&D,Recycling,Recycling,146,Yes,Yes,Type
2021–22,SA,Building and demolition materials,Plasterboard and cement sheeting,MSW,Recycling,Recycling,100,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Soil, sand and rock",C&D,Recycling,Recycling,483374,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Soil, sand and rock",C&D,Waste reuse,Waste reuse,8000,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Soil, sand and rock",C&I,Recycling,Recycling,58495,Yes,Yes,Type
2021–22,SA,Building and demolition materials,"Soil, sand and rock",MSW,Recycling,Recycling,1334,Yes,Yes,Type
2021–22,SA,Building and demolition materials,,C&D,Landfill,Disposal,248709.26236026123,Yes,Yes,Category
2021–22,SA,Building and demolition materials,,C&D,Recycling,Recycling,1904560,Yes,Yes,Category
2021–22,SA,Building and demolition materials,,C&D,Waste reuse,Waste reuse,8000,Yes,Yes,Category
2021–22,SA,Building and demolition materials,,C&I,Landfill,Disposal,1241.8086918208935,Yes,Yes,Category
2021–22,SA,Building and demolition materials,,C&I,Recycling,Recycling,58683,Yes,Yes,Category
2021–22,SA,Building and demolition materials,,MSW,Landfill,Disposal,4019.0800000000036,Yes,Yes,Category
2021–22,SA,Building and demolition materials,,MSW,Recycling,Recycling,4967,Yes,Yes,Category
2021–22,SA,Glass,Glass from food and beverage containers,C&D,Recycling,Recycling,30,Yes,Yes,Type
2021–22,SA,Glass,Glass from food and beverage containers,C&I,Recycling,Recycling,19519,Yes,Yes,Type
2021–22,SA,Glass,Glass from food and beverage containers,MSW,Recycling,Recycling,12230,Yes,Yes,Type
2021–22,SA,Glass,Other glass,C&D,Recycling,Recycling,21495,Yes,Yes,Type
2021–22,SA,Glass,Other glass,C&I,Recycling,Recycling,210,Yes,Yes,Type
2021–22,SA,Glass,Other glass,MSW,Recycling,Recycling,108,Yes,Yes,Type
2021–22,SA,Glass,,C&D,Landfill,Disposal,716.7581475810051,Yes,Yes,Category
2021–22,SA,Glass,,C&D,Recycling,Recycling,21525,Yes,Yes,Category
2021–22,SA,Glass,,C&I,Landfill,Disposal,1912.385385404176,Yes,Yes,Category
2021–22,SA,Glass,,C&I,Recycling,Recycling,19729,Yes,Yes,Category
2021–22,SA,Glass,,MSW,Landfill,Disposal,17945.192199999998,Yes,Yes,Category
2021–22,SA,Glass,,MSW,Recycling,Recycling,12338,Yes,Yes,Category
2021–22,SA,Hazardous wastes,Acids (B),C&I,Treatment,Disposal,727.2279209600001,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Acids (B),C&I,Treatment,Recycling,1090.84188144,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Alkalis (C),C&I,Landfill,Disposal,4493.965264868383,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Alkalis (C),C&I,Treatment,Disposal,1097.4821738951255,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Alkalis (C),C&I,Recycling,Recycling,1277.7607295913674,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Alkalis (C),C&I,Treatment,Recycling,1097.4821738951255,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Asbestos (N220),C&D,Landfill,Disposal,24348.51662364807,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Asbestos (N220),C&D,Treatment,Disposal,188.1445593519429,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Asbestos (N220),C&I,Landfill,Disposal,20741.328975700202,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Asbestos (N220),C&I,Treatment,Disposal,160.27129129980315,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Landfill,Disposal,0.5032404238164246,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Other disposal,Disposal,7740.929071315964,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Treatment,Disposal,119.73575826015775,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Contaminated soils (N120),C&D,Landfill,Disposal,23027.414503345663,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Contaminated soils (N120),C&D,Treatment,Disposal,13821.016221668006,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Contaminated soils (N120),C&D,Recycling,Recycling,36304.69203599453,Yes,Yes,Type
2021–22,SA,Hazardous wastes,Contaminated soils (N120),C&D,Treatment,Recycling,55284.06488667202,Yes,Yes,Type
