year,jurisdiction,category,type,source_stream,management,fate,tonnes,headline_scope,core_waste,classification
2015–16,SA,Hazardous wastes,,C&I,Treatment,Disposal,13907.270599779557,Yes,Yes,Category
2015–16,SA,Hazardous wastes,,C&I,Energy from waste facility,Energy recovery,17564.892611167317,Yes,Yes,Category
2015–16,SA,Hazardous wastes,,C&I,Treatment,Energy recovery,2994.824026850295,Yes,Yes,Category
2015–16,SA,Hazardous wastes,,C&I,Recycling,Recycling,89861.11877847016,Yes,Yes,Category
2015–16,SA,Hazardous wastes,,C&I,Treatment,Recycling,18275.477906757184,Yes,Yes,Category
2015–16,SA,Metals,Aluminium,C&D,Recycling,Recycling,540,Yes,Yes,Type
2015–16,SA,Metals,Aluminium,C&I,Recycling,Recycling,12240,Yes,Yes,Type
2015–16,SA,Metals,Aluminium,MSW,Recycling,Recycling,5220,Yes,Yes,Type
2015–16,SA,Metals,Ferrous,C&D,Landfill,Disposal,4007.817661039198,Yes,Yes,Type
2015–16,SA,Metals,Ferrous,C&D,Recycling,Recycling,27600,Yes,Yes,Type
2015–16,SA,Metals,Ferrous,C&I,Landfill,Disposal,1157.1770379900038,Yes,Yes,Type
2015–16,SA,Metals,Ferrous,C&I,Recycling,Recycling,154100,Yes,Yes,Type
2015–16,SA,Metals,Ferrous,MSW,Recycling,Recycling,48300,Yes,Yes,Type
2015–16,SA,Metals,Non-ferrous metals (ex. aluminium),C&D,Recycling,Recycling,950,Yes,Yes,Type
2015–16,SA,Metals,Non-ferrous metals (ex. aluminium),C&I,Recycling,Recycling,14250,Yes,Yes,Type
2015–16,SA,Metals,Non-ferrous metals (ex. aluminium),MSW,Recycling,Recycling,3800,Yes,Yes,Type
2015–16,SA,Metals,,C&D,Landfill,Disposal,4462.312447342612,Yes,Yes,Category
2015–16,SA,Metals,,C&D,Recycling,Recycling,29090,Yes,Yes,Category
2015–16,SA,Metals,,C&I,Landfill,Disposal,1961.690597735435,Yes,Yes,Category
2015–16,SA,Metals,,C&I,Recycling,Recycling,180590,Yes,Yes,Category
2015–16,SA,Metals,,MSW,Landfill,Disposal,13422.744897212673,Yes,Yes,Category
2015–16,SA,Metals,,MSW,Recycling,Recycling,57320,Yes,Yes,Category
2015–16,SA,Organics,Biosolids,C&I,Recycling,Recycling,145333.33333333334,Yes,Yes,Type
2015–16,SA,Organics,Food organics,C&I,Landfill,Disposal,25674.664930044535,Yes,Yes,Type
2015–16,SA,Organics,Food organics,C&I,Landfill,Energy recovery,9602.70362810787,Yes,Yes,Type
2015–16,SA,Organics,Food organics,C&I,Recycling,Recycling,7900,Yes,Yes,Type
2015–16,SA,Organics,Food organics,MSW,Landfill,Disposal,132750.40580409724,Yes,Yes,Type
2015–16,SA,Organics,Food organics,MSW,Landfill,Energy recovery,49650.61109545649,Yes,Yes,Type
2015–16,SA,Organics,Other organics,C&D,Landfill,Disposal,242.36179285394917,Yes,Yes,Type
2015–16,SA,Organics,Other organics,C&D,Landfill,Energy recovery,46.862162066405304,Yes,Yes,Type
2015–16,SA,Organics,Other organics,C&I,Landfill,Disposal,1782.3693825349437,Yes,Yes,Type
2015–16,SA,Organics,Other organics,C&I,Landfill,Energy recovery,344.6322206276346,Yes,Yes,Type
2015–16,SA,Organics,Other organics,C&I,Recycling,Recycling,535800,Yes,Yes,Type
2015–16,SA,Organics,Other organics,MSW,Landfill,Disposal,18898.12771482003,Yes,Yes,Type
2015–16,SA,Organics,Other organics,MSW,Landfill,Energy recovery,3654.070690330311,Yes,Yes,Type
2015–16,SA,Organics,Other organics,MSW,Recycling,Recycling,34200,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&D,Landfill,Disposal,30663.73110898933,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&D,Landfill,Energy recovery,1026.950808712368,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&D,Recycling,Recycling,40950,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&I,Landfill,Disposal,8466.899877074708,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&I,Energy from waste facility,Energy recovery,43860,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&I,Landfill,Energy recovery,283.5626768687481,Yes,Yes,Type
2015–16,SA,Organics,Timber,C&I,Recycling,Recycling,231504,Yes,Yes,Type
2015–16,SA,Organics,Timber,MSW,Landfill,Disposal,5820.981281441378,Yes,Yes,Type
2015–16,SA,Organics,Timber,MSW,Landfill,Energy recovery,194.94892559644572,Yes,Yes,Type
2015–16,SA,Organics,Timber,MSW,Recycling,Recycling,546,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,C&D,Landfill,Disposal,6444.56116490568,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,C&D,Landfill,Energy recovery,1157.8970787150656,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,C&D,Recycling,Recycling,12750,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,C&I,Landfill,Disposal,4288.07625875453,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,C&I,Landfill,Energy recovery,770.440507316058,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,C&I,Recycling,Recycling,51000,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,MSW,Landfill,Disposal,24833.634606150776,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,MSW,Landfill,Energy recovery,4461.8698199228265,Yes,Yes,Type
2015–16,SA,Organics,Vegetation,MSW,Recycling,Recycling,191250,Yes,Yes,Type
2015–16,SA,Organics,,C&D,Landfill,Disposal,37350.65406674895,Yes,Yes,Category
2015–16,SA,Organics,,C&D,Landfill,Energy recovery,2231.7100494938386,Yes,Yes,Category
2015–16,SA,Organics,,C&D,Recycling,Recycling,53700,Yes,Yes,Category
2015–16,SA,Organics,,C&I,Landfill,Disposal,40212.01044840872,Yes,Yes,Category
2015–16,SA,Organics,,C&I,Energy from waste facility,Energy recovery,43860.00000000001,Yes,Yes,Category
2015–16,SA,Organics,,C&I,Landfill,Energy recovery,11001.339032920312,Yes,Yes,Category
2015–16,SA,Organics,,C&I,Recycling,Recycling,971537.3333333334,Yes,Yes,Category
2015–16,SA,Organics,,MSW,Landfill,Disposal,182303.14940650942,Yes,Yes,Category
2015–16,SA,Organics,,MSW,Landfill,Energy recovery,57961.50053130607,Yes,Yes,Category
2015–16,SA,Organics,,MSW,Recycling,Recycling,225996,Yes,Yes,Category
2015–16,SA,Other materials,,C&D,Landfill,Disposal,41.31770784576493,Yes,Yes,Category
2015–16,SA,Other materials,,C&I,Landfill,Disposal,55.10366847571447,Yes,Yes,Category
2015–16,SA,Other materials,,MSW,Landfill,Disposal,12292.65125466384,Yes,Yes,Category
2015–16,SA,Paper and cardboard,Cardboard,C&I,Recycling,Recycling,123819.99999999999,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Cardboard,MSW,Recycling,Recycling,27180,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Newsprint and magazines,C&I,Recycling,Recycling,9150,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Newsprint and magazines,MSW,Recycling,Recycling,51850,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Office paper,C&I,Recycling,Recycling,7280,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Office paper,MSW,Recycling,Recycling,6720,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Polymer coated paperboard,C&I,Recycling,Recycling,34,Yes,Yes,Type
2015–16,SA,Paper and cardboard,Polymer coated paperboard,MSW,Recycling,Recycling,1666,Yes,Yes,Type
2015–16,SA,Paper and cardboard,,C&D,Landfill,Disposal,1807.3642681363451,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,C&D,Landfill,Energy recovery,341.15653984343066,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,C&I,Landfill,Disposal,15676.902008125473,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,C&I,Landfill,Energy recovery,2959.1586703611592,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,C&I,Recycling,Recycling,140284,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,MSW,Landfill,Disposal,45058.11406635426,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,MSW,Landfill,Energy recovery,8505.13123322874,Yes,Yes,Category
2015–16,SA,Paper and cardboard,,MSW,Recycling,Recycling,87416,Yes,Yes,Category
2015–16,SA,Plastics,High density polyethylene (HDPE) (2),C&D,Recycling,Recycling,153.6,Yes,Yes,Type
2015–16,SA,Plastics,High density polyethylene (HDPE) (2),C&I,Recycling,Recycling,2035.2,Yes,Yes,Type
2015–16,SA,Plastics,High density polyethylene (HDPE) (2),MSW,Recycling,Recycling,2611.2000000000003,Yes,Yes,Type
2015–16,SA,Plastics,Low density polyethylene (LDPE) (4),C&I,Recycling,Recycling,3663,Yes,Yes,Type
2015–16,SA,Plastics,Low density polyethylene (LDPE) (4),MSW,Recycling,Recycling,37,Yes,Yes,Type
2015–16,SA,Plastics,Other plastics (7),C&D,Recycling,Recycling,2990,Yes,Yes,Type
2015–16,SA,Plastics,Other plastics (7),C&I,Recycling,Recycling,4420,Yes,Yes,Type
2015–16,SA,Plastics,Other plastics (7),MSW,Recycling,Recycling,5590,Yes,Yes,Type
2015–16,SA,Plastics,Polyethylene terephthalate (PET) (1),C&I,Recycling,Recycling,1512,Yes,Yes,Type
2015–16,SA,Plastics,Polyethylene terephthalate (PET) (1),MSW,Recycling,Recycling,2688,Yes,Yes,Type
2015–16,SA,Plastics,Polypropylene (PP) (5),C&D,Recycling,Recycling,38.4,Yes,Yes,Type
2015–16,SA,Plastics,Polypropylene (PP) (5),C&I,Recycling,Recycling,1494.4,Yes,Yes,Type
2015–16,SA,Plastics,Polypropylene (PP) (5),MSW,Recycling,Recycling,67.2,Yes,Yes,Type
2015–16,SA,Plastics,Polystyrene (PS) (6),C&D,Recycling,Recycling,105,Yes,Yes,Type
2015–16,SA,Plastics,Polystyrene (PS) (6),C&I,Recycling,Recycling,192,Yes,Yes,Type
2015–16,SA,Plastics,Polystyrene (PS) (6),MSW,Recycling,Recycling,3,Yes,Yes,Type
2015–16,SA,Plastics,Polyvinyl chloride (PVC) (3),C&I,Recycling,Recycling,300,Yes,Yes,Type
2015–16,SA,Plastics,,C&D,Landfill,Disposal,3140.1457962781346,Yes,Yes,Category
2015–16,SA,Plastics,,C&D,Recycling,Recycling,3287,Yes,Yes,Category
2015–16,SA,Plastics,,C&I,Landfill,Disposal,12144.848532047468,Yes,Yes,Category
2015–16,SA,Plastics,,C&I,Energy from waste facility,Energy recovery,21930,Yes,Yes,Category
2015–16,SA,Plastics,,C&I,Recycling,Recycling,13616.6,Yes,Yes,Category
2015–16,SA,Plastics,,MSW,Landfill,Disposal,33113.34040529666,Yes,Yes,Category
2015–16,SA,Plastics,,MSW,Recycling,Recycling,10996.400000000001,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",Leather and rubber (excl. tyres),C&I,Recycling,Recycling,8648,Yes,Yes,Type
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",Leather and rubber (excl. tyres),MSW,Recycling,Recycling,9752,Yes,Yes,Type
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",Textiles,C&D,Landfill,Disposal,4007.817661039198,Yes,Yes,Type
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",Textiles,C&I,Landfill,Disposal,5014.433831290016,Yes,Yes,Type
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",Textiles,C&I,Recycling,Recycling,3280,Yes,Yes,Type
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",Textiles,MSW,Recycling,Recycling,720,Yes,Yes,Type
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,C&D,Landfill,Disposal,3748.067391299694,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,C&D,Landfill,Energy recovery,259.75026973950384,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,C&I,Landfill,Disposal,4689.443861578982,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,C&I,Landfill,Energy recovery,324.9899697110338,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,C&I,Recycling,Recycling,11928,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,MSW,Landfill,Disposal,13941.477406713348,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,MSW,Landfill,Energy recovery,966.1786032361744,Yes,Yes,Category
2015–16,SA,"Textiles, leather and rubber (excl. tyres)",,MSW,Recycling,Recycling,10472,Yes,Yes,Category
2014–15,SA,Ash,Ash from coal-fired power stations,C&I,Long term storage,Disposal,262284.6605903783,Yes,No,Type
2014–15,SA,Ash,Ash from coal-fired power stations,C&I,Recycling,Recycling,146000,Yes,No,Type
2014–15,SA,Ash,,C&I,Long term storage,Disposal,262284.6605903783,Yes,No,Category
2014–15,SA,Ash,,C&I,Recycling,Recycling,146000,Yes,No,Category
2014–15,SA,Building and demolition materials,Asphalt,C&D,Recycling,Recycling,151980,Yes,Yes,Type
2014–15,SA,Building and demolition materials,Asphalt,C&I,Recycling,Recycling,15980,Yes,Yes,Type
2014–15,SA,Building and demolition materials,Asphalt,MSW,Recycling,Recycling,2040,Yes,Yes,Type
2014–15,SA,Building and demolition materials,"Bricks, concrete and pavers",C&D,Recycling,Recycling,849684.0382678752,Yes,Yes,Type
2014–15,SA,Building and demolition materials,"Bricks, concrete and pavers",C&I,Recycling,Recycling,8282.980866062437,Yes,Yes,Type
2014–15,SA,Building and demolition materials,"Bricks, concrete and pavers",MSW,Recycling,Recycling,17032.98086606244,Yes,Yes,Type
2014–15,SA,Building and demolition materials,Plasterboard and cement sheeting,C&D,Recycling,Recycling,1023,Yes,Yes,Type
2014–15,SA,Building and demolition materials,Plasterboard and cement sheeting,C&I,Recycling,Recycling,11,Yes,Yes,Type
2014–15,SA,Building and demolition materials,Plasterboard and cement sheeting,MSW,Recycling,Recycling,66,Yes,Yes,Type
2014–15,SA,Building and demolition materials,Rubble,C&I,Recycling,Recycling,40800,Yes,Yes,Type
2014–15,SA,Building and demolition materials,,C&D,Landfill,Disposal,147970.2730758455,Yes,Yes,Category
2014–15,SA,Building and demolition materials,,C&D,Recycling,Recycling,1002687.0382678752,Yes,Yes,Category
2014–15,SA,Building and demolition materials,,C&I,Landfill,Disposal,7815.723626422728,Yes,Yes,Category
2014–15,SA,Building and demolition materials,,C&I,Recycling,Recycling,65073.98086606244,Yes,Yes,Category
2014–15,SA,Building and demolition materials,,MSW,Landfill,Disposal,3023.316081426748,Yes,Yes,Category
2014–15,SA,Building and demolition materials,,MSW,Recycling,Recycling,19138.98086606244,Yes,Yes,Category
2014–15,SA,Glass,Glass from food and beverage containers,C&D,Landfill,Disposal,555.2355462508275,Yes,Yes,Type
2014–15,SA,Glass,Glass from food and beverage containers,C&I,Landfill,Disposal,1257.312061641917,Yes,Yes,Type
2014–15,SA,Glass,Glass from food and beverage containers,C&I,Recycling,Recycling,20740,Yes,Yes,Type
2014–15,SA,Glass,Glass from food and beverage containers,MSW,Landfill,Disposal,7347.612430173819,Yes,Yes,Type
2014–15,SA,Glass,Glass from food and beverage containers,MSW,Recycling,Recycling,40260,Yes,Yes,Type
2014–15,SA,Glass,,C&D,Landfill,Disposal,555.2355462508275,Yes,Yes,Category
2014–15,SA,Glass,,C&I,Landfill,Disposal,1257.312061641917,Yes,Yes,Category
2014–15,SA,Glass,,C&I,Recycling,Recycling,20740,Yes,Yes,Category
2014–15,SA,Glass,,MSW,Landfill,Disposal,7347.612430173819,Yes,Yes,Category
2014–15,SA,Glass,,MSW,Recycling,Recycling,40260,Yes,Yes,Category
2014–15,SA,Hazardous wastes,Acids (B),C&I,Landfill,Disposal,37.715152067726564,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Acids (B),C&I,Other disposal,Disposal,0.243949083801635,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Acids (B),C&I,Treatment,Disposal,196.45929045261943,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Acids (B),C&I,Recycling,Recycling,145.08517908655935,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Acids (B),C&I,Treatment,Recycling,294.6889356789291,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Alkalis (C),C&I,Landfill,Disposal,3785.2532336747504,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Alkalis (C),C&I,Other disposal,Disposal,85.99795532562115,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Alkalis (C),C&I,Treatment,Disposal,503.56466184398363,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Alkalis (C),C&I,Recycling,Recycling,12210.683389505803,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Alkalis (C),C&I,Treatment,Recycling,503.56466184398363,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Asbestos (N220),C&D,Landfill,Disposal,7835.829735441101,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Asbestos (N220),C&D,Treatment,Disposal,3.3502645588994215,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Asbestos (N220),C&I,Landfill,Disposal,6674.966070931307,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Asbestos (N220),C&I,Treatment,Disposal,2.8539290686920995,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Landfill,Disposal,2277.59547011253,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Other disposal,Disposal,1824.4159513938946,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Treatment,Disposal,1636.6677751833024,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Clinical and pharmaceutical (R),C&I,Recycling,Recycling,1050.7448150946461,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&D,Landfill,Disposal,142035.01985616577,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&D,Treatment,Disposal,649.449329090152,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&D,Recycling,Recycling,3255.931769188843,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&D,Treatment,Recycling,2597.797316360608,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&I,Landfill,Disposal,55235.84105517559,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&I,Treatment,Disposal,252.5636279795036,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&I,Recycling,Recycling,1266.1956880178836,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Contaminated soils (N120),C&I,Treatment,Recycling,1010.2545119180144,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Landfill,Disposal,1750.80625472896,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Other disposal,Disposal,15.422366388054163,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Treatment,Disposal,5000.272555245191,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Recycling,Recycling,47361.689895505195,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Food-derived haz. wastes (K100, K110)",C&I,Treatment,Recycling,5000.272555245191,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Landfill,Disposal,11595.98051031344,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Other disposal,Disposal,0.6974419672274659,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Treatment,Disposal,305.0830885150371,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Recycling,Recycling,35841.66198618567,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Inorganic chemicals (D),C&I,Treatment,Recycling,2745.7477966353335,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Oils (J),C&I,Landfill,Disposal,468.6693873701439,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Oils (J),C&I,Other disposal,Disposal,8.395940883264991,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Oils (J),C&I,Treatment,Energy recovery,818.9738719204726,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Oils (J),C&I,Recycling,Recycling,4607.19264126612,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Oils (J),C&I,Treatment,Recycling,3275.8954876818902,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic chemicals (M),C&I,Landfill,Disposal,1330.7801941380649,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic chemicals (M),C&I,Other disposal,Disposal,3.848328941456333,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic chemicals (M),C&I,Treatment,Disposal,777.3512704860442,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic chemicals (M),C&I,Treatment,Energy recovery,43.18618169366913,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic chemicals (M),C&I,Recycling,Recycling,688.6263896051045,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic chemicals (M),C&I,Treatment,Recycling,43.18618169366913,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic solvents (G),C&I,Landfill,Disposal,0.690373910447779,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic solvents (G),C&I,Other disposal,Disposal,11.301634213880034,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic solvents (G),C&I,Treatment,Disposal,147.4822094210163,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic solvents (G),C&I,Treatment,Energy recovery,16.386912157890702,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Organic solvents (G),C&I,Recycling,Recycling,207.53774529676517,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other miscellaneous (other T),C&I,Landfill,Disposal,42.73490232686607,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other miscellaneous (other T),C&I,Other disposal,Disposal,1.6146371127825676,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other miscellaneous (other T),C&I,Treatment,Disposal,311.4199136878839,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other miscellaneous (other T),C&I,Recycling,Recycling,70.50332884296924,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Landfill,Disposal,32260.919023807757,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Other disposal,Disposal,34.06432595140626,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Treatment,Disposal,6812.840721780243,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Recycling,Recycling,30176.6768699817,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Other soil/sludges (other N),C&I,Treatment,Recycling,2919.7888807629615,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Landfill,Disposal,176.97507344056436,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Other disposal,Disposal,191.20196377200108,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Treatment,Disposal,857.4351508782431,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Treatment,Energy recovery,285.8117169594144,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,Recycling,1626.4711008371535,Yes,Yes,Type
2014–15,SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",C&I,Treatment,Recycling,285.8117169594144,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Pesticides (H),C&I,Landfill,Disposal,35.09734931300267,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Pesticides (H),C&I,Other disposal,Disposal,0.9483672444602121,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Pesticides (H),C&I,Treatment,Disposal,127.6762940392246,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Pesticides (H),C&I,Recycling,Recycling,217.23953242156725,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Plating and heat treatment (A),C&I,Landfill,Disposal,120.44957799572848,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Plating and heat treatment (A),C&I,Other disposal,Disposal,0.8874915787694891,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Plating and heat treatment (A),C&I,Treatment,Disposal,131.157907555955,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Plating and heat treatment (A),C&I,Recycling,Recycling,19.427784499547023,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Reactive chemicals (E),C&I,Landfill,Disposal,3.481671826148835,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Reactive chemicals (E),C&I,Other disposal,Disposal,0.21874377965332992,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Reactive chemicals (E),C&I,Treatment,Disposal,21.781320715738808,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Reactive chemicals (E),C&I,Recycling,Recycling,34.20423567845902,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Tyres (T140),C&I,Landfill,Disposal,11391.87458396369,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Tyres (T140),C&I,Energy from waste facility,Energy recovery,17549.64462934947,Yes,Yes,Type
2014–15,SA,Hazardous wastes,Tyres (T140),C&I,Recycling,Recycling,1847.3310136157354,Yes,Yes,Type
2014–15,SA,Hazardous wastes,,C&D,Landfill,Disposal,149870.84959160688,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&D,Treatment,Disposal,652.7995936490514,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&D,Recycling,Recycling,3255.931769188843,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&D,Treatment,Recycling,2597.797316360608,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Landfill,Disposal,127189.8298850967,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Other disposal,Disposal,2179.259097636273,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Treatment,Disposal,17084.60971685268,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Energy from waste facility,Energy recovery,17549.64462934947,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Treatment,Energy recovery,1164.3586827314468,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Recycling,Recycling,137371.27159544086,Yes,Yes,Category
2014–15,SA,Hazardous wastes,,C&I,Treatment,Recycling,16079.210728419384,Yes,Yes,Category
2014–15,SA,Metals,Aluminium,C&D,Recycling,Recycling,540,Yes,Yes,Type
2014–15,SA,Metals,Aluminium,C&I,Recycling,Recycling,12240,Yes,Yes,Type
2014–15,SA,Metals,Aluminium,MSW,Recycling,Recycling,5220,Yes,Yes,Type
2014–15,SA,Metals,Ferrous,C&D,Recycling,Recycling,33600,Yes,Yes,Type
2014–15,SA,Metals,Ferrous,C&I,Recycling,Recycling,187600,Yes,Yes,Type
2014–15,SA,Metals,Ferrous,MSW,Recycling,Recycling,58800,Yes,Yes,Type
2014–15,SA,Metals,Non-ferrous metals (ex. aluminium),C&D,Recycling,Recycling,1000,Yes,Yes,Type
2014–15,SA,Metals,Non-ferrous metals (ex. aluminium),C&I,Recycling,Recycling,15000,Yes,Yes,Type
