year,jurisdiction,category,type,source_stream,management,fate,tonnes,headline_scope,core_waste,classification
2022–23,ACT,Metals,Aluminium,C&D,Recycling,Recycling,206.58,Yes,Yes,Type
2022–23,ACT,Metals,Aluminium,C&I,Recycling,Recycling,854.48,Yes,Yes,Type
2022–23,ACT,Metals,Aluminium,MSW,Recycling,Recycling,370.1,Yes,Yes,Type
2022–23,ACT,Metals,Ferrous,C&D,Recycling,Recycling,1312,Yes,Yes,Type
2022–23,ACT,Metals,Ferrous,C&I,Recycling,Recycling,1080.7284,Yes,Yes,Type
2022–23,ACT,Metals,Ferrous,MSW,Recycling,Recycling,631.7445,Yes,Yes,Type
2022–23,ACT,Metals,Non-ferrous metals (ex. aluminium),C&D,Recycling,Recycling,185.21,Yes,Yes,Type
2022–23,ACT,Metals,Non-ferrous metals (ex. aluminium),C&I,Recycling,Recycling,1514,Yes,Yes,Type
2022–23,ACT,Metals,Non-ferrous metals (ex. aluminium),MSW,Recycling,Recycling,766.46,Yes,Yes,Type
2022–23,ACT,Metals,Stainless steel,C&D,Recycling,Recycling,3079.75,Yes,Yes,Type
2022–23,ACT,Metals,Stainless steel,C&I,Recycling,Recycling,23215.64,Yes,Yes,Type
2022–23,ACT,Metals,Stainless steel,MSW,Recycling,Recycling,8834.33,Yes,Yes,Type
2022–23,ACT,Metals,,C&D,Recycling,Recycling,4783.54,Yes,Yes,Category
2022–23,ACT,Metals,,C&I,Recycling,Recycling,26664.8484,Yes,Yes,Category
2022–23,ACT,Metals,,MSW,Landfill,Disposal,2883.3433200679933,Yes,Yes,Category
2022–23,ACT,Metals,,MSW,Recycling,Recycling,10602.6345,Yes,Yes,Category
2022–23,ACT,Organics,Biosolids,C&I,Other disposal,Disposal,10597.779999999999,Yes,Yes,Type
2022–23,ACT,Organics,Biosolids,C&I,Recycling,Recycling,4862.12,Yes,Yes,Type
2022–23,ACT,Organics,Food organics,C&I,Landfill,Disposal,1331.0458042209402,Yes,Yes,Type
2022–23,ACT,Organics,Food organics,C&I,Landfill,Energy recovery,4651.357109493107,Yes,Yes,Type
2022–23,ACT,Organics,Food organics,C&I,Recycling,Recycling,2306,Yes,Yes,Type
2022–23,ACT,Organics,Food organics,MSW,Landfill,Disposal,7290.802599495772,Yes,Yes,Type
2022–23,ACT,Organics,Food organics,MSW,Landfill,Energy recovery,25477.805795664717,Yes,Yes,Type
2022–23,ACT,Organics,Food organics,MSW,Recycling,Recycling,188.70000000000002,Yes,Yes,Type
2022–23,ACT,Organics,Other organics,C&I,Landfill,Disposal,5497.882308186364,Yes,Yes,Type
2022–23,ACT,Organics,Other organics,C&I,Landfill,Energy recovery,4736.476395440147,Yes,Yes,Type
2022–23,ACT,Organics,Other organics,MSW,Landfill,Disposal,4272.393195613083,Yes,Yes,Type
2022–23,ACT,Organics,Other organics,MSW,Landfill,Energy recovery,3680.706204446912,Yes,Yes,Type
2022–23,ACT,Organics,Timber,C&D,Landfill,Disposal,456.8992030511684,Yes,Yes,Type
2022–23,ACT,Organics,Timber,C&D,Landfill,Energy recovery,46.60444731386807,Yes,Yes,Type
2022–23,ACT,Organics,Timber,C&I,Landfill,Disposal,19146.156117979695,Yes,Yes,Type
2022–23,ACT,Organics,Timber,C&I,Landfill,Energy recovery,1952.9384558010463,Yes,Yes,Type
2022–23,ACT,Organics,Timber,C&I,Recycling,Recycling,9,Yes,Yes,Type
2022–23,ACT,Organics,Timber,MSW,Landfill,Disposal,625.7478172691282,Yes,Yes,Type
2022–23,ACT,Organics,Timber,MSW,Landfill,Energy recovery,63.82727522162276,Yes,Yes,Type
2022–23,ACT,Organics,Timber,MSW,Recycling,Recycling,63.4605,Yes,Yes,Type
2022–23,ACT,Organics,Vegetation,C&I,Recycling,Recycling,103,Yes,Yes,Type
2022–23,ACT,Organics,Vegetation,MSW,Landfill,Disposal,1038.898397197664,Yes,Yes,Type
2022–23,ACT,Organics,Vegetation,MSW,Landfill,Energy recovery,799.9685161110052,Yes,Yes,Type
2022–23,ACT,Organics,Vegetation,MSW,Recycling,Recycling,166213.3,Yes,Yes,Type
2022–23,ACT,Organics,,C&D,Landfill,Disposal,456.8992030511684,Yes,Yes,Category
2022–23,ACT,Organics,,C&D,Landfill,Energy recovery,46.60444731386807,Yes,Yes,Category
2022–23,ACT,Organics,,C&I,Landfill,Disposal,25975.084230386998,Yes,Yes,Category
2022–23,ACT,Organics,,C&I,Other disposal,Disposal,10597.779999999999,Yes,Yes,Category
2022–23,ACT,Organics,,C&I,Landfill,Energy recovery,11340.771960734299,Yes,Yes,Category
2022–23,ACT,Organics,,C&I,Recycling,Recycling,7280.12,Yes,Yes,Category
2022–23,ACT,Organics,,MSW,Landfill,Disposal,13227.842009575645,Yes,Yes,Category
2022–23,ACT,Organics,,MSW,Landfill,Energy recovery,30022.30779144426,Yes,Yes,Category
2022–23,ACT,Organics,,MSW,Recycling,Recycling,166465.4605,Yes,Yes,Category
2022–23,ACT,Other materials,Hygiene and sanitary products,MSW,Landfill,Disposal,4679.916294370564,Yes,Yes,Type
2022–23,ACT,Other materials,Unclassified materials,C&D,Recycling,Recycling,27814,Yes,Yes,Type
2022–23,ACT,Other materials,Unclassified materials,C&I,Landfill,Disposal,11210.825294914548,Yes,Yes,Type
2022–23,ACT,Other materials,Unclassified materials,C&I,Recycling,Recycling,7809.18,Yes,Yes,Type
2022–23,ACT,Other materials,Unclassified materials,MSW,Landfill,Disposal,961.7273956604339,Yes,Yes,Type
2022–23,ACT,Other materials,Unclassified materials,MSW,Recycling,Recycling,4459.76,Yes,Yes,Type
2022–23,ACT,Other materials,Unclassified materials,MSW,Waste reuse,Waste reuse,13633.6,Yes,Yes,Type
2022–23,ACT,Other materials,,C&D,Recycling,Recycling,27814,Yes,Yes,Category
2022–23,ACT,Other materials,,C&I,Landfill,Disposal,11210.825294914548,Yes,Yes,Category
2022–23,ACT,Other materials,,C&I,Recycling,Recycling,7809.18,Yes,Yes,Category
2022–23,ACT,Other materials,,MSW,Landfill,Disposal,5641.643690030998,Yes,Yes,Category
2022–23,ACT,Other materials,,MSW,Recycling,Recycling,4459.76,Yes,Yes,Category
2022–23,ACT,Other materials,,MSW,Waste reuse,Waste reuse,13633.6,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,Cardboard,C&I,Recycling,Recycling,13045.75,Yes,Yes,Type
2022–23,ACT,Paper and cardboard,Cardboard,MSW,Recycling,Recycling,6904.4021,Yes,Yes,Type
2022–23,ACT,Paper and cardboard,Newsprint and magazines,MSW,Recycling,Recycling,1872.3,Yes,Yes,Type
2022–23,ACT,Paper and cardboard,Office paper,C&I,Recycling,Recycling,737,Yes,Yes,Type
2022–23,ACT,Paper and cardboard,Other paper,C&I,Recycling,Recycling,2939.48,Yes,Yes,Type
2022–23,ACT,Paper and cardboard,Other paper,MSW,Recycling,Recycling,7891.18,Yes,Yes,Type
2022–23,ACT,Paper and cardboard,,C&D,Landfill,Disposal,347.9735269607226,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,C&D,Landfill,Energy recovery,288.81050144211775,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,C&I,Landfill,Disposal,12414.517578191928,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,C&I,Landfill,Energy recovery,10303.781090003155,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,C&I,Recycling,Recycling,16722.23,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,MSW,Landfill,Disposal,2487.0215297716763,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,MSW,Landfill,Energy recovery,2064.17408066728,Yes,Yes,Category
2022–23,ACT,Paper and cardboard,,MSW,Recycling,Recycling,16667.882100000003,Yes,Yes,Category
2022–23,ACT,Plastics,Certified compostable plastics,MSW,Recycling,Recycling,3.502233981591589,Yes,Yes,Type
2022–23,ACT,Plastics,High density polyethylene (HDPE) (2),C&I,Recycling,Recycling,8.077778999999964,Yes,Yes,Type
2022–23,ACT,Plastics,High density polyethylene (HDPE) (2),MSW,Recycling,Recycling,794.5120000000001,Yes,Yes,Type
2022–23,ACT,Plastics,Other plastics (7),C&D,Recycling,Recycling,5.6525,Yes,Yes,Type
2022–23,ACT,Plastics,Other plastics (7),C&I,Recycling,Recycling,28.51223784917764,Yes,Yes,Type
2022–23,ACT,Plastics,Other plastics (7),MSW,Recycling,Recycling,342.40250000000003,Yes,Yes,Type
2022–23,ACT,Plastics,Polyethylene terephthalate (PET) (1),C&I,Recycling,Recycling,1.2112874999999974,Yes,Yes,Type
2022–23,ACT,Plastics,Polyethylene terephthalate (PET) (1),MSW,Recycling,Recycling,37.800000000000004,Yes,Yes,Type
2022–23,ACT,Plastics,Polypropylene (PP) (5),C&I,Recycling,Recycling,0.06676649999999995,Yes,Yes,Type
2022–23,ACT,Plastics,Polypropylene (PP) (5),MSW,Recycling,Recycling,231.3,Yes,Yes,Type
2022–23,ACT,Plastics,Polystyrene (PS) (6),C&D,Recycling,Recycling,52.5,Yes,Yes,Type
2022–23,ACT,Plastics,Polystyrene (PS) (6),C&I,Recycling,Recycling,16.20254350679042,Yes,Yes,Type
2022–23,ACT,Plastics,Polystyrene (PS) (6),MSW,Recycling,Recycling,5.1020408163265305,Yes,Yes,Type
2022–23,ACT,Plastics,Polyvinyl chloride (PVC) (3),C&I,Recycling,Recycling,0.6372899999999999,Yes,Yes,Type
2022–23,ACT,Plastics,,C&D,Landfill,Disposal,88.85358535853584,Yes,Yes,Category
2022–23,ACT,Plastics,,C&D,Recycling,Recycling,58.1525,Yes,Yes,Category
2022–23,ACT,Plastics,,C&I,Landfill,Disposal,15771.789499791581,Yes,Yes,Category
2022–23,ACT,Plastics,,C&I,Recycling,Recycling,54.707904355968026,Yes,Yes,Category
2022–23,ACT,Plastics,,MSW,Landfill,Disposal,11035.040346765327,Yes,Yes,Category
2022–23,ACT,Plastics,,MSW,Recycling,Recycling,1414.6187747979184,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",Textiles,MSW,Recycling,Recycling,253.842,Yes,Yes,Type
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,C&D,Landfill,Disposal,96.53994252642362,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,C&D,Landfill,Energy recovery,21.931504618290855,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,C&I,Landfill,Disposal,13688.097716989329,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,C&I,Landfill,Energy recovery,3109.5997204846185,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,MSW,Landfill,Disposal,4735.11710098698,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,MSW,Landfill,Energy recovery,1075.7023450684158,Yes,Yes,Category
2022–23,ACT,"Textiles, leather and rubber (excl. tyres)",,MSW,Recycling,Recycling,253.842,Yes,Yes,Category
2022–23,NSW,Ash,Ash from coal-fired power stations,C&I,Long term storage,Disposal,116271.54179162998,Yes,No,Type
2022–23,NSW,Ash,Ash from coal-fired power stations,C&I,Recycling,Recycling,4066577.9066831754,Yes,No,Type
2022–23,NSW,Ash,,C&I,Long term storage,Disposal,116271.54179162998,Yes,No,Category
2022–23,NSW,Ash,,C&I,Recycling,Recycling,4066577.9066831754,Yes,No,Category
2022–23,NSW,Building and demolition materials,Asphalt,C&D,Recycling,Recycling,837910.9848499947,Yes,Yes,Type
2022–23,NSW,Building and demolition materials,"Bricks, concrete and pavers",C&D,Recycling,Recycling,1687489.6522307955,Yes,Yes,Type
2022–23,NSW,Building and demolition materials,"Ceramics, tiles and pottery",C&D,Recycling,Recycling,19053.025401848914,Yes,Yes,Type
2022–23,NSW,Building and demolition materials,Plasterboard and cement sheeting,C&D,Recycling,Recycling,11112.062672046744,Yes,Yes,Type
2022–23,NSW,Building and demolition materials,Rubble,C&D,Recycling,Recycling,4310178.9272039,Yes,Yes,Type
2022–23,NSW,Building and demolition materials,"Soil, sand and rock",C&D,Recycling,Recycling,2294715.8755501527,Yes,Yes,Type
2022–23,NSW,Building and demolition materials,,C&D,Landfill,Disposal,1367408.6724982976,Yes,Yes,Category
2022–23,NSW,Building and demolition materials,,C&D,Recycling,Recycling,9160460.527908739,Yes,Yes,Category
2022–23,NSW,Building and demolition materials,,C&I,Landfill,Disposal,120884.44426464407,Yes,Yes,Category
2022–23,NSW,Building and demolition materials,,MSW,Landfill,Disposal,108178.14896299996,Yes,Yes,Category
2022–23,NSW,Glass,Glass from food and beverage containers,C&D,Recycling,Recycling,12609.01155875116,Yes,Yes,Type
2022–23,NSW,Glass,Glass from food and beverage containers,C&I,Recycling,Recycling,40345.71924443185,Yes,Yes,Type
2022–23,NSW,Glass,Glass from food and beverage containers,MSW,Recycling,Recycling,222593.95889905325,Yes,Yes,Type
2022–23,NSW,Glass,Other glass,C&D,Recycling,Recycling,15.5287,Yes,Yes,Type
2022–23,NSW,Glass,Other glass,C&I,Recycling,Recycling,1208.7915632000002,Yes,Yes,Type
2022–23,NSW,Glass,Other glass,MSW,Recycling,Recycling,5355.122336800003,Yes,Yes,Type
2022–23,NSW,Glass,,C&D,Landfill,Disposal,2155.4106827546675,Yes,Yes,Category
2022–23,NSW,Glass,,C&D,Recycling,Recycling,12624.54025875116,Yes,Yes,Category
2022–23,NSW,Glass,,C&I,Landfill,Disposal,76904.85877820363,Yes,Yes,Category
2022–23,NSW,Glass,,C&I,Recycling,Recycling,41554.51080763185,Yes,Yes,Category
2022–23,NSW,Glass,,MSW,Landfill,Disposal,87107.79941685997,Yes,Yes,Category
2022–23,NSW,Glass,,MSW,Recycling,Recycling,227949.08123585326,Yes,Yes,Category
2022–23,NSW,Hazardous wastes,Acids (B),C&I,Treatment,Disposal,7369.8037716268855,Yes,Yes,Type
