sex,year,offence,location,unit,value
Males,2021,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",16.9
Males,2021,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",6.8
Males,2021,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",8.6
Males,2021,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",5
Males,2021,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",7
Males,2021,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",7.5
Males,2021,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",4
Males,2021,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2021,Sexual assault,Australia,"Victimisation rate (number per 100,000)",10
Males,2022,Assault,New South Wales,"Victimisation rate (number per 100,000)",282.7
Males,2022,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Males,2022,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Males,2022,Assault,Western Australia,"Victimisation rate (number per 100,000)",464.5
Males,2022,Assault,South Australia,"Victimisation rate (number per 100,000)",282.1
Males,2022,Assault,Tasmania,"Victimisation rate (number per 100,000)",172.1
Males,2022,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",133.1
Males,2022,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1150.30
Males,2022,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Males,2022,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.3
Males,2022,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.3
Males,2022,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.3
Males,2022,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.7
Males,2022,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",1.1
Males,2022,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",1.1
Males,2022,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",1.3
Males,2022,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",2.4
Males,2022,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.4
Males,2022,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.4
Males,2022,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.1
Males,2022,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.2
Males,2022,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0
Males,2022,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",0
Males,2022,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Males,2022,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Males,2022,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2022,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.2
Males,2022,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",15.9
Males,2022,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",6.3
Males,2022,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",10.2
Males,2022,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",6.4
Males,2022,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",5.2
Males,2022,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",8.1
Males,2022,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",4
Males,2022,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",5.5
Males,2022,Sexual assault,Australia,"Victimisation rate (number per 100,000)",10
Males,2023,Assault,New South Wales,"Victimisation rate (number per 100,000)",309
Males,2023,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Males,2023,Assault,Queensland,"Victimisation rate (number per 100,000)",410
Males,2023,Assault,Western Australia,"Victimisation rate (number per 100,000)",490.2
Males,2023,Assault,South Australia,"Victimisation rate (number per 100,000)",335.6
Males,2023,Assault,Tasmania,"Victimisation rate (number per 100,000)",187.3
Males,2023,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",150.7
Males,2023,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1312.00
Males,2023,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Males,2023,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.5
Males,2023,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.4
Males,2023,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.6
Males,2023,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.6
Males,2023,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.5
Males,2023,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",1.4
Males,2023,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Males,2023,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2023,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.5
Males,2023,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.3
Males,2023,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.3
Males,2023,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Males,2023,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.2
Males,2023,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",0.3
Males,2023,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Males,2023,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Males,2023,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2023,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.2
Males,2023,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",20.6
Males,2023,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",6.8
Males,2023,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",12.6
Males,2023,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",5.7
Males,2023,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",6.8
Males,2023,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",9.2
Males,2023,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",3.9
Males,2023,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",4.7
Males,2023,Sexual assault,Australia,"Victimisation rate (number per 100,000)",12.2
Males,2024,Assault,New South Wales,"Victimisation rate (number per 100,000)",313.9
Males,2024,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Males,2024,Assault,Queensland,"Victimisation rate (number per 100,000)",424.8
Males,2024,Assault,Western Australia,"Victimisation rate (number per 100,000)",538
Males,2024,Assault,South Australia,"Victimisation rate (number per 100,000)",372.8
Males,2024,Assault,Tasmania,"Victimisation rate (number per 100,000)",185.9
Males,2024,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",131.1
Males,2024,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1107.80
Males,2024,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Males,2024,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.5
Males,2024,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.4
Males,2024,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.6
Males,2024,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.4
Males,2024,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.3
Males,2024,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",1.1
Males,2024,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Males,2024,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2024,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.5
Males,2024,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.2
Males,2024,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.3
Males,2024,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Males,2024,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0
Males,2024,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",0.3
Males,2024,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Males,2024,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Males,2024,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2024,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.2
Males,2024,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",24.3
Males,2024,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",7.5
Males,2024,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",14.4
Males,2024,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",6.8
Males,2024,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",8.4
Males,2024,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",7.7
Males,2024,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",7.2
Males,2024,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",0
Males,2024,Sexual assault,Australia,"Victimisation rate (number per 100,000)",14
Persons,2014,Assault,New South Wales,"Victimisation rate (number per 100,000)",393.1
Persons,2014,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2014,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2014,Assault,Western Australia,"Victimisation rate (number per 100,000)",580
Persons,2014,Assault,South Australia,"Victimisation rate (number per 100,000)",398.8
Persons,2014,Assault,Tasmania,"Victimisation rate (number per 100,000)",221.4
Persons,2014,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",164.4
Persons,2014,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1762.90
Persons,2014,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2014,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.6
Persons,2014,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2014,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",1
Persons,2014,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.4
Persons,2014,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.8
Persons,2014,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2014,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2014,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",1.6
Persons,2014,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.7
Persons,2014,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1
Persons,2014,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.4
Persons,2014,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Persons,2014,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.1
Persons,2014,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.4
Persons,2014,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2014,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2014,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2014,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2014,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",40.5
Persons,2014,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",22.5
Persons,2014,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",25.7
Persons,2014,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",21.6
Persons,2014,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",35
Persons,2014,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",16.4
Persons,2014,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",12.9
Persons,2014,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",45.7
Persons,2014,Sexual assault,Australia,"Victimisation rate (number per 100,000)",29.7
Persons,2015,Assault,New South Wales,"Victimisation rate (number per 100,000)",400
Persons,2015,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2015,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2015,Assault,Western Australia,"Victimisation rate (number per 100,000)",719.3
Persons,2015,Assault,South Australia,"Victimisation rate (number per 100,000)",455.1
Persons,2015,Assault,Tasmania,"Victimisation rate (number per 100,000)",232.2
Persons,2015,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",178.4
Persons,2015,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1673.90
Persons,2015,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2015,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.4
Persons,2015,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.7
Persons,2015,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.7
Persons,2015,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.7
Persons,2015,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.8
Persons,2015,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",1.6
Persons,2015,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0.8
Persons,2015,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",5.7
Persons,2015,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.7
Persons,2015,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1.1
Persons,2015,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.3
Persons,2015,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0
Persons,2015,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.4
Persons,2015,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",2.1
Persons,2015,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2015,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0.8
Persons,2015,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2015,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2015,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",42.1
Persons,2015,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",27.8
Persons,2015,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",30
Persons,2015,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",19.8
Persons,2015,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",36.8
Persons,2015,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",12.6
Persons,2015,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",21
Persons,2015,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",49
Persons,2015,Sexual assault,Australia,"Victimisation rate (number per 100,000)",32.4
Persons,2016,Assault,New South Wales,"Victimisation rate (number per 100,000)",383
Persons,2016,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2016,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2016,Assault,Western Australia,"Victimisation rate (number per 100,000)",810.4
Persons,2016,Assault,South Australia,"Victimisation rate (number per 100,000)",454.2
Persons,2016,Assault,Tasmania,"Victimisation rate (number per 100,000)",256
Persons,2016,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",235.4
Persons,2016,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1631.80
Persons,2016,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2016,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.6
Persons,2016,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2016,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.8
Persons,2016,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",1.4
Persons,2016,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.9
Persons,2016,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0.6
Persons,2016,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",1
Persons,2016,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",1.6
Persons,2016,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.7
Persons,2016,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.9
Persons,2016,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2016,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Persons,2016,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.1
Persons,2016,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.6
Persons,2016,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2016,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2016,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2016,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2016,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",42.6
Persons,2016,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",32.1
Persons,2016,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",29.6
Persons,2016,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",23.3
Persons,2016,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",35.2
Persons,2016,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",18.2
Persons,2016,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",21.8
Persons,2016,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",43.1
Persons,2016,Sexual assault,Australia,"Victimisation rate (number per 100,000)",33.9
Persons,2017,Assault,New South Wales,"Victimisation rate (number per 100,000)",366.6
Persons,2017,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2017,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2017,Assault,Western Australia,"Victimisation rate (number per 100,000)",723.6
Persons,2017,Assault,South Australia,"Victimisation rate (number per 100,000)",412.1
Persons,2017,Assault,Tasmania,"Victimisation rate (number per 100,000)",271.7
Persons,2017,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",234.7
Persons,2017,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1809.90
Persons,2017,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2017,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.4
Persons,2017,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2017,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.5
Persons,2017,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.5
Persons,2017,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",1.3
Persons,2017,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2017,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2017,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",2.8
Persons,2017,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.5
Persons,2017,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1
Persons,2017,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2017,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Persons,2017,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.2
Persons,2017,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.4
Persons,2017,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2017,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2017,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2017,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2017,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",43.6
Persons,2017,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",33.1
Persons,2017,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",31.3
Persons,2017,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",27.7
Persons,2017,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",37.2
Persons,2017,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",15.6
Persons,2017,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",15.9
Persons,2017,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",56.6
Persons,2017,Sexual assault,Australia,"Victimisation rate (number per 100,000)",35.3
Persons,2018,Assault,New South Wales,"Victimisation rate (number per 100,000)",375.9
Persons,2018,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2018,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2018,Assault,Western Australia,"Victimisation rate (number per 100,000)",707.5
Persons,2018,Assault,South Australia,"Victimisation rate (number per 100,000)",417.6
Persons,2018,Assault,Tasmania,"Victimisation rate (number per 100,000)",273
Persons,2018,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",204.7
Persons,2018,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1764.10
Persons,2018,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2018,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.5
Persons,2018,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2018,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.4
Persons,2018,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",1.4
Persons,2018,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.7
Persons,2018,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2018,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0.7
Persons,2018,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",1.2
Persons,2018,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2018,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1.1
Persons,2018,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.4
Persons,2018,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Persons,2018,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.1
Persons,2018,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1
Persons,2018,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2018,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2018,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2018,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2018,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",43.5
Persons,2018,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",33.7
Persons,2018,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",32.5
Persons,2018,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",27.4
Persons,2018,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",34.5
Persons,2018,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",15.3
Persons,2018,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",16.9
Persons,2018,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",39.7
Persons,2018,Sexual assault,Australia,"Victimisation rate (number per 100,000)",35.4
Persons,2019,Assault,New South Wales,"Victimisation rate (number per 100,000)",384.5
Persons,2019,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2019,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2019,Assault,Western Australia,"Victimisation rate (number per 100,000)",730.8
Persons,2019,Assault,South Australia,"Victimisation rate (number per 100,000)",453.2
Persons,2019,Assault,Tasmania,"Victimisation rate (number per 100,000)",288
Persons,2019,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",224.5
Persons,2019,Assault,Northern Territory,"Victimisation rate (number per 100,000)",1634.50
Persons,2019,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Persons,2019,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.5
Persons,2019,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.5
Persons,2019,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",0.4
Persons,2019,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.5
Persons,2019,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.8
Persons,2019,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0.5
Persons,2019,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2019,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",1.2
Persons,2019,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.5
Persons,2019,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",0.9
Persons,2019,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.6
Persons,2019,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.2
Persons,2019,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0.1
Persons,2019,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",1.2
Persons,2019,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Persons,2019,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Persons,2019,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Persons,2019,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.6
Persons,2019,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",43.9
Persons,2019,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",32.7
Persons,2019,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",32.8
Persons,2019,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",28.5
Persons,2019,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",33.1
Persons,2019,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",18.4
Persons,2019,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",26.4
Persons,2019,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",32
Persons,2019,Sexual assault,Australia,"Victimisation rate (number per 100,000)",35.5
Persons,2020,Assault,New South Wales,"Victimisation rate (number per 100,000)",387.3
Persons,2020,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Persons,2020,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Persons,2020,Assault,Western Australia,"Victimisation rate (number per 100,000)",820.4
Persons,2020,Assault,South Australia,"Victimisation rate (number per 100,000)",485.2
Persons,2020,Assault,Tasmania,"Victimisation rate (number per 100,000)",287.1
Persons,2020,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",211.7
