STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1011,161659,228271,227392,190177,207597,1016107,35.90%
VIC,1474,33268,42248,39458,31850,32268,180566,8.30%
QLD,1613,95658,89109,62829,39275,32766,321250,18.40%
SA,28137,65229,62820,59873,51095,54473,321627,49.30%
WA,669,20429,52698,54284,44834,48323,221237,23.60%
TAS,175,5752,15866,16803,15083,17398,71077,35.30%
NT,49,345,858,950,620,370,3192,3.40%
ACT,195,1357,2620,2427,1908,1719,10226,7.00%
TOTAL,33323,383697,494490,464016,374842,394914,2145282,24.40%
