STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,2967,161363,231352,222805,175190,170741,964418,32.90%
VIC,4235,46792,61254,51111,40439,38163,241994,10.60%
QLD,4142,86398,80775,58825,36637,28229,295006,16.60%
SA,25423,60959,60002,58082,47567,45597,297630,44.00%
WA,1659,22838,53561,54911,42840,42869,218678,23.40%
TAS,509,6381,15746,17062,14056,14968,68722,33.10%
NT,142,739,1157,1004,601,311,3954,5.40%
ACT,526,2593,3754,3033,2245,1950,14101,9.40%
TOTAL,39603,388063,507601,466833,359575,342828,2104503,23.30%
