STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,53158,210570,241260,219099,151295,119752,995134,35.31%
VIC,10298,64639,61749,51743,36714,28293,253436,11.76%
QLD,42566,83207,75414,50735,31020,18653,301595,17.82%
SA,27927,56415,57116,55852,41603,31285,270198,41.01%
WA,4320,43468,60137,55203,39319,30956,233403,27.57%
TAS,966,12626,17562,17991,12498,10888,72531,35.97%
NT,243,1075,1377,1010,571,217,4493,5.72%
ACT,784,3407,3605,3104,2150,1454,14504,10.35%
TOTAL,140262,475407,518220,454737,315170,241498,2145294,24.97%
