STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,53686,204210,238163,225814,168948,147058,1037879,38.18%
VIC,6855,43570,43601,40028,28965,24580,187599,9.05%
QLD,44680,92573,80585,53519,33216,22141,326714,19.64%
SA,29170,56759,56043,56112,44622,37849,280555,44.36%
WA,2739,40110,58011,54904,41311,35155,232230,27.08%
TAS,566,11851,17201,17750,13520,12781,73669,38.36%
NT,124,489,1091,909,577,261,3451,4.02%
ACT,402,1917,2777,2450,1821,1285,10652,7.83%
TOTAL,138222,451479,497472,451486,332980,281110,2152749,25.75%
