STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,457,8370,36132,45701,41906,43302,61835,237703,8.00%
VIC,321,18812,60845,58460,47034,41743,46652,273867,11.90%
QLD,275,11042,39322,44246,40688,38440,43278,217291,12.00%
SA,2777,13767,19715,18890,18535,19016,24764,117464,17.20%
WA,147,11024,36038,34868,31029,27492,28548,169146,17.60%
TAS,63,2433,5888,6147,6394,6489,6473,33887,16.30%
NT,14,563,2287,2078,1726,1234,687,8589,10.20%
ACT,40,1924,5950,5173,3974,3339,3584,23984,15.70%
TOTAL,4094,67935,206177,215563,191286,181055,215821,1081931,11.80%
