"State","16-17","18-24","25-34","35-44","45-54","55-64","65+","Total","% of ABS Estimated Population"
NSW,443,8815,37909,48518,44901,45677,68015,254278,8.4%
VIC,294,16691,63776,60938,50146,44193,51522,287560,12.2%
QLD,357,9897,40351,45958,43039,40285,47900,227787,12.3%
SA,3131,14119,21983,19632,19446,19604,27181,125096,18.2%
WA,122,8741,36825,35701,32179,28502,31354,173424,17.5%
TAS,45,2081,6038,6237,6539,6664,7164,34768,16.7%
NT,6,449,2305,2113,1760,1289,764,8686,10.0%
ACT,39,1644,6187,5488,4254,3547,3988,25147,16.2%
TOTAL,4437,62437,215374,224585,202264,189761,237888,1136746,12.2%
