STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,73966,212414,241074,223230,162819,135733,1049236,39.20%
VIC,11964,44835,43392,39279,28715,22935,191120,9.62%
QLD,57614,90556,78008,50855,32040,20290,329363,20.84%
SA,30668,54621,55543,55478,43462,35247,275019,44.72%
WA,5195,44734,59677,55214,40936,33048,238804,29.58%
TAS,1118,13261,17591,17638,13238,11885,74731,39.68%
NT,176,647,1217,947,616,252,3855,4.73%
ACT,523,2117,2769,2510,1858,1222,10999,8.54%
TOTAL,181224,463185,499271,445151,323684,260612,2173127,26.94%
