STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,74504,221100,245516,216977,145504,110151,1013752,36.88%
VIC,17360,67527,61885,51013,36212,26383,260380,12.55%
QLD,55398,81345,73193,48789,29748,17066,305539,19.12%
SA,30272,55471,57537,56004,40700,29128,269112,42.35%
WA,7274,49360,62522,56323,38881,29052,243412,30.05%
TAS,1619,14030,18022,17992,12110,10173,73946,37.49%
NT,387,1462,1642,1119,650,218,5478,7.68%
ACT,1076,3660,3545,3097,2182,1362,14922,11.21%
TOTAL,187890,493955,523862,451314,305987,223533,2186541,26.44%
