STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,2946,164716,232051,222649,174370,168640,965372,33.00%
VIC,4271,47576,61235,51167,40286,37733,242268,10.70%
QLD,4835,86866,80697,58422,36472,27852,295144,16.60%
SA,25238,60841,59904,57899,47323,44935,296140,43.80%
WA,1680,23460,53869,54885,42672,42307,218873,23.50%
TAS,502,6590,15845,17074,13991,14754,68756,33.10%
NT,144,747,1162,1005,594,309,3961,5.40%
ACT,534,2615,3751,3050,2213,1936,14099,9.40%
TOTAL,40150,393411,508514,466151,357921,338466,2104613,23.30%
