STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1037,164883,228976,227406,189450,205034,1016786,35.90%
VIC,1523,33746,42297,39617,31602,31953,180738,8.30%
QLD,2471,96181,88963,62419,39015,32349,321398,18.40%
SA,28006,64918,62532,59650,50881,53706,319693,49.00%
WA,689,21059,52953,54309,44590,47777,221377,23.60%
TAS,183,5978,15952,16823,14990,17209,71135,35.30%
NT,52,341,864,947,621,364,3189,3.40%
ACT,204,1369,2633,2431,1899,1705,10241,7.00%
TOTAL,34165,388475,495170,463602,373048,390097,2144557,24.40%
