STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1005,160014,228086,227355,190549,208822,1015831,35.90%
VIC,1442,33033,42246,39399,31946,32441,180507,8.30%
QLD,1311,95232,89136,63063,39445,32986,321173,18.40%
SA,28320,65391,63025,59963,51221,54885,322805,49.50%
WA,669,20132,52563,54319,44904,48632,221219,23.60%
TAS,165,5656,15833,16793,15112,17505,71064,35.30%
NT,49,335,855,956,623,372,3190,3.40%
ACT,190,1351,2615,2430,1907,1730,10223,7.00%
TOTAL,33151,381144,494359,464278,375707,397373,2146012,24.40%
