STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,154,10315,27696,35458,33431,36180,42141,185375,6.45%
VIC,340,22268,44748,43798,34660,30773,28831,205418,9.31%
QLD,348,15698,32486,36304,34288,32107,28736,179967,10.34%
SA,1696,11440,12493,13971,13894,14479,15517,83490,12.50%
WA,212,15908,28083,28334,25635,21936,18586,138694,15.86%
TAS,94,2585,4484,5188,5327,5186,3984,26848,13.17%
NT,14,745,1834,1593,1273,883,362,6704,8.30%
ACT,52,2029,4197,3546,2907,2531,2065,17327,12.13%
TOTAL,2910,80988,156021,168192,151415,144075,140222,843823,9.60%
