STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,60,5372,12820,21331,22343,25953,37033,124912,4.50%
VIC,104,9105,21854,27089,23611,22190,24278,128231,6.02%
QLD,121,6380,14136,21024,22265,23748,26506,114180,6.65%
SA,1731,6855,6363,8639,9353,10236,13427,56604,8.82%
WA,83,6946,13666,17113,17111,16436,16714,88069,9.85%
TAS,20,1029,2125,2725,3262,3743,3605,16509,8.51%
NT,5,233,722,900,882,766,393,3901,4.47%
ACT,9,885,2184,2319,2085,1902,1727,11111,7.97%
TOTAL,2133,36805,73870,101140,100912,104974,123683,543517,6.34%
