date,item,is_cpi_group_level,index_number,annual_pct_change,monthly_pct_change
2019-02,Dairy and related products,False,,1.6,0
2019-03,Dairy and related products,False,,1.7,0.4
2019-04,Dairy and related products,False,,2,0.7
2019-05,Dairy and related products,False,,2.1,-0.1
2019-06,Dairy and related products,False,,2.9,0.9
2019-07,Dairy and related products,False,,3.8,1.1
2019-08,Dairy and related products,False,,5.4,1.2
2019-09,Dairy and related products,False,,6.2,0.7
2019-10,Dairy and related products,False,,6.2,0
2019-11,Dairy and related products,False,,6.6,0.7
2019-12,Dairy and related products,False,,6.9,1.1
2020-01,Dairy and related products,False,,7,0
2020-02,Dairy and related products,False,,7.1,0.1
2020-03,Dairy and related products,False,,8.3,1.6
2020-04,Dairy and related products,False,,8.7,1
2020-05,Dairy and related products,False,,7.9,-0.8
2020-06,Dairy and related products,False,,6.7,-0.3
2020-07,Dairy and related products,False,,6.1,0.4
2020-08,Dairy and related products,False,,4.4,-0.3
2020-09,Dairy and related products,False,,3.6,0
2020-10,Dairy and related products,False,,3.5,-0.1
2020-11,Dairy and related products,False,,3,0.3
2020-12,Dairy and related products,False,,2.6,0.7
2021-01,Dairy and related products,False,,2.1,-0.5
2021-02,Dairy and related products,False,,1.3,-0.6
2021-03,Dairy and related products,False,,0.1,0.3
2021-04,Dairy and related products,False,,-0.7,0.2
2021-05,Dairy and related products,False,,-0.1,-0.2
2021-06,Dairy and related products,False,,0.4,0.2
2021-07,Dairy and related products,False,,0.1,0.1
2021-08,Dairy and related products,False,,0.4,0
2021-09,Dairy and related products,False,,0.3,-0.1
2021-10,Dairy and related products,False,,0.4,0
2021-11,Dairy and related products,False,,1.2,1
2021-12,Dairy and related products,False,,3,2.5
2022-01,Dairy and related products,False,,3,-0.5
2022-02,Dairy and related products,False,,3.5,-0.2
2022-03,Dairy and related products,False,,4.5,1.3
2022-04,Dairy and related products,False,,5.2,0.9
2022-05,Dairy and related products,False,,4.8,-0.5
2022-06,Dairy and related products,False,,5.4,0.8
2022-07,Dairy and related products,False,,9.1,3.6
2022-08,Dairy and related products,False,,12.2,2.8
2022-09,Dairy and related products,False,,13.9,1.4
2022-10,Dairy and related products,False,,15.1,1
2022-11,Dairy and related products,False,,15.5,1.4
2022-12,Dairy and related products,False,,14.5,1.7
2023-01,Dairy and related products,False,,14.8,-0.3
2023-02,Dairy and related products,False,,15.1,0.1
2023-03,Dairy and related products,False,,15.6,1.8
2023-04,Dairy and related products,False,,14.9,0.2
2023-05,Dairy and related products,False,,15.2,-0.3
2023-06,Dairy and related products,False,,15.2,0.8
2023-07,Dairy and related products,False,,13.4,2.1
2023-08,Dairy and related products,False,,10.1,-0.2
2023-09,Dairy and related products,False,,8.3,-0.3
2023-10,Dairy and related products,False,,7.9,0.6
2023-11,Dairy and related products,False,,6.3,-0.1
2023-12,Dairy and related products,False,,5.1,0.6
2024-01,Dairy and related products,False,,5.1,-0.3
2024-02,Dairy and related products,False,,4.2,-0.8
2024-03,Dairy and related products,False,,3,0.7
2024-04,Dairy and related products,False,,2.7,-0.1
2024-05,Dairy and related products,False,,2.6,-0.4
2024-06,Dairy and related products,False,,1.8,0
2024-07,Dairy and related products,False,,-0.1,0.2
2024-08,Dairy and related products,False,,-0.1,-0.2
2024-09,Dairy and related products,False,,-0.2,-0.4
2024-10,Dairy and related products,False,,-1.6,-0.7
2024-11,Dairy and related products,False,,-0.6,0.9
2024-12,Dairy and related products,False,,-0.6,0.7
2025-01,Dairy and related products,False,,-0.2,0.1
2025-02,Dairy and related products,False,,0.2,-0.5
2025-03,Dairy and related products,False,,0,0.4
2025-04,Dairy and related products,False,,0.2,0.1
2025-05,Dairy and related products,False,,0.3,-0.3
2025-06,Dairy and related products,False,,0.4,0.1
2025-07,Dairy and related products,False,,0.5,0.3
2025-08,Dairy and related products,False,,1.6,0.9
2025-09,Dairy and related products,False,,2.7,0.7
2025-10,Dairy and related products,False,,3.2,-0.3
2025-11,Dairy and related products,False,,3,0.7
2025-12,Dairy and related products,False,,3.1,0.8
2026-01,Dairy and related products,False,,2.5,-0.5
2026-02,Dairy and related products,False,,2.5,-0.4
2026-03,Dairy and related products,False,,2.7,0.6
2026-04,Dairy and related products,False,,2.6,0
2026-05,Dairy and related products,False,,5.1,2.2
2024-05,Dental services,False,,,0.1
2024-06,Dental services,False,,,0.6
2024-07,Dental services,False,,,0.5
2024-08,Dental services,False,,,0.2
2024-09,Dental services,False,,,0
2024-10,Dental services,False,,,0
2024-11,Dental services,False,,,0
2024-12,Dental services,False,,,0.6
2025-01,Dental services,False,,,0.6
2025-02,Dental services,False,,,0
2025-03,Dental services,False,,,0.4
2025-04,Dental services,False,,3.5,0.4
2025-05,Dental services,False,,3.4,0
2025-06,Dental services,False,,2.7,0
2025-07,Dental services,False,,2.9,0.6
2025-08,Dental services,False,,2.6,0
2025-09,Dental services,False,,2.7,0
2025-10,Dental services,False,,3.2,0.5
2025-11,Dental services,False,,3.2,0
2025-12,Dental services,False,,2.6,0
2026-01,Dental services,False,,2.3,0.4
2026-02,Dental services,False,,2.4,0
2026-03,Dental services,False,,2.4,0.5
2026-04,Dental services,False,,2.6,0.6
2026-05,Dental services,False,,2.6,0
2017-10,Deposit and loan facilities (direct charges),False,,,-2.8
2017-11,Deposit and loan facilities (direct charges),False,,,0
2017-12,Deposit and loan facilities (direct charges),False,,,-0.9
2018-01,Deposit and loan facilities (direct charges),False,,,0
2018-02,Deposit and loan facilities (direct charges),False,,,0
2018-03,Deposit and loan facilities (direct charges),False,,,0
2018-04,Deposit and loan facilities (direct charges),False,,,0
2018-05,Deposit and loan facilities (direct charges),False,,,0
2018-06,Deposit and loan facilities (direct charges),False,,,0
2018-07,Deposit and loan facilities (direct charges),False,,,0
2018-08,Deposit and loan facilities (direct charges),False,,,0
2018-09,Deposit and loan facilities (direct charges),False,,-3.4,0
2018-10,Deposit and loan facilities (direct charges),False,,-0.6,0
2018-11,Deposit and loan facilities (direct charges),False,,-0.6,0
2018-12,Deposit and loan facilities (direct charges),False,,0.3,0
2019-01,Deposit and loan facilities (direct charges),False,,0.4,0.2
2019-02,Deposit and loan facilities (direct charges),False,,0.4,0
2019-03,Deposit and loan facilities (direct charges),False,,0.4,0
2019-04,Deposit and loan facilities (direct charges),False,,0.4,0
2019-05,Deposit and loan facilities (direct charges),False,,0.4,0
2019-06,Deposit and loan facilities (direct charges),False,,-1.6,-2
2019-07,Deposit and loan facilities (direct charges),False,,-1.1,0.6
2019-08,Deposit and loan facilities (direct charges),False,,-1.1,0
2019-09,Deposit and loan facilities (direct charges),False,,-1.1,0
2019-10,Deposit and loan facilities (direct charges),False,,-1.1,0
2019-11,Deposit and loan facilities (direct charges),False,,-0.6,0.5
2019-12,Deposit and loan facilities (direct charges),False,,0.6,1.3
2020-01,Deposit and loan facilities (direct charges),False,,0.1,-0.4
2020-02,Deposit and loan facilities (direct charges),False,,0.1,0
2020-03,Deposit and loan facilities (direct charges),False,,0.1,0
2020-04,Deposit and loan facilities (direct charges),False,,-1.4,-1.5
2020-05,Deposit and loan facilities (direct charges),False,,-1.4,0
2020-06,Deposit and loan facilities (direct charges),False,,1,0.4
2020-07,Deposit and loan facilities (direct charges),False,,0.3,0
2020-08,Deposit and loan facilities (direct charges),False,,0.3,0
2020-09,Deposit and loan facilities (direct charges),False,,0.3,0
2020-10,Deposit and loan facilities (direct charges),False,,0.9,0.7
2020-11,Deposit and loan facilities (direct charges),False,,0.5,0
2020-12,Deposit and loan facilities (direct charges),False,,-0.8,0
2021-01,Deposit and loan facilities (direct charges),False,,-0.4,0
2021-02,Deposit and loan facilities (direct charges),False,,-0.7,-0.3
2021-03,Deposit and loan facilities (direct charges),False,,-0.7,0
2021-04,Deposit and loan facilities (direct charges),False,,0.8,0
2021-05,Deposit and loan facilities (direct charges),False,,-0.6,-1.4
2021-06,Deposit and loan facilities (direct charges),False,,-1,0
2021-07,Deposit and loan facilities (direct charges),False,,-3,-2
2021-08,Deposit and loan facilities (direct charges),False,,-2.9,0.1
2021-09,Deposit and loan facilities (direct charges),False,,-2.8,0.1
2021-10,Deposit and loan facilities (direct charges),False,,-3.5,0.1
2021-11,Deposit and loan facilities (direct charges),False,,-3,0.5
2021-12,Deposit and loan facilities (direct charges),False,,-2.8,0.2
2022-01,Deposit and loan facilities (direct charges),False,,-3,-0.2
2022-02,Deposit and loan facilities (direct charges),False,,-2.6,0.1
2022-03,Deposit and loan facilities (direct charges),False,,-2.6,0
2022-04,Deposit and loan facilities (direct charges),False,,-4.4,-1.8
2022-05,Deposit and loan facilities (direct charges),False,,-3,0.1
2022-06,Deposit and loan facilities (direct charges),False,,-2.4,0.6
2022-07,Deposit and loan facilities (direct charges),False,,-0.3,0.1
2022-08,Deposit and loan facilities (direct charges),False,,-1.7,-1.3
2022-09,Deposit and loan facilities (direct charges),False,,-1.6,0.1
2022-10,Deposit and loan facilities (direct charges),False,,-1.5,0.2
2022-11,Deposit and loan facilities (direct charges),False,,-0.6,1.4
2022-12,Deposit and loan facilities (direct charges),False,,-2,-1.2
2023-01,Deposit and loan facilities (direct charges),False,,-1.7,0.1
2023-02,Deposit and loan facilities (direct charges),False,,-1.7,0.1
2023-03,Deposit and loan facilities (direct charges),False,,-0.2,1.5
2023-04,Deposit and loan facilities (direct charges),False,,1.8,0.1
2023-05,Deposit and loan facilities (direct charges),False,,1.8,0.1
2023-06,Deposit and loan facilities (direct charges),False,,1.7,0.4
2023-07,Deposit and loan facilities (direct charges),False,,1.7,0.1
2023-08,Deposit and loan facilities (direct charges),False,,4.1,1.1
2023-09,Deposit and loan facilities (direct charges),False,,6.2,2.1
2023-10,Deposit and loan facilities (direct charges),False,,6.1,0.1
2023-11,Deposit and loan facilities (direct charges),False,,5.1,0.4
2023-12,Deposit and loan facilities (direct charges),False,,7.3,0.8
2024-01,Deposit and loan facilities (direct charges),False,,7.4,0.2
2024-02,Deposit and loan facilities (direct charges),False,,7.3,0.1
2024-03,Deposit and loan facilities (direct charges),False,,6.1,0.3
2024-04,Deposit and loan facilities (direct charges),False,,6.3,0.3
2024-05,Deposit and loan facilities (direct charges),False,,6.2,0.1
2024-06,Deposit and loan facilities (direct charges),False,,6.1,0.3
2024-07,Deposit and loan facilities (direct charges),False,,6.1,0.1
2024-08,Deposit and loan facilities (direct charges),False,,2.8,-2.1
2024-09,Deposit and loan facilities (direct charges),False,,0.9,0.2
2024-10,Deposit and loan facilities (direct charges),False,,3.1,2.3
2024-11,Deposit and loan facilities (direct charges),False,,1,-1.6
2024-12,Deposit and loan facilities (direct charges),False,,0.3,0.2
2025-01,Deposit and loan facilities (direct charges),False,,0.2,0.1
2025-02,Deposit and loan facilities (direct charges),False,,0.4,0.3
2025-03,Deposit and loan facilities (direct charges),False,,2.3,2.2
2025-04,Deposit and loan facilities (direct charges),False,,2.6,0.6
2025-05,Deposit and loan facilities (direct charges),False,,2.6,0
2025-06,Deposit and loan facilities (direct charges),False,,3.5,1.2
2025-07,Deposit and loan facilities (direct charges),False,,3.9,0.5
2025-08,Deposit and loan facilities (direct charges),False,,6.4,0.2
2025-09,Deposit and loan facilities (direct charges),False,,5.1,-1
2025-10,Deposit and loan facilities (direct charges),False,,3.9,1.1
2025-11,Deposit and loan facilities (direct charges),False,,4.5,-1
2025-12,Deposit and loan facilities (direct charges),False,,4.1,-0.2
2026-01,Deposit and loan facilities (direct charges),False,,4.1,0
2026-02,Deposit and loan facilities (direct charges),False,,3.8,0.1
2026-03,Deposit and loan facilities (direct charges),False,,2.4,0.9
2026-04,Deposit and loan facilities (direct charges),False,,1.8,-0.1
2026-05,Deposit and loan facilities (direct charges),False,,2.2,0.4
2024-05,Domestic and household services,False,,,-0.9
2024-06,Domestic and household services,False,,,0.3
2024-07,Domestic and household services,False,,,0.5
2024-08,Domestic and household services,False,,,1.2
2024-09,Domestic and household services,False,,,0.7
2024-10,Domestic and household services,False,,,0.6
2024-11,Domestic and household services,False,,,0.4
2024-12,Domestic and household services,False,,,0.8
2025-01,Domestic and household services,False,,,-0.4
2025-02,Domestic and household services,False,,,0.5
2025-03,Domestic and household services,False,,,0.8
2025-04,Domestic and household services,False,,4.5,0
2025-05,Domestic and household services,False,,4.7,-0.7
2025-06,Domestic and household services,False,,5.8,1.3
2025-07,Domestic and household services,False,,6.3,1
2025-08,Domestic and household services,False,,5.6,0.5
2025-09,Domestic and household services,False,,5.8,0.9
2025-10,Domestic and household services,False,,5.8,0.6
2025-11,Domestic and household services,False,,6.1,0.8
2025-12,Domestic and household services,False,,5.7,0.4
2026-01,Domestic and household services,False,,6.4,0.3
2026-02,Domestic and household services,False,,6.6,0.7
2026-03,Domestic and household services,False,,6.9,1.1
2026-04,Domestic and household services,False,,7.1,0.1
2026-05,Domestic and household services,False,,7.6,-0.2
2017-10,Domestic holiday travel and accommodation,False,,,3.6
2017-11,Domestic holiday travel and accommodation,False,,,-1.9
2017-12,Domestic holiday travel and accommodation,False,,,9.7
2018-01,Domestic holiday travel and accommodation,False,,,1
2018-02,Domestic holiday travel and accommodation,False,,,-8.5
2018-03,Domestic holiday travel and accommodation,False,,,3.4
2018-04,Domestic holiday travel and accommodation,False,,,2.6
2018-05,Domestic holiday travel and accommodation,False,,,-7.9
2018-06,Domestic holiday travel and accommodation,False,,,0.4
2018-07,Domestic holiday travel and accommodation,False,,,6.3
2018-08,Domestic holiday travel and accommodation,False,,,-6.9
2018-09,Domestic holiday travel and accommodation,False,,5.2,5.2
2018-10,Domestic holiday travel and accommodation,False,,5.2,3.6
2018-11,Domestic holiday travel and accommodation,False,,5.5,-1.6
2018-12,Domestic holiday travel and accommodation,False,,9.4,13.8
2019-01,Domestic holiday travel and accommodation,False,,4.6,-3.5
2019-02,Domestic holiday travel and accommodation,False,,1.5,-11.2
2019-03,Domestic holiday travel and accommodation,False,,-1.1,0.7
2019-04,Domestic holiday travel and accommodation,False,,2.9,6.8
2019-05,Domestic holiday travel and accommodation,False,,1.7,-9
2019-06,Domestic holiday travel and accommodation,False,,1.3,0
2019-07,Domestic holiday travel and accommodation,False,,-2.6,2.2
2019-08,Domestic holiday travel and accommodation,False,,1.4,-3.1
2019-09,Domestic holiday travel and accommodation,False,,-1.7,1.9
2019-10,Domestic holiday travel and accommodation,False,,6,11.7
2019-11,Domestic holiday travel and accommodation,False,,-1.4,-8.5
2019-12,Domestic holiday travel and accommodation,False,,-0.7,14.5
2020-01,Domestic holiday travel and accommodation,False,,1.7,-1.1
2020-02,Domestic holiday travel and accommodation,False,,2,-10.9
2020-03,Domestic holiday travel and accommodation,False,,2.6,1.3
2020-04,Domestic holiday travel and accommodation,False,,-3.8,0.1
2020-05,Domestic holiday travel and accommodation,False,,5.7,0
2020-06,Domestic holiday travel and accommodation,False,,6.4,0.7
2020-07,Domestic holiday travel and accommodation,False,,1.2,-2.8
2020-08,Domestic holiday travel and accommodation,False,,4.3,0
2020-09,Domestic holiday travel and accommodation,False,,12.7,10.1
2020-10,Domestic holiday travel and accommodation,False,,-5.5,-6.3
2020-11,Domestic holiday travel and accommodation,False,,1.3,-1.9
2020-12,Domestic holiday travel and accommodation,False,,-0.6,12.4
2021-01,Domestic holiday travel and accommodation,False,,-4,-4.5
2021-02,Domestic holiday travel and accommodation,False,,-1.6,-8.7
2021-03,Domestic holiday travel and accommodation,False,,-2.3,0.5
2021-04,Domestic holiday travel and accommodation,False,,0.1,2.6
2021-05,Domestic holiday travel and accommodation,False,,-8.3,-8.4
2021-06,Domestic holiday travel and accommodation,False,,-4.6,4.8
2021-07,Domestic holiday travel and accommodation,False,,-1.5,0.3
2021-08,Domestic holiday travel and accommodation,False,,-1.5,0
2021-09,Domestic holiday travel and accommodation,False,,-9.9,0.7
2021-10,Domestic holiday travel and accommodation,False,,-3.8,0
2021-11,Domestic holiday travel and accommodation,False,,-4.5,-2.6
2021-12,Domestic holiday travel and accommodation,False,,-3.3,13.8
2022-01,Domestic holiday travel and accommodation,False,,4.3,2.9
2022-02,Domestic holiday travel and accommodation,False,,0.5,-12
2022-03,Domestic holiday travel and accommodation,False,,1.9,2
2022-04,Domestic holiday travel and accommodation,False,,9.5,10.2
2022-05,Domestic holiday travel and accommodation,False,,8.3,-9.4
2022-06,Domestic holiday travel and accommodation,False,,7.5,3.9
2022-07,Domestic holiday travel and accommodation,False,,12.2,4.8
2022-08,Domestic holiday travel and accommodation,False,,5.5,-6
2022-09,Domestic holiday travel and accommodation,False,,17.7,12.4
2022-10,Domestic holiday travel and accommodation,False,,18.9,1.1
2022-11,Domestic holiday travel and accommodation,False,,24.9,2.3
2022-12,Domestic holiday travel and accommodation,False,,25.9,14.8
2023-01,Domestic holiday travel and accommodation,False,,24.2,1.6
2023-02,Domestic holiday travel and accommodation,False,,21.8,-13.6
2023-03,Domestic holiday travel and accommodation,False,,22.3,2.4
2023-04,Domestic holiday travel and accommodation,False,,19.7,7.8
2023-05,Domestic holiday travel and accommodation,False,,12.7,-14.7
2023-06,Domestic holiday travel and accommodation,False,,9.9,1.3
2023-07,Domestic holiday travel and accommodation,False,,5.2,0.3
2023-08,Domestic holiday travel and accommodation,False,,6.2,-5.1
2023-09,Domestic holiday travel and accommodation,False,,1.4,7.3
2023-10,Domestic holiday travel and accommodation,False,,4,3.7
2023-11,Domestic holiday travel and accommodation,False,,-0.8,-2.4
2023-12,Domestic holiday travel and accommodation,False,,-5.1,9.8
2024-01,Domestic holiday travel and accommodation,False,,-5.2,1.5
2024-02,Domestic holiday travel and accommodation,False,,2.9,-6.3
2024-03,Domestic holiday travel and accommodation,False,,0,-0.5
2024-04,Domestic holiday travel and accommodation,False,,-4.5,3.1
2024-05,Domestic holiday travel and accommodation,False,,-0.9,-11.5
2024-06,Domestic holiday travel and accommodation,False,,1.9,4.2
2024-07,Domestic holiday travel and accommodation,False,,4.2,2.6
2024-08,Domestic holiday travel and accommodation,False,,3.8,-5.4
2024-09,Domestic holiday travel and accommodation,False,,-0.3,3
2024-10,Domestic holiday travel and accommodation,False,,4.3,8.5
2024-11,Domestic holiday travel and accommodation,False,,5,-1.8
2024-12,Domestic holiday travel and accommodation,False,,-1.5,3
2025-01,Domestic holiday travel and accommodation,False,,1.2,4.3
2025-02,Domestic holiday travel and accommodation,False,,0.4,-7
2025-03,Domestic holiday travel and accommodation,False,,1.2,0.2
2025-04,Domestic holiday travel and accommodation,False,,4.8,6.7
2025-05,Domestic holiday travel and accommodation,False,,5.5,-11
2025-06,Domestic holiday travel and accommodation,False,,-1,-2.2
2025-07,Domestic holiday travel and accommodation,False,,3.3,7
2025-08,Domestic holiday travel and accommodation,False,,4.7,-4.2
2025-09,Domestic holiday travel and accommodation,False,,5.9,4.2
2025-10,Domestic holiday travel and accommodation,False,,4.9,7.5
2025-11,Domestic holiday travel and accommodation,False,,4.6,-2.1
2025-12,Domestic holiday travel and accommodation,False,,12.8,11
2026-01,Domestic holiday travel and accommodation,False,,6,-2.1
2026-02,Domestic holiday travel and accommodation,False,,6.5,-6.5
2026-03,Domestic holiday travel and accommodation,False,,2.8,-3.2
2026-04,Domestic holiday travel and accommodation,False,,5.6,9.6
2026-05,Domestic holiday travel and accommodation,False,,0.9,-15
2024-04,Education,True,95.72,,
2024-05,Education,True,95.73,,0
2024-06,Education,True,95.74,,0
2024-07,Education,True,95.75,,0
2024-08,Education,True,95.78,,0
2024-09,Education,True,95.81,,0
2024-10,Education,True,95.81,,0
2024-11,Education,True,95.82,,0
2024-12,Education,True,95.83,,0
2025-01,Education,True,95.8,,0
2025-02,Education,True,99.87,,4.2
2025-03,Education,True,99.93,,0.1
2025-04,Education,True,99.92,4.4,0
2025-05,Education,True,99.89,4.3,0
2025-06,Education,True,99.95,4.4,0.1
2025-07,Education,True,99.95,4.4,0
2025-08,Education,True,99.97,4.4,0
2025-09,Education,True,100,4.4,0
2025-10,Education,True,100.01,4.4,0
2025-11,Education,True,100.02,4.4,0
2025-12,Education,True,100.03,4.4,0
2026-01,Education,True,100.01,4.4,0
2026-02,Education,True,104.09,4.2,4.1
2026-03,Education,True,104.16,4.2,0.1
2026-04,Education,True,104.16,4.2,0
2026-05,Education,True,104.14,4.3,0
2017-10,Eggs,False,,,0.3
2017-11,Eggs,False,,,-0.5
2017-12,Eggs,False,,,-1.3
2018-01,Eggs,False,,,-0.1
2018-02,Eggs,False,,,1.8
2018-03,Eggs,False,,,0.6
2018-04,Eggs,False,,,0.2
2018-05,Eggs,False,,,-1.8
2018-06,Eggs,False,,,1.4
2018-07,Eggs,False,,,-0.4
2018-08,Eggs,False,,,-0.1
2018-09,Eggs,False,,-0.6,-0.6
2018-10,Eggs,False,,-0.9,0
2018-11,Eggs,False,,-0.6,-0.3
2018-12,Eggs,False,,0.7,0
2019-01,Eggs,False,,1.9,1
2019-02,Eggs,False,,-0.3,-0.3
2019-03,Eggs,False,,-0.6,0.3
2019-04,Eggs,False,,0,0.8
2019-05,Eggs,False,,2.1,0.2
2019-06,Eggs,False,,1.9,1.2
2019-07,Eggs,False,,3.5,1.1
2019-08,Eggs,False,,3.6,0
2019-09,Eggs,False,,4.9,0.6
2019-10,Eggs,False,,4.8,0
2019-11,Eggs,False,,5.1,0.1
2019-12,Eggs,False,,5.5,0.4
2020-01,Eggs,False,,4.7,0.2
2020-02,Eggs,False,,5.6,0.6
2020-03,Eggs,False,,7.1,1.6
2020-04,Eggs,False,,7.5,1.2
2020-05,Eggs,False,,6.7,-0.5
2020-06,Eggs,False,,5.1,-0.3
2020-07,Eggs,False,,3.3,-0.6
2020-08,Eggs,False,,3.5,0.3
2020-09,Eggs,False,,3.2,0.3
2020-10,Eggs,False,,2.5,-0.7
2020-11,Eggs,False,,2.6,0.2
2020-12,Eggs,False,,2.2,0
2021-01,Eggs,False,,2,0.1
2021-02,Eggs,False,,1.1,-0.3
2021-03,Eggs,False,,-1.3,-0.8
2021-04,Eggs,False,,-2.5,0
2021-05,Eggs,False,,-2.1,-0.1
2021-06,Eggs,False,,-1.3,0.5
2021-07,Eggs,False,,-0.4,0.3
2021-08,Eggs,False,,-1.1,-0.4
2021-09,Eggs,False,,-2.3,-1
2021-10,Eggs,False,,-1.1,0.6
2021-11,Eggs,False,,-1.2,0.1
2021-12,Eggs,False,,-0.5,0.7
2022-01,Eggs,False,,0.1,0.6
2022-02,Eggs,False,,0.8,0.4
2022-03,Eggs,False,,2.5,0.9
2022-04,Eggs,False,,3.1,0.5
2022-05,Eggs,False,,3.9,0.7
2022-06,Eggs,False,,8.5,5
2022-07,Eggs,False,,9.6,1.2
2022-08,Eggs,False,,11.5,1.3
2022-09,Eggs,False,,14.1,1.3
2022-10,Eggs,False,,13.5,0.1
2022-11,Eggs,False,,13.7,0.3
2022-12,Eggs,False,,13.1,0.2
2023-01,Eggs,False,,12.8,0.4
2023-02,Eggs,False,,15.9,3.1
2023-03,Eggs,False,,15.2,0.3
2023-04,Eggs,False,,15.2,0.6
2023-05,Eggs,False,,14.9,0.3
2023-06,Eggs,False,,9.9,0.4
2023-07,Eggs,False,,10.5,1.8
2023-08,Eggs,False,,9.7,0.6
2023-09,Eggs,False,,10.7,2.2
2023-10,Eggs,False,,12.7,1.9
2023-11,Eggs,False,,11.6,-0.7
2023-12,Eggs,False,,11.2,-0.2
2024-01,Eggs,False,,11.3,0.5
2024-02,Eggs,False,,8.6,0.6
2024-03,Eggs,False,,7.5,-0.7
2024-04,Eggs,False,,6.9,0
2024-05,Eggs,False,,6.8,0.2
2024-06,Eggs,False,,7.6,1.2
2024-07,Eggs,False,,7.1,1.4
2024-08,Eggs,False,,7.8,1.2
2024-09,Eggs,False,,9.7,4
2024-10,Eggs,False,,8.1,0.4
2024-11,Eggs,False,,9.1,0.2
2024-12,Eggs,False,,9.7,0.4
2025-01,Eggs,False,,9.7,0.5
2025-02,Eggs,False,,9.3,0.2
2025-03,Eggs,False,,11.8,1.5
2025-04,Eggs,False,,17,4.7
2025-05,Eggs,False,,18.2,1.3
2025-06,Eggs,False,,16.6,-0.2
2025-07,Eggs,False,,15.9,0.8
2025-08,Eggs,False,,14.2,-0.2
2025-09,Eggs,False,,7.1,-2.5
2025-10,Eggs,False,,8.3,1.6
2025-11,Eggs,False,,6.8,-1.2
2025-12,Eggs,False,,1.7,-4.4
2026-01,Eggs,False,,3.9,2.6
2026-02,Eggs,False,,5.2,1.5
2026-03,Eggs,False,,2.7,-0.9
2026-04,Eggs,False,,-3.2,-1.2
2026-05,Eggs,False,,-3.1,1.3
2021-11,Electricity,False,,,0
2021-12,Electricity,False,,,0.2
2022-01,Electricity,False,,,0
2022-02,Electricity,False,,,0
2022-03,Electricity,False,,,0
2022-04,Electricity,False,,,0.2
2022-05,Electricity,False,,,1.4
2022-06,Electricity,False,,,1.8
2022-07,Electricity,False,,,8.9
2022-08,Electricity,False,,,2
2022-09,Electricity,False,,,0.3
2022-10,Electricity,False,,16.1,0.5
2022-11,Electricity,False,,15.2,-0.8
2022-12,Electricity,False,,15,0
2023-01,Electricity,False,,15,0
2023-02,Electricity,False,,15,0
2023-03,Electricity,False,,15.2,0.2
2023-04,Electricity,False,,15,0
2023-05,Electricity,False,,13.3,-0.2
2023-06,Electricity,False,,10,-1.1
2023-07,Electricity,False,,17.5,16.3
2023-08,Electricity,False,,15.2,0
2023-09,Electricity,False,,14.8,0
2023-10,Electricity,False,,11.4,-2.4
2023-11,Electricity,False,,12.3,0
2023-12,Electricity,False,,12.3,0
2024-01,Electricity,False,,13.6,1.1
2024-02,Electricity,False,,13.6,0
2024-03,Electricity,False,,13.3,0
2024-04,Electricity,False,,12.1,-1.1
2024-05,Electricity,False,,12.4,0
2024-06,Electricity,False,,13.6,0
2024-07,Electricity,False,,3.3,5.8
2024-08,Electricity,False,,-11.1,-13.9
2024-09,Electricity,False,,-11.1,0
2024-10,Electricity,False,,-23.2,-15.7
2024-11,Electricity,False,,-8.9,18.6
2024-12,Electricity,False,,-8.9,0
2025-01,Electricity,False,,-9.9,0
2025-02,Electricity,False,,-10.7,-0.9
2025-03,Electricity,False,,-10.7,0
2025-04,Electricity,False,,-9.6,0.1
2025-05,Electricity,False,,-9.6,0
2025-06,Electricity,False,,-8.5,1.3
2025-07,Electricity,False,,-13.1,0.5
2025-08,Electricity,False,,0.9,-0.2
2025-09,Electricity,False,,0.9,0
2025-10,Electricity,False,,19.3,-0.3
2025-11,Electricity,False,,1.2,0.6
2025-12,Electricity,False,,1.2,0
2026-01,Electricity,False,,16.7,15.3
2026-02,Electricity,False,,17.7,0
2026-03,Electricity,False,,17.6,-0.1
2026-04,Electricity,False,,16.2,-1
2026-05,Electricity,False,,17.6,1.2
2024-05,"Equipment for sports, camping and open-air recreation",False,,,1
2024-06,"Equipment for sports, camping and open-air recreation",False,,,-3.5
2024-07,"Equipment for sports, camping and open-air recreation",False,,,3.3
2024-08,"Equipment for sports, camping and open-air recreation",False,,,-0.7
2024-09,"Equipment for sports, camping and open-air recreation",False,,,-2.2
2024-10,"Equipment for sports, camping and open-air recreation",False,,,1.5
2024-11,"Equipment for sports, camping and open-air recreation",False,,,-0.8
2024-12,"Equipment for sports, camping and open-air recreation",False,,,0.1
2025-01,"Equipment for sports, camping and open-air recreation",False,,,0.9
2025-02,"Equipment for sports, camping and open-air recreation",False,,,-1.7
2025-03,"Equipment for sports, camping and open-air recreation",False,,,2.7
2025-04,"Equipment for sports, camping and open-air recreation",False,,0.1,-0.4
2025-05,"Equipment for sports, camping and open-air recreation",False,,-2.3,-1.4
2025-06,"Equipment for sports, camping and open-air recreation",False,,0.1,-1
2025-07,"Equipment for sports, camping and open-air recreation",False,,-0.9,2.3
2025-08,"Equipment for sports, camping and open-air recreation",False,,1.5,1.7
2025-09,"Equipment for sports, camping and open-air recreation",False,,3.5,-0.2
2025-10,"Equipment for sports, camping and open-air recreation",False,,3.7,1.6
