STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,169,9745,29940,38581,35897,38481,47534,200347,6.80%
VIC,395,23131,50618,49629,38443,34592,33709,230517,10.15%
QLD,369,15352,34586,39972,36505,34493,32856,194133,10.81%
SA,2072,12734,14490,15742,15423,16058,18006,94525,13.93%
WA,180,15777,31543,31216,28108,24756,21653,153233,16.96%
TAS,112,2657,4882,5637,5605,5718,4624,29235,14.17%
NT,28,821,2129,1808,1536,1042,459,7823,9.35%
ACT,49,2202,4849,4105,3335,2864,2491,19895,13.66%
TOTAL,3374,82419,173037,186690,164852,158004,161332,929708,10.29%
