STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,88,5590,12454,20738,21742,25401,35096,121109,4.45%
VIC,119,9152,20720,25886,22821,21464,22787,122949,5.93%
QLD,124,6468,13884,20401,21657,23185,24894,110613,6.65%
SA,1942,6415,5971,8185,8846,9667,12424,53450,8.45%
WA,86,6824,12914,16342,16162,15521,15432,83281,9.71%
TAS,27,1017,2017,2633,3154,3573,3385,15806,8.23%
NT,3,229,676,858,812,701,347,3626,4.22%
ACT,11,871,2030,2197,1935,1779,1570,10393,7.64%
TOTAL,2400,36566,70666,97240,97129,101291,115935,521227,6.24%
