STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,181,10467,26612,33838,32354,34999,39466,177917,6.31%
VIC,326,21868,41873,41277,33205,29549,26794,194892,9.05%
QLD,377,15578,31236,34632,33035,31070,26657,172585,10.20%
SA,1916,10737,11645,13200,13065,13624,14203,78390,11.90%
WA,216,15505,26509,26728,24277,20595,17108,130938,15.47%
TAS,70,2475,4209,4891,5056,4919,3697,25317,12.55%
NT,14,692,1714,1474,1187,794,319,6194,7.88%
ACT,70,1910,3837,3322,2664,2385,1885,16073,11.47%
TOTAL,3170,79232,147635,159362,144843,137935,130129,802306,9.34%
