STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,392,7730,35341,44642,40830,42349,59965,231249,7.80%
VIC,308,18969,59604,57612,45886,40749,45114,268242,11.60%
QLD,260,11409,38911,43775,40080,37896,41961,214292,11.80%
SA,2556,13570,18942,18591,18195,18754,24081,114689,16.80%
WA,132,11637,35816,34453,30652,27141,27715,167546,17.40%
TAS,54,2504,5808,6069,6343,6434,6243,33455,16.10%
NT,18,604,2275,2083,1716,1223,660,8579,10.10%
ACT,34,1939,5901,5020,3921,3278,3453,23546,15.40%
TOTAL,3754,68362,202598,212245,187623,177824,209192,1061598,11.60%
