STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1263,137057,223182,228574,195474,226066,1011616,34.70%
VIC,1461,28134,43380,39403,32433,35075,179886,7.90%
QLD,1233,85328,89965,66395,41706,36243,320870,17.70%
SA,31152,66538,64984,61460,53061,60275,337470,50.70%
WA,673,16168,50150,54780,46091,52832,220694,21.80%
TAS,175,4312,15125,16763,15560,18911,70846,34.90%
NT,43,320,798,974,653,405,3193,3.20%
ACT,185,1280,2529,2515,1954,1857,10320,6.80%
TOTAL,36185,339137,490113,470864,386932,431664,2154895,23.60%
