STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,143,6213,13155,20994,20594,23938,30707,115744,4.32%
VIC,197,8556,17597,22596,20270,19137,19172,107525,5.41%
QLD,190,6267,12047,17308,18882,20489,20883,96066,6.08%
SA,3308,4673,4384,6049,6733,7691,9671,42509,6.91%
WA,121,5552,9824,12634,12901,12618,12292,65942,8.17%
TAS,53,922,1628,2087,2734,3025,2741,13190,7.00%
NT,10,208,698,848,712,565,288,3329,4.09%
ACT,27,775,1570,1741,1562,1476,1213,8364,6.49%
TOTAL,4049,33166,60903,84257,84388,88939,96967,452669,5.61%
