STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,297,11447,26994,33427,30009,32240,33597,168011,6.11%
VIC,522,19829,34335,34905,29301,25685,22143,166720,8.04%
QLD,536,14383,25460,27775,27944,26442,21679,144219,9.02%
SA,3344,7864,8440,9589,9760,10463,10996,60456,9.51%
WA,340,12773,20179,20455,19094,16402,13356,102599,12.67%
TAS,110,2260,3226,3702,4194,3953,2942,20387,10.34%
NT,22,694,1632,1470,999,655,270,5742,8.06%
ACT,71,1654,3114,2612,2223,1934,1426,13034,9.79%
TOTAL,5242,70904,123380,133935,123524,117774,106409,681168,8.24%
