STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,158,10160,28505,36517,34319,37006,43822,190487,6.62%
VIC,350,22574,46777,45569,35745,31821,30172,213008,9.65%
QLD,337,15737,33261,37593,35099,32941,30073,185041,10.63%
SA,1899,11862,13133,14458,14356,14973,16217,86898,13.01%
WA,190,15935,29218,29264,26475,22807,19478,143367,16.39%
TAS,89,2584,4587,5352,5390,5366,4165,27533,13.51%
NT,17,767,1959,1665,1386,936,392,7122,8.82%
ACT,29,2110,4449,3753,3049,2647,2184,18221,12.76%
TOTAL,3069,81729,161889,174171,155819,148497,146503,871677,9.91%
