STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,5253,117049,219044,225104,187042,201011,954503,31.23%
VIC,5771,34314,64110,53292,42355,44364,244206,10.19%
QLD,5548,72175,79486,65180,41086,34446,297921,15.80%
SA,29612,60857,61580,60137,51724,55099,319009,45.86%
WA,2238,15580,48580,55449,45779,50765,218391,21.63%
TAS,609,3954,14311,16728,15069,17617,68288,32.63%
NT,180,639,1051,1103,668,382,4023,4.62%
ACT,666,2383,3740,3258,2358,2308,14713,9.38%
TOTAL,49877,306951,491902,480251,386081,405992,2121054,22.33%
