STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1621,115999,217364,229033,200708,242566,1007291,34.1%
VIC,1717,23518,44486,40071,33547,37355,180694,7.8%
QLD,1438,76697,89448,69742,44170,39502,320997,17.5%
SA,32362,67376,66341,63095,54955,65535,349664,52.0%
WA,695,12978,47298,55212,47255,56980,220418,21.5%
TAS,186,3132,14347,16751,15910,20276,70602,34.6%
NT,35,314,710,1021,704,437,3221,3.2%
ACT,198,1232,2441,2590,1992,1995,10448,6.9%
TOTAL,38252,301246,482435,477515,399241,464646,2163335,23.4%
