STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1483,123938,220191,228404,198682,236235,1008933,34.60%
VIC,1632,25360,43992,39891,32876,36584,180335,8.00%
QLD,1352,80073,89874,68215,43142,38238,320894,17.70%
SA,31619,66791,65770,62223,54178,63519,344100,51.70%
WA,697,14183,48420,54965,46875,55335,220475,21.80%
TAS,180,3538,14716,16708,15759,19765,70666,34.80%
NT,34,314,759,991,689,418,3205,3.20%
ACT,190,1248,2503,2534,2002,1949,10426,6.90%
TOTAL,37187,315445,486225,473931,394203,452043,2159034,23.70%
