st_code,st_name,lga_code,lga_name,financial_year,births,deaths,natural_increase,internal_arrivals,internal_departures,net_internal_migration,overseas_arrivals,overseas_departures,net_overseas_migration
2,Victoria,22910,Hepburn,2023-24,125,157,-32,1113,1002,111,106,34,72
2,Victoria,22910,Hepburn,2024-25,111,160,-49,1099,904,195,88,40,48
2,Victoria,22980,Hindmarsh,2021-22,49,77,-28,366,416,-50,26,11,15
2,Victoria,22980,Hindmarsh,2022-23,50,83,-33,269,312,-43,33,8,25
2,Victoria,22980,Hindmarsh,2023-24,52,95,-43,234,316,-82,30,9,21
2,Victoria,22980,Hindmarsh,2024-25,57,85,-28,290,267,23,25,11,14
2,Victoria,23110,Hobsons Bay,2021-22,1155,637,518,7267,9223,-1956,1486,651,835
2,Victoria,23110,Hobsons Bay,2022-23,1052,645,407,5565,6023,-458,2423,530,1893
2,Victoria,23110,Hobsons Bay,2023-24,1126,659,467,6185,6433,-248,2226,627,1599
2,Victoria,23110,Hobsons Bay,2024-25,1180,685,495,5931,5845,86,1853,727,1126
2,Victoria,23190,Horsham,2021-22,277,193,84,1108,1316,-208,95,39,56
2,Victoria,23190,Horsham,2022-23,209,196,13,944,1125,-181,124,33,91
2,Victoria,23190,Horsham,2023-24,255,194,61,994,1094,-100,112,37,75
2,Victoria,23190,Horsham,2024-25,260,175,85,835,988,-153,95,42,53
2,Victoria,23270,Hume,2021-22,3985,1169,2816,16270,15858,412,4197,1705,2492
2,Victoria,23270,Hume,2022-23,3798,1151,2647,13171,12098,1073,7086,1364,5722
2,Victoria,23270,Hume,2023-24,4161,1042,3119,13613,12727,886,6284,1608,4676
2,Victoria,23270,Hume,2024-25,4288,1063,3225,13406,11879,1527,5237,1867,3370
2,Victoria,23350,Indigo,2021-22,154,148,6,1393,1386,7,56,24,32
2,Victoria,23350,Indigo,2022-23,202,180,22,1153,1019,134,71,18,53
2,Victoria,23350,Indigo,2023-24,149,160,-11,1234,1155,79,66,21,45
2,Victoria,23350,Indigo,2024-25,212,169,43,1156,1083,73,49,25,24
2,Victoria,23430,Kingston (Vic.),2021-22,1751,1197,554,12037,13860,-1823,2808,1195,1613
2,Victoria,23430,Kingston (Vic.),2022-23,1540,1242,298,9453,9969,-516,4679,910,3769
2,Victoria,23430,Kingston (Vic.),2023-24,1630,1196,434,9942,10886,-944,4209,1077,3132
2,Victoria,23430,Kingston (Vic.),2024-25,1672,1140,532,9163,9960,-797,3505,1250,2255
2,Victoria,23670,Knox,2021-22,1609,1168,441,11209,13869,-2660,1887,767,1120
2,Victoria,23670,Knox,2022-23,1579,1160,419,8927,9683,-756,3119,612,2507
2,Victoria,23670,Knox,2023-24,1438,1177,261,9509,10468,-959,2823,721,2102
2,Victoria,23670,Knox,2024-25,1603,1132,471,8459,9578,-1119,2351,839,1512
2,Victoria,23810,Latrobe (Vic.),2021-22,898,821,77,4504,4403,101,406,165,241
2,Victoria,23810,Latrobe (Vic.),2022-23,900,847,53,3572,3657,-85,543,133,410
2,Victoria,23810,Latrobe (Vic.),2023-24,903,865,38,3870,3685,185,491,154,337
2,Victoria,23810,Latrobe (Vic.),2024-25,1014,786,228,3437,3249,188,401,179,222
2,Victoria,23940,Loddon,2021-22,72,89,-17,631,604,27,30,13,17
2,Victoria,23940,Loddon,2022-23,59,93,-34,457,458,-1,40,10,30
2,Victoria,23940,Loddon,2023-24,59,82,-23,479,486,-7,37,11,26
2,Victoria,23940,Loddon,2024-25,69,97,-28,448,438,10,29,14,15
2,Victoria,24130,Macedon Ranges,2021-22,554,358,196,4145,3961,184,284,117,167
2,Victoria,24130,Macedon Ranges,2022-23,548,373,175,3027,2864,163,416,93,323
2,Victoria,24130,Macedon Ranges,2023-24,473,328,145,3242,2890,352,388,107,281
2,Victoria,24130,Macedon Ranges,2024-25,530,363,167,3001,2483,518,320,126,194
2,Victoria,24210,Manningham,2021-22,1011,1075,-64,8977,10011,-1034,2868,1212,1656
2,Victoria,24210,Manningham,2022-23,901,1101,-200,6789,7446,-657,4748,976,3772
2,Victoria,24210,Manningham,2023-24,964,1025,-61,7063,8078,-1015,4297,1152,3145
2,Victoria,24210,Manningham,2024-25,964,1024,-60,6728,7368,-640,3586,1337,2249
2,Victoria,24250,Mansfield,2021-22,68,73,-5,917,774,143,97,40,57
2,Victoria,24250,Mansfield,2022-23,81,81,0,679,546,133,126,33,93
2,Victoria,24250,Mansfield,2023-24,76,89,-13,785,621,164,114,37,77
2,Victoria,24250,Mansfield,2024-25,90,92,-2,712,554,158,97,44,53
2,Victoria,24330,Maribyrnong,2021-22,1172,495,677,9531,10801,-1270,2561,1079,1482
2,Victoria,24330,Maribyrnong,2022-23,1021,460,561,7405,8239,-834,5279,884,4395
2,Victoria,24330,Maribyrnong,2023-24,1081,464,617,7557,8637,-1080,3837,1047,2790
2,Victoria,24330,Maribyrnong,2024-25,1079,442,637,6572,8245,-1673,3202,1217,1985
2,Victoria,24410,Maroondah,2021-22,1386,908,478,9284,11065,-1781,1469,597,872
2,Victoria,24410,Maroondah,2022-23,1252,892,360,7477,8169,-692,2417,476,1941
2,Victoria,24410,Maroondah,2023-24,1237,854,383,8103,8302,-199,2198,563,1635
2,Victoria,24410,Maroondah,2024-25,1347,885,462,7322,7784,-462,1828,653,1175
2,Victoria,24600,Melbourne,2021-22,1229,470,759,19917,21158,-1241,17194,10566,6628
2,Victoria,24600,Melbourne,2022-23,978,497,481,15413,18037,-2624,29067,9577,19490
2,Victoria,24600,Melbourne,2023-24,988,513,475,13447,17405,-3958,25739,11294,14445
2,Victoria,24600,Melbourne,2024-25,1051,499,552,13408,15691,-2283,21784,13137,8647
2,Victoria,24650,Melton,2021-22,3102,650,2452,18860,11076,7784,2060,837,1223
2,Victoria,24650,Melton,2022-23,3254,681,2573,16554,8997,7557,3186,674,2512
2,Victoria,24650,Melton,2023-24,3621,650,2971,18532,10355,8177,3090,791,2299
2,Victoria,24650,Melton,2024-25,4253,668,3585,17620,10179,7441,2565,918,1647
2,Victoria,24700,Merri-bek,2021-22,2292,1327,965,16565,19453,-2888,4875,2245,2630
2,Victoria,24700,Merri-bek,2022-23,2152,1232,920,12596,13423,-827,8187,2010,6177
2,Victoria,24700,Merri-bek,2023-24,2113,1128,985,12926,13833,-907,7310,2379,4931
2,Victoria,24700,Merri-bek,2024-25,2393,1126,1267,12473,13540,-1067,6184,2762,3422
2,Victoria,24780,Mildura,2021-22,704,591,113,2838,3315,-477,587,242,345
2,Victoria,24780,Mildura,2022-23,686,549,137,2302,2849,-547,819,189,630
2,Victoria,24780,Mildura,2023-24,704,534,170,2244,2914,-670,690,223,467
2,Victoria,24780,Mildura,2024-25,805,576,229,2218,2601,-383,591,262,329
2,Victoria,24850,Mitchell,2021-22,695,277,418,5280,4080,1200,348,143,205
2,Victoria,24850,Mitchell,2022-23,744,318,426,4567,3425,1142,503,114,389
2,Victoria,24850,Mitchell,2023-24,770,337,433,5507,3666,1841,445,132,313
2,Victoria,24850,Mitchell,2024-25,948,320,628,5056,3522,1534,371,153,218
2,Victoria,24900,Moira,2021-22,304,354,-50,2295,2226,69,141,60,81
2,Victoria,24900,Moira,2022-23,310,370,-60,1929,1846,83,182,46,136
2,Victoria,24900,Moira,2023-24,303,373,-70,1801,1829,-28,166,53,113
2,Victoria,24900,Moira,2024-25,350,382,-32,1881,1700,181,139,63,76
2,Victoria,24970,Monash,2021-22,1642,1562,80,15146,17725,-2579,8796,4431,4365
2,Victoria,24970,Monash,2022-23,1551,1528,23,11119,13689,-2570,14678,3585,11093
2,Victoria,24970,Monash,2023-24,1527,1515,12,11398,15035,-3637,13147,4229,8918
2,Victoria,24970,Monash,2024-25,1655,1533,122,10580,13556,-2976,11005,4916,6089
2,Victoria,25060,Moonee Valley,2021-22,1308,939,369,9917,11772,-1855,2405,1069,1336
2,Victoria,25060,Moonee Valley,2022-23,1181,906,275,7991,8086,-95,4022,867,3155
2,Victoria,25060,Moonee Valley,2023-24,1233,895,338,8440,8263,177,3599,1025,2574
2,Victoria,25060,Moonee Valley,2024-25,1239,883,356,7592,8508,-916,3030,1193,1837
2,Victoria,25150,Moorabool,2021-22,498,267,231,3212,2934,278,152,62,90
2,Victoria,25150,Moorabool,2022-23,469,255,214,2352,2216,136,221,51,170
2,Victoria,25150,Moorabool,2023-24,509,272,237,2746,2460,286,216,59,157
2,Victoria,25150,Moorabool,2024-25,574,277,297,2491,2133,358,176,68,108
2,Victoria,25340,Mornington Peninsula,2021-22,1450,1747,-297,11098,12368,-1270,1143,483,660
2,Victoria,25340,Mornington Peninsula,2022-23,1359,1663,-304,8812,9498,-686,1739,391,1348
2,Victoria,25340,Mornington Peninsula,2023-24,1305,1705,-400,9878,9759,119,1708,461,1247
2,Victoria,25340,Mornington Peninsula,2024-25,1422,1726,-304,9374,8598,776,1419,531,888
2,Victoria,25430,Mount Alexander,2021-22,154,174,-20,1521,1411,110,110,45,65
2,Victoria,25430,Mount Alexander,2022-23,151,206,-55,1194,1006,188,142,37,105
2,Victoria,25430,Mount Alexander,2023-24,145,213,-68,1302,1110,192,129,43,86
2,Victoria,25430,Mount Alexander,2024-25,144,204,-60,1239,1017,222,108,48,60
2,Victoria,25490,Moyne,2021-22,193,127,66,1417,1390,27,91,37,54
2,Victoria,25490,Moyne,2022-23,202,155,47,1008,1025,-17,119,30,89
2,Victoria,25490,Moyne,2023-24,191,120,71,1011,1051,-40,109,36,73
2,Victoria,25490,Moyne,2024-25,201,151,50,945,952,-7,92,41,51
2,Victoria,25620,Murrindindi,2021-22,132,126,6,1343,1200,143,60,25,35
2,Victoria,25620,Murrindindi,2022-23,138,153,-15,962,885,77,76,20,56
2,Victoria,25620,Murrindindi,2023-24,104,140,-36,1097,1001,96,71,22,49
2,Victoria,25620,Murrindindi,2024-25,142,135,7,970,909,61,56,26,30
2,Victoria,25710,Nillumbik,2021-22,593,324,269,4088,5060,-972,426,175,251
2,Victoria,25710,Nillumbik,2022-23,541,355,186,3229,3767,-538,652,140,512
2,Victoria,25710,Nillumbik,2023-24,561,304,257,3446,3806,-360,637,164,473
2,Victoria,25710,Nillumbik,2024-25,571,348,223,3175,3467,-292,527,189,338
2,Victoria,25810,Northern Grampians,2021-22,113,146,-33,790,859,-69,70,30,40
2,Victoria,25810,Northern Grampians,2022-23,123,127,-4,604,682,-78,90,23,67
2,Victoria,25810,Northern Grampians,2023-24,119,142,-23,608,726,-118,83,27,56
2,Victoria,25810,Northern Grampians,2024-25,141,141,0,645,603,42,69,31,38
2,Victoria,25900,Port Phillip,2021-22,1093,545,548,11985,13915,-1930,4219,2458,1761
2,Victoria,25900,Port Phillip,2022-23,971,511,460,9479,10221,-742,7822,2057,5765
2,Victoria,25900,Port Phillip,2023-24,925,504,421,9381,10752,-1371,6319,2425,3894
2,Victoria,25900,Port Phillip,2024-25,983,511,472,8755,9514,-759,5297,2820,2477
2,Victoria,25990,Pyrenees,2021-22,55,74,-19,700,679,21,24,10,14
2,Victoria,25990,Pyrenees,2022-23,61,75,-14,590,471,119,28,9,19
2,Victoria,25990,Pyrenees,2023-24,67,86,-19,619,451,168,27,9,18
2,Victoria,25990,Pyrenees,2024-25,60,77,-17,529,491,38,20,10,10
2,Victoria,26080,Queenscliffe,2021-22,18,23,-5,299,333,-34,19,8,11
2,Victoria,26080,Queenscliffe,2022-23,12,44,-32,170,144,26,26,7,19
2,Victoria,26080,Queenscliffe,2023-24,15,28,-13,210,152,58,24,7,17
2,Victoria,26080,Queenscliffe,2024-25,18,31,-13,225,188,37,19,9,10
2,Victoria,26170,South Gippsland,2021-22,274,316,-42,2276,2034,242,139,58,81
2,Victoria,26170,South Gippsland,2022-23,291,323,-32,1598,1601,-3,179,46,133
2,Victoria,26170,South Gippsland,2023-24,257,279,-22,1569,1487,82,164,54,110
2,Victoria,26170,South Gippsland,2024-25,275,320,-45,1531,1383,148,132,63,69
2,Victoria,26260,Southern Grampians,2021-22,167,191,-24,959,1123,-164,87,37,50
2,Victoria,26260,Southern Grampians,2022-23,173,204,-31,774,776,-2,112,29,83
2,Victoria,26260,Southern Grampians,2023-24,161,167,-6,823,841,-18,103,33,70
2,Victoria,26260,Southern Grampians,2024-25,180,198,-18,750,747,3,87,39,48
2,Victoria,26350,Stonnington,2021-22,945,719,226,11322,13351,-2029,4299,2588,1711
2,Victoria,26350,Stonnington,2022-23,880,678,202,9098,9875,-777,7688,2264,5424
2,Victoria,26350,Stonnington,2023-24,846,667,179,8837,10364,-1527,6433,2672,3761
2,Victoria,26350,Stonnington,2024-25,907,646,261,8196,9292,-1096,5373,3109,2264
2,Victoria,26430,Strathbogie,2021-22,107,136,-29,961,859,102,63,25,38
2,Victoria,26430,Strathbogie,2022-23,78,144,-66,748,670,78,80,20,60
2,Victoria,26430,Strathbogie,2023-24,89,153,-64,810,651,159,73,24,49
2,Victoria,26430,Strathbogie,2024-25,115,134,-19,739,607,132,59,28,31
2,Victoria,26490,Surf Coast,2021-22,441,223,218,3376,2812,564,298,120,178
2,Victoria,26490,Surf Coast,2022-23,395,262,133,2329,2167,162,411,96,315
2,Victoria,26490,Surf Coast,2023-24,394,250,144,2324,2105,219,366,113,253
2,Victoria,26490,Surf Coast,2024-25,376,253,123,2186,2040,146,294,132,162
2,Victoria,26610,Swan Hill,2021-22,292,216,76,1114,1578,-464,264,107,157
2,Victoria,26610,Swan Hill,2022-23,277,201,76,868,1253,-385,337,86,251
2,Victoria,26610,Swan Hill,2023-24,298,237,61,919,1351,-432,311,101,210
2,Victoria,26610,Swan Hill,2024-25,326,194,132,869,1118,-249,265,117,148
2,Victoria,26670,Towong,2021-22,50,64,-14,455,506,-51,32,14,18
2,Victoria,26670,Towong,2022-23,57,61,-4,381,372,9,37,10,27
2,Victoria,26670,Towong,2023-24,61,67,-6,380,433,-53,43,12,31
2,Victoria,26670,Towong,2024-25,54,79,-25,424,401,23,31,14,17
2,Victoria,26700,Wangaratta,2021-22,315,300,15,1794,1799,-5,130,53,77
2,Victoria,26700,Wangaratta,2022-23,299,332,-33,1339,1361,-22,167,43,124
2,Victoria,26700,Wangaratta,2023-24,260,310,-50,1548,1469,79,152,50,102
2,Victoria,26700,Wangaratta,2024-25,313,326,-13,1274,1279,-5,127,58,69
2,Victoria,26730,Warrnambool,2021-22,357,356,1,2191,2383,-192,372,154,218
2,Victoria,26730,Warrnambool,2022-23,378,357,21,1706,1820,-114,479,120,359
2,Victoria,26730,Warrnambool,2023-24,390,333,57,1704,1883,-179,434,140,294
2,Victoria,26730,Warrnambool,2024-25,418,340,78,1669,1601,68,375,164,211
2,Victoria,26810,Wellington,2021-22,466,457,9,3522,3482,40,276,113,163
2,Victoria,26810,Wellington,2022-23,489,480,9,2584,2604,-20,359,92,267
2,Victoria,26810,Wellington,2023-24,480,423,57,2895,2835,60,328,105,223
2,Victoria,26810,Wellington,2024-25,488,465,23,2512,2408,104,271,124,147
2,Victoria,26890,West Wimmera,2021-22,43,47,-4,268,318,-50,11,5,6
2,Victoria,26890,West Wimmera,2022-23,43,43,0,249,263,-14,16,4,12
2,Victoria,26890,West Wimmera,2023-24,38,52,-14,256,278,-22,15,4,11
2,Victoria,26890,West Wimmera,2024-25,45,45,0,257,250,7,11,6,5
2,Victoria,26980,Whitehorse,2021-22,1424,1305,119,13608,15590,-1982,5772,2709,3063
2,Victoria,26980,Whitehorse,2022-23,1351,1212,139,10513,12020,-1507,9696,2273,7423
2,Victoria,26980,Whitehorse,2023-24,1337,1223,114,11025,12645,-1620,8669,2686,5983
2,Victoria,26980,Whitehorse,2024-25,1407,1245,162,9929,11740,-1811,7215,3119,4096
2,Victoria,27070,Whittlesea,2021-22,3352,1234,2118,15835,15340,495,3838,1556,2282
2,Victoria,27070,Whittlesea,2022-23,3331,1251,2080,12666,11716,950,5991,1241,4750
2,Victoria,27070,Whittlesea,2023-24,3260,1249,2011,13672,12031,1641,5748,1468,4280
2,Victoria,27070,Whittlesea,2024-25,3583,1341,2242,13357,11355,2002,4781,1704,3077
2,Victoria,27170,Wodonga,2021-22,564,310,254,3380,3671,-291,315,128,187
2,Victoria,27170,Wodonga,2022-23,533,327,206,3271,3337,-66,409,103,306
2,Victoria,27170,Wodonga,2023-24,537,311,226,3258,3333,-75,370,121,249
2,Victoria,27170,Wodonga,2024-25,626,356,270,3377,3309,68,316,140,176
2,Victoria,27260,Wyndham,2021-22,5232,1021,4211,22944,19151,3793,6850,2834,4016
2,Victoria,27260,Wyndham,2022-23,5280,1006,4274,18506,16448,2058,10473,2336,8137
2,Victoria,27260,Wyndham,2023-24,5320,1007,4313,18635,17678,957,9999,2760,7239
2,Victoria,27260,Wyndham,2024-25,5830,1050,4780,18114,15735,2379,8558,3207,5351
2,Victoria,27350,Yarra,2021-22,965,441,524,11781,13581,-1800,3547,1961,1586
2,Victoria,27350,Yarra,2022-23,851,375,476,9383,9412,-29,6376,1771,4605
2,Victoria,27350,Yarra,2023-24,864,400,464,9165,9814,-649,5316,2092,3224
2,Victoria,27350,Yarra,2024-25,956,402,554,8190,9311,-1121,4434,2433,2001
2,Victoria,27450,Yarra Ranges,2021-22,1934,1052,882,10163,11698,-1535,905,368,537
2,Victoria,27450,Yarra Ranges,2022-23,1822,1019,803,7768,8528,-760,1378,293,1085
2,Victoria,27450,Yarra Ranges,2023-24,1788,965,823,8610,9096,-486,1357,348,1009
2,Victoria,27450,Yarra Ranges,2024-25,1887,993,894,7712,8192,-480,1117,404,713
2,Victoria,27630,Yarriambiack,2021-22,72,92,-20,441,528,-87,13,6,7
2,Victoria,27630,Yarriambiack,2022-23,66,108,-42,372,393,-21,18,5,13
2,Victoria,27630,Yarriambiack,2023-24,55,107,-52,380,389,-9,17,5,12
2,Victoria,27630,Yarriambiack,2024-25,65,90,-25,365,363,2,13,6,7
2,Victoria,29399,Unincorporated Vic,2021-22,3,0,3,61,73,-12,7,3,4
2,Victoria,29399,Unincorporated Vic,2022-23,3,0,3,81,98,-17,9,2,7
2,Victoria,29399,Unincorporated Vic,2023-24,0,3,-3,38,30,8,8,2,6
2,Victoria,29399,Unincorporated Vic,2024-25,0,3,-3,49,75,-26,4,3,1
3,Queensland,30250,Aurukun,2021-22,9,6,3,86,99,-13,2,1,1
3,Queensland,30250,Aurukun,2022-23,34,8,26,59,58,1,2,1,1
3,Queensland,30250,Aurukun,2023-24,26,12,14,72,78,-6,2,1,1
3,Queensland,30250,Aurukun,2024-25,39,22,17,45,55,-10,2,2,0
3,Queensland,30300,Balonne,2021-22,67,41,26,323,391,-68,15,8,7
3,Queensland,30300,Balonne,2022-23,66,37,29,292,345,-53,24,8,16
3,Queensland,30300,Balonne,2023-24,55,33,22,336,356,-20,17,9,8
3,Queensland,30300,Balonne,2024-25,62,41,21,299,319,-20,14,10,4
3,Queensland,30370,Banana,2021-22,201,99,102,1090,1125,-35,89,43,46
3,Queensland,30370,Banana,2022-23,181,107,74,914,943,-29,140,46,94
3,Queensland,30370,Banana,2023-24,184,115,69,985,1005,-20,137,55,82
3,Queensland,30370,Banana,2024-25,197,109,88,856,901,-45,124,63,61
3,Queensland,30410,Barcaldine,2021-22,34,29,5,246,260,-14,10,4,6
3,Queensland,30410,Barcaldine,2022-23,44,23,21,224,224,0,13,5,8
3,Queensland,30410,Barcaldine,2023-24,40,26,14,241,241,0,12,5,7
3,Queensland,30410,Barcaldine,2024-25,52,29,23,233,236,-3,13,6,7
3,Queensland,30450,Barcoo,2021-22,6,0,6,23,28,-5,1,1,0
3,Queensland,30450,Barcoo,2022-23,3,0,3,13,13,0,2,1,1
3,Queensland,30450,Barcoo,2023-24,0,6,-6,30,27,3,2,1,1
3,Queensland,30450,Barcoo,2024-25,6,0,6,26,27,-1,2,1,1
3,Queensland,30760,Blackall Tambo,2021-22,31,21,10,175,173,2,5,3,2
3,Queensland,30760,Blackall Tambo,2022-23,20,25,-5,120,104,16,9,3,6
3,Queensland,30760,Blackall Tambo,2023-24,30,28,2,148,142,6,8,3,5
3,Queensland,30760,Blackall Tambo,2024-25,26,27,-1,131,122,9,9,4,5
3,Queensland,30900,Boulia,2021-22,10,3,7,22,25,-3,2,1,1
3,Queensland,30900,Boulia,2022-23,6,0,6,13,14,-1,3,1,2
3,Queensland,30900,Boulia,2023-24,5,5,0,28,30,-2,2,1,1
3,Queensland,30900,Boulia,2024-25,9,4,5,29,28,1,3,1,2
3,Queensland,31000,Brisbane,2021-22,14204,7101,7103,78062,78523,-461,28531,16181,12350
3,Queensland,31000,Brisbane,2022-23,13115,7272,5843,59954,61780,-1826,54981,18756,36225
3,Queensland,31000,Brisbane,2023-24,12622,7433,5189,62887,67494,-4607,53396,22343,31053
3,Queensland,31000,Brisbane,2024-25,12306,7323,4983,56063,63266,-7203,49053,25369,23684
3,Queensland,31750,Bulloo,2021-22,6,3,3,22,24,-2,1,1,0
3,Queensland,31750,Bulloo,2022-23,7,3,4,11,14,-3,2,1,1
3,Queensland,31750,Bulloo,2023-24,7,0,7,18,25,-7,1,1,0
3,Queensland,31750,Bulloo,2024-25,5,0,5,19,22,-3,1,1,0
3,Queensland,31820,Bundaberg,2021-22,992,1021,-29,7859,6459,1400,787,391,396
3,Queensland,31820,Bundaberg,2022-23,888,1138,-250,6881,5445,1436,1315,410,905
3,Queensland,31820,Bundaberg,2023-24,940,1124,-184,6872,5530,1342,1273,489,784
3,Queensland,31820,Bundaberg,2024-25,1031,1184,-153,6010,5105,905,1205,555,650
3,Queensland,31900,Burdekin,2021-22,189,161,28,1036,1116,-80,145,74,71
3,Queensland,31900,Burdekin,2022-23,180,178,2,946,999,-53,248,76,172
3,Queensland,31900,Burdekin,2023-24,174,167,7,973,944,29,212,90,122
3,Queensland,31900,Burdekin,2024-25,193,179,14,902,933,-31,205,102,103
3,Queensland,31950,Burke,2021-22,0,0,0,16,14,2,1,1,0
3,Queensland,31950,Burke,2022-23,0,4,-4,24,14,10,1,1,0
3,Queensland,31950,Burke,2023-24,4,3,1,21,16,5,1,1,0
3,Queensland,31950,Burke,2024-25,4,3,1,21,18,3,2,1,1
3,Queensland,32080,Cairns,2021-22,2001,1117,884,11955,11509,446,2117,1051,1066
3,Queensland,32080,Cairns,2022-23,1930,1117,813,10018,9733,285,3368,1102,2266
3,Queensland,32080,Cairns,2023-24,1887,1222,665,10148,10523,-375,3594,1321,2273
3,Queensland,32080,Cairns,2024-25,1887,1244,643,8632,9373,-741,3354,1495,1859
3,Queensland,32250,Carpentaria,2021-22,37,17,20,174,193,-19,9,3,6
3,Queensland,32250,Carpentaria,2022-23,32,16,16,146,129,17,9,4,5
3,Queensland,32250,Carpentaria,2023-24,27,17,10,152,150,2,9,4,5
3,Queensland,32250,Carpentaria,2024-25,31,16,15,144,134,10,5,3,2
3,Queensland,32260,Cassowary Coast,2021-22,344,306,38,2100,2236,-136,314,155,159
3,Queensland,32260,Cassowary Coast,2022-23,329,305,24,1896,1884,12,498,164,334
3,Queensland,32260,Cassowary Coast,2023-24,280,338,-58,2063,1898,165,510,194,316
3,Queensland,32260,Cassowary Coast,2024-25,293,308,-15,1797,1712,85,452,221,231
3,Queensland,32270,Central Highlands (Qld),2021-22,413,109,304,2687,2895,-208,195,96,99
3,Queensland,32270,Central Highlands (Qld),2022-23,404,134,270,2134,2160,-26,299,100,199
3,Queensland,32270,Central Highlands (Qld),2023-24,412,113,299,2480,2571,-91,279,122,157
3,Queensland,32270,Central Highlands (Qld),2024-25,431,134,297,2096,2333,-237,259,139,120
3,Queensland,32310,Charters Towers,2021-22,122,118,4,1022,991,31,33,16,17
3,Queensland,32310,Charters Towers,2022-23,130,111,19,887,926,-39,66,18,48
3,Queensland,32310,Charters Towers,2023-24,124,126,-2,859,865,-6,59,21,38
3,Queensland,32310,Charters Towers,2024-25,121,117,4,817,792,25,53,24,29
3,Queensland,32330,Cherbourg,2021-22,19,19,0,96,84,12,2,1,1
3,Queensland,32330,Cherbourg,2022-23,51,22,29,112,107,5,2,1,1
3,Queensland,32330,Cherbourg,2023-24,40,19,21,87,94,-7,2,1,1
3,Queensland,32330,Cherbourg,2024-25,37,14,23,82,90,-8,1,1,0
3,Queensland,32450,Cloncurry,2021-22,46,22,24,471,422,49,12,5,7
3,Queensland,32450,Cloncurry,2022-23,45,16,29,292,263,29,18,6,12
3,Queensland,32450,Cloncurry,2023-24,60,28,32,348,365,-17,19,6,13
3,Queensland,32450,Cloncurry,2024-25,46,17,29,330,343,-13,17,8,9
3,Queensland,32500,Cook,2021-22,53,26,27,376,379,-3,39,19,20
3,Queensland,32500,Cook,2022-23,57,36,21,343,321,22,63,19,44
3,Queensland,32500,Cook,2023-24,43,24,19,315,322,-7,76,25,51
3,Queensland,32500,Cook,2024-25,42,28,14,305,310,-5,69,27,42
3,Queensland,32600,Croydon,2021-22,4,0,4,15,21,-6,1,0,1
3,Queensland,32600,Croydon,2022-23,0,0,0,17,16,1,1,0,1
3,Queensland,32600,Croydon,2023-24,6,0,6,17,24,-7,1,0,1
3,Queensland,32600,Croydon,2024-25,4,0,4,18,20,-2,1,0,1
3,Queensland,32750,Diamantina,2021-22,4,3,1,24,28,-4,1,1,0
3,Queensland,32750,Diamantina,2022-23,5,0,5,13,19,-6,2,1,1
3,Queensland,32750,Diamantina,2023-24,4,0,4,23,30,-7,1,1,0
3,Queensland,32750,Diamantina,2024-25,0,0,0,18,18,0,2,1,1
3,Queensland,32770,Doomadgee,2021-22,33,8,25,98,119,-21,4,2,2
3,Queensland,32770,Doomadgee,2022-23,54,10,44,111,140,-29,4,2,2
3,Queensland,32770,Doomadgee,2023-24,28,4,24,89,101,-12,4,2,2
3,Queensland,32770,Doomadgee,2024-25,32,10,22,102,111,-9,3,3,0
3,Queensland,32810,Douglas,2021-22,115,102,13,1100,1017,83,188,92,96
3,Queensland,32810,Douglas,2022-23,127,121,6,788,825,-37,295,98,197
3,Queensland,32810,Douglas,2023-24,102,97,5,937,907,30,321,117,204
3,Queensland,32810,Douglas,2024-25,113,117,-4,723,759,-36,307,136,171
3,Queensland,33100,Etheridge,2021-22,12,4,8,62,76,-14,1,1,0
3,Queensland,33100,Etheridge,2022-23,11,5,6,58,60,-2,1,1,0
3,Queensland,33100,Etheridge,2023-24,9,7,2,52,57,-5,3,1,2
3,Queensland,33100,Etheridge,2024-25,11,6,5,57,57,0,2,1,1
3,Queensland,33200,Flinders (Qld),2021-22,27,14,13,135,148,-13,8,3,5
3,Queensland,33200,Flinders (Qld),2022-23,34,8,26,65,93,-28,11,4,7
3,Queensland,33200,Flinders (Qld),2023-24,30,17,13,110,121,-11,10,4,6
3,Queensland,33200,Flinders (Qld),2024-25,26,18,8,95,100,-5,8,5,3
3,Queensland,33220,Fraser Coast,2021-22,1024,1216,-192,10118,7567,2551,519,255,264
3,Queensland,33220,Fraser Coast,2022-23,922,1378,-456,9213,6526,2687,923,271,652
3,Queensland,33220,Fraser Coast,2023-24,934,1388,-454,9083,6422,2661,890,322,568
3,Queensland,33220,Fraser Coast,2024-25,915,1477,-562,8626,5936,2690,808,363,445
3,Queensland,33360,Gladstone,2021-22,816,339,477,5333,5106,227,487,238,249
3,Queensland,33360,Gladstone,2022-23,754,407,347,4986,4332,654,768,254,514
3,Queensland,33360,Gladstone,2023-24,782,421,361,4910,4496,414,734,303,431
3,Queensland,33360,Gladstone,2024-25,780,430,350,4322,3890,432,656,341,315
3,Queensland,33430,Gold Coast,2021-22,7365,4165,3200,38683,35350,3333,9994,4944,5050
3,Queensland,33430,Gold Coast,2022-23,6790,4498,2292,31578,29436,2142,19718,5204,14514
3,Queensland,33430,Gold Coast,2023-24,6725,4345,2380,32554,31464,1090,17868,6181,11687
3,Queensland,33430,Gold Coast,2024-25,6511,4211,2300,29500,28842,658,16019,7033,8986
3,Queensland,33610,Goondiwindi,2021-22,146,81,65,869,964,-95,46,23,23
