lga_code,lga_name,state_name,year,erp,is_total_row
10050,Albury,New South Wales,2001,45265,False
10050,Albury,New South Wales,2002,45816,False
10050,Albury,New South Wales,2003,46180,False
10050,Albury,New South Wales,2004,46505,False
10050,Albury,New South Wales,2005,47004,False
10050,Albury,New South Wales,2006,47566,False
10050,Albury,New South Wales,2007,48140,False
10050,Albury,New South Wales,2008,48518,False
10050,Albury,New South Wales,2009,48814,False
10050,Albury,New South Wales,2010,49222,False
10050,Albury,New South Wales,2011,49451,False
10050,Albury,New South Wales,2012,49785,False
10050,Albury,New South Wales,2013,50338,False
10050,Albury,New South Wales,2014,50990,False
10050,Albury,New South Wales,2015,51486,False
10050,Albury,New South Wales,2016,52171,False
10050,Albury,New South Wales,2017,53056,False
10050,Albury,New South Wales,2018,53922,False
10050,Albury,New South Wales,2019,54657,False
10050,Albury,New South Wales,2020,55466,False
10050,Albury,New South Wales,2021,56067,False
10050,Albury,New South Wales,2022,57024,False
10050,Albury,New South Wales,2023,57880,False
10050,Albury,New South Wales,2024,58768,False
10050,Albury,New South Wales,2025,59538,False
10180,Armidale,New South Wales,2001,27906,False
10180,Armidale,New South Wales,2002,27774,False
10180,Armidale,New South Wales,2003,27610,False
10180,Armidale,New South Wales,2004,27410,False
10180,Armidale,New South Wales,2005,27350,False
10180,Armidale,New South Wales,2006,27377,False
10180,Armidale,New South Wales,2007,27468,False
10180,Armidale,New South Wales,2008,27788,False
10180,Armidale,New South Wales,2009,28156,False
10180,Armidale,New South Wales,2010,28409,False
10180,Armidale,New South Wales,2011,28573,False
10180,Armidale,New South Wales,2012,28748,False
10180,Armidale,New South Wales,2013,28895,False
10180,Armidale,New South Wales,2014,29015,False
10180,Armidale,New South Wales,2015,29160,False
10180,Armidale,New South Wales,2016,29310,False
10180,Armidale,New South Wales,2017,29519,False
10180,Armidale,New South Wales,2018,29631,False
10180,Armidale,New South Wales,2019,29701,False
10180,Armidale,New South Wales,2020,29600,False
10180,Armidale,New South Wales,2021,29332,False
10180,Armidale,New South Wales,2022,29433,False
10180,Armidale,New South Wales,2023,29639,False
10180,Armidale,New South Wales,2024,29686,False
10180,Armidale,New South Wales,2025,29652,False
10250,Ballina,New South Wales,2001,37856,False
10250,Ballina,New South Wales,2002,38417,False
10250,Ballina,New South Wales,2003,38870,False
10250,Ballina,New South Wales,2004,39120,False
10250,Ballina,New South Wales,2005,39305,False
10250,Ballina,New South Wales,2006,39537,False
10250,Ballina,New South Wales,2007,39824,False
10250,Ballina,New South Wales,2008,40020,False
10250,Ballina,New South Wales,2009,40295,False
10250,Ballina,New South Wales,2010,40571,False
10250,Ballina,New South Wales,2011,40747,False
10250,Ballina,New South Wales,2012,41118,False
10250,Ballina,New South Wales,2013,41510,False
10250,Ballina,New South Wales,2014,41881,False
10250,Ballina,New South Wales,2015,42336,False
10250,Ballina,New South Wales,2016,42993,False
10250,Ballina,New South Wales,2017,43652,False
10250,Ballina,New South Wales,2018,44385,False
10250,Ballina,New South Wales,2019,44997,False
10250,Ballina,New South Wales,2020,45663,False
10250,Ballina,New South Wales,2021,46196,False
10250,Ballina,New South Wales,2022,47002,False
10250,Ballina,New South Wales,2023,47423,False
10250,Ballina,New South Wales,2024,48135,False
10250,Ballina,New South Wales,2025,48603,False
10300,Balranald,New South Wales,2001,2751,False
10300,Balranald,New South Wales,2002,2703,False
10300,Balranald,New South Wales,2003,2661,False
10300,Balranald,New South Wales,2004,2596,False
10300,Balranald,New South Wales,2005,2545,False
10300,Balranald,New South Wales,2006,2507,False
10300,Balranald,New South Wales,2007,2473,False
10300,Balranald,New South Wales,2008,2433,False
10300,Balranald,New South Wales,2009,2404,False
10300,Balranald,New South Wales,2010,2381,False
10300,Balranald,New South Wales,2011,2353,False
10300,Balranald,New South Wales,2012,2363,False
10300,Balranald,New South Wales,2013,2381,False
10300,Balranald,New South Wales,2014,2376,False
10300,Balranald,New South Wales,2015,2364,False
10300,Balranald,New South Wales,2016,2330,False
10300,Balranald,New South Wales,2017,2338,False
10300,Balranald,New South Wales,2018,2308,False
10300,Balranald,New South Wales,2019,2287,False
10300,Balranald,New South Wales,2020,2257,False
10300,Balranald,New South Wales,2021,2208,False
10300,Balranald,New South Wales,2022,2236,False
10300,Balranald,New South Wales,2023,2224,False
10300,Balranald,New South Wales,2024,2256,False
10300,Balranald,New South Wales,2025,2244,False
10470,Bathurst,New South Wales,2001,35504,False
10470,Bathurst,New South Wales,2002,35831,False
10470,Bathurst,New South Wales,2003,36084,False
10470,Bathurst,New South Wales,2004,36245,False
10470,Bathurst,New South Wales,2005,36547,False
10470,Bathurst,New South Wales,2006,36916,False
10470,Bathurst,New South Wales,2007,37272,False
10470,Bathurst,New South Wales,2008,37904,False
10470,Bathurst,New South Wales,2009,38848,False
10470,Bathurst,New South Wales,2010,39484,False
10470,Bathurst,New South Wales,2011,39960,False
10470,Bathurst,New South Wales,2012,40301,False
10470,Bathurst,New South Wales,2013,40727,False
10470,Bathurst,New South Wales,2014,41157,False
10470,Bathurst,New South Wales,2015,41694,False
10470,Bathurst,New South Wales,2016,42244,False
10470,Bathurst,New South Wales,2017,42583,False
10470,Bathurst,New South Wales,2018,42882,False
10470,Bathurst,New South Wales,2019,43207,False
10470,Bathurst,New South Wales,2020,43444,False
10470,Bathurst,New South Wales,2021,43674,False
10470,Bathurst,New South Wales,2022,44200,False
10470,Bathurst,New South Wales,2023,44675,False
10470,Bathurst,New South Wales,2024,44999,False
10470,Bathurst,New South Wales,2025,45359,False
10500,Bayside (NSW),New South Wales,2001,129075,False
10500,Bayside (NSW),New South Wales,2002,129377,False
10500,Bayside (NSW),New South Wales,2003,130598,False
10500,Bayside (NSW),New South Wales,2004,131144,False
10500,Bayside (NSW),New South Wales,2005,132112,False
10500,Bayside (NSW),New South Wales,2006,133205,False
10500,Bayside (NSW),New South Wales,2007,135831,False
10500,Bayside (NSW),New South Wales,2008,139556,False
10500,Bayside (NSW),New South Wales,2009,142527,False
10500,Bayside (NSW),New South Wales,2010,144295,False
10500,Bayside (NSW),New South Wales,2011,144985,False
10500,Bayside (NSW),New South Wales,2012,148028,False
10500,Bayside (NSW),New South Wales,2013,151309,False
10500,Bayside (NSW),New South Wales,2014,154980,False
10500,Bayside (NSW),New South Wales,2015,159222,False
10500,Bayside (NSW),New South Wales,2016,164534,False
10500,Bayside (NSW),New South Wales,2017,168779,False
10500,Bayside (NSW),New South Wales,2018,171377,False
10500,Bayside (NSW),New South Wales,2019,173913,False
10500,Bayside (NSW),New South Wales,2020,176184,False
10500,Bayside (NSW),New South Wales,2021,176229,False
10500,Bayside (NSW),New South Wales,2022,178276,False
10500,Bayside (NSW),New South Wales,2023,183255,False
10500,Bayside (NSW),New South Wales,2024,186061,False
10500,Bayside (NSW),New South Wales,2025,187770,False
10550,Bega Valley,New South Wales,2001,30425,False
10550,Bega Valley,New South Wales,2002,30790,False
10550,Bega Valley,New South Wales,2003,31056,False
10550,Bega Valley,New South Wales,2004,31406,False
10550,Bega Valley,New South Wales,2005,31608,False
10550,Bega Valley,New South Wales,2006,31829,False
10550,Bega Valley,New South Wales,2007,32183,False
10550,Bega Valley,New South Wales,2008,32367,False
10550,Bega Valley,New South Wales,2009,32620,False
10550,Bega Valley,New South Wales,2010,32962,False
10550,Bega Valley,New South Wales,2011,33128,False
10550,Bega Valley,New South Wales,2012,33288,False
10550,Bega Valley,New South Wales,2013,33430,False
10550,Bega Valley,New South Wales,2014,33562,False
10550,Bega Valley,New South Wales,2015,33713,False
10550,Bega Valley,New South Wales,2016,33941,False
10550,Bega Valley,New South Wales,2017,34287,False
10550,Bega Valley,New South Wales,2018,34674,False
10550,Bega Valley,New South Wales,2019,35026,False
10550,Bega Valley,New South Wales,2020,35428,False
10550,Bega Valley,New South Wales,2021,35770,False
10550,Bega Valley,New South Wales,2022,36080,False
10550,Bega Valley,New South Wales,2023,36374,False
10550,Bega Valley,New South Wales,2024,36700,False
10550,Bega Valley,New South Wales,2025,36921,False
10600,Bellingen,New South Wales,2001,12634,False
10600,Bellingen,New South Wales,2002,12673,False
10600,Bellingen,New South Wales,2003,12705,False
10600,Bellingen,New South Wales,2004,12672,False
10600,Bellingen,New South Wales,2005,12682,False
10600,Bellingen,New South Wales,2006,12716,False
10600,Bellingen,New South Wales,2007,12773,False
10600,Bellingen,New South Wales,2008,12787,False
10600,Bellingen,New South Wales,2009,12837,False
10600,Bellingen,New South Wales,2010,12891,False
10600,Bellingen,New South Wales,2011,12923,False
10600,Bellingen,New South Wales,2012,12909,False
10600,Bellingen,New South Wales,2013,12920,False
10600,Bellingen,New South Wales,2014,12929,False
10600,Bellingen,New South Wales,2015,12936,False
10600,Bellingen,New South Wales,2016,12951,False
10600,Bellingen,New South Wales,2017,12976,False
10600,Bellingen,New South Wales,2018,13006,False
10600,Bellingen,New South Wales,2019,13046,False
10600,Bellingen,New South Wales,2020,13152,False
10600,Bellingen,New South Wales,2021,13203,False
10600,Bellingen,New South Wales,2022,13303,False
10600,Bellingen,New South Wales,2023,13265,False
10600,Bellingen,New South Wales,2024,13312,False
10600,Bellingen,New South Wales,2025,13348,False
10650,Berrigan,New South Wales,2001,8075,False
10650,Berrigan,New South Wales,2002,8058,False
10650,Berrigan,New South Wales,2003,8035,False
10650,Berrigan,New South Wales,2004,8014,False
10650,Berrigan,New South Wales,2005,8076,False
10650,Berrigan,New South Wales,2006,8160,False
10650,Berrigan,New South Wales,2007,8204,False
10650,Berrigan,New South Wales,2008,8237,False
10650,Berrigan,New South Wales,2009,8282,False
10650,Berrigan,New South Wales,2010,8291,False
10650,Berrigan,New South Wales,2011,8297,False
10650,Berrigan,New South Wales,2012,8365,False
10650,Berrigan,New South Wales,2013,8436,False
10650,Berrigan,New South Wales,2014,8519,False
10650,Berrigan,New South Wales,2015,8568,False
10650,Berrigan,New South Wales,2016,8609,False
10650,Berrigan,New South Wales,2017,8638,False
10650,Berrigan,New South Wales,2018,8645,False
10650,Berrigan,New South Wales,2019,8649,False
10650,Berrigan,New South Wales,2020,8653,False
10650,Berrigan,New South Wales,2021,8615,False
10650,Berrigan,New South Wales,2022,8712,False
10650,Berrigan,New South Wales,2023,8699,False
10650,Berrigan,New South Wales,2024,8716,False
10650,Berrigan,New South Wales,2025,8773,False
10750,Blacktown,New South Wales,2001,263103,False
10750,Blacktown,New South Wales,2002,267048,False
10750,Blacktown,New South Wales,2003,268806,False
10750,Blacktown,New South Wales,2004,271434,False
10750,Blacktown,New South Wales,2005,275206,False
10750,Blacktown,New South Wales,2006,278894,False
10750,Blacktown,New South Wales,2007,284925,False
10750,Blacktown,New South Wales,2008,292002,False
10750,Blacktown,New South Wales,2009,299450,False
10750,Blacktown,New South Wales,2010,306601,False
10750,Blacktown,New South Wales,2011,312346,False
10750,Blacktown,New South Wales,2012,317735,False
10750,Blacktown,New South Wales,2013,324797,False
10750,Blacktown,New South Wales,2014,331825,False
10750,Blacktown,New South Wales,2015,339449,False
10750,Blacktown,New South Wales,2016,348030,False
10750,Blacktown,New South Wales,2017,359591,False
10750,Blacktown,New South Wales,2018,369384,False
10750,Blacktown,New South Wales,2019,380186,False
10750,Blacktown,New South Wales,2020,391911,False
10750,Blacktown,New South Wales,2021,399925,False
10750,Blacktown,New South Wales,2022,411634,False
10750,Blacktown,New South Wales,2023,426820,False
10750,Blacktown,New South Wales,2024,439552,False
10750,Blacktown,New South Wales,2025,449385,False
10800,Bland,New South Wales,2001,6603,False
10800,Bland,New South Wales,2002,6529,False
10800,Bland,New South Wales,2003,6453,False
10800,Bland,New South Wales,2004,6360,False
10800,Bland,New South Wales,2005,6263,False
10800,Bland,New South Wales,2006,6212,False
10800,Bland,New South Wales,2007,6178,False
10800,Bland,New South Wales,2008,6113,False
10800,Bland,New South Wales,2009,6101,False
10800,Bland,New South Wales,2010,6049,False
10800,Bland,New South Wales,2011,6021,False
10800,Bland,New South Wales,2012,6034,False
10800,Bland,New South Wales,2013,6028,False
10800,Bland,New South Wales,2014,6034,False
10800,Bland,New South Wales,2015,6027,False
10800,Bland,New South Wales,2016,6024,False
10800,Bland,New South Wales,2017,5936,False
10800,Bland,New South Wales,2018,5849,False
10800,Bland,New South Wales,2019,5755,False
10800,Bland,New South Wales,2020,5649,False
10800,Bland,New South Wales,2021,5544,False
10800,Bland,New South Wales,2022,5497,False
10800,Bland,New South Wales,2023,5469,False
10800,Bland,New South Wales,2024,5465,False
10800,Bland,New South Wales,2025,5455,False
10850,Blayney,New South Wales,2001,6478,False
10850,Blayney,New South Wales,2002,6545,False
10850,Blayney,New South Wales,2003,6562,False
10850,Blayney,New South Wales,2004,6598,False
10850,Blayney,New South Wales,2005,6649,False
10850,Blayney,New South Wales,2006,6741,False
10850,Blayney,New South Wales,2007,6821,False
10850,Blayney,New South Wales,2008,6900,False
10850,Blayney,New South Wales,2009,7041,False
10850,Blayney,New South Wales,2010,7143,False
10850,Blayney,New South Wales,2011,7217,False
10850,Blayney,New South Wales,2012,7274,False
10850,Blayney,New South Wales,2013,7303,False
10850,Blayney,New South Wales,2014,7322,False
10850,Blayney,New South Wales,2015,7322,False
10850,Blayney,New South Wales,2016,7343,False
10850,Blayney,New South Wales,2017,7375,False
10850,Blayney,New South Wales,2018,7406,False
10850,Blayney,New South Wales,2019,7450,False
10850,Blayney,New South Wales,2020,7484,False
10850,Blayney,New South Wales,2021,7511,False
10850,Blayney,New South Wales,2022,7605,False
10850,Blayney,New South Wales,2023,7655,False
10850,Blayney,New South Wales,2024,7768,False
10850,Blayney,New South Wales,2025,7831,False
10900,Blue Mountains,New South Wales,2001,76528,False
10900,Blue Mountains,New South Wales,2002,76656,False
10900,Blue Mountains,New South Wales,2003,76651,False
10900,Blue Mountains,New South Wales,2004,76436,False
10900,Blue Mountains,New South Wales,2005,75971,False
10900,Blue Mountains,New South Wales,2006,75600,False
10900,Blue Mountains,New South Wales,2007,76198,False
10900,Blue Mountains,New South Wales,2008,77102,False
10900,Blue Mountains,New South Wales,2009,77869,False
10900,Blue Mountains,New South Wales,2010,78227,False
10900,Blue Mountains,New South Wales,2011,78553,False
10900,Blue Mountains,New South Wales,2012,78532,False
10900,Blue Mountains,New South Wales,2013,78705,False
10900,Blue Mountains,New South Wales,2014,78867,False
10900,Blue Mountains,New South Wales,2015,78889,False
10900,Blue Mountains,New South Wales,2016,78835,False
10900,Blue Mountains,New South Wales,2017,78989,False
10900,Blue Mountains,New South Wales,2018,79107,False
10900,Blue Mountains,New South Wales,2019,79077,False
10900,Blue Mountains,New South Wales,2020,79031,False
10900,Blue Mountains,New South Wales,2021,78372,False
10900,Blue Mountains,New South Wales,2022,77995,False
10900,Blue Mountains,New South Wales,2023,78467,False
10900,Blue Mountains,New South Wales,2024,78847,False
10900,Blue Mountains,New South Wales,2025,79236,False
10950,Bogan,New South Wales,2001,3156,False
10950,Bogan,New South Wales,2002,3105,False
10950,Bogan,New South Wales,2003,3052,False
10950,Bogan,New South Wales,2004,3027,False
10950,Bogan,New South Wales,2005,2964,False
10950,Bogan,New South Wales,2006,2939,False
10950,Bogan,New South Wales,2007,2972,False
10950,Bogan,New South Wales,2008,2992,False
10950,Bogan,New South Wales,2009,2999,False
10950,Bogan,New South Wales,2010,3013,False
10950,Bogan,New South Wales,2011,3009,False
10950,Bogan,New South Wales,2012,2982,False
10950,Bogan,New South Wales,2013,2926,False
10950,Bogan,New South Wales,2014,2894,False
10950,Bogan,New South Wales,2015,2846,False
10950,Bogan,New South Wales,2016,2764,False
10950,Bogan,New South Wales,2017,2708,False
10950,Bogan,New South Wales,2018,2648,False
10950,Bogan,New South Wales,2019,2602,False
10950,Bogan,New South Wales,2020,2514,False
10950,Bogan,New South Wales,2021,2480,False
10950,Bogan,New South Wales,2022,2455,False
10950,Bogan,New South Wales,2023,2417,False
10950,Bogan,New South Wales,2024,2406,False
10950,Bogan,New South Wales,2025,2373,False
11150,Bourke,New South Wales,2001,3919,False
11150,Bourke,New South Wales,2002,3781,False
11150,Bourke,New South Wales,2003,3642,False
11150,Bourke,New South Wales,2004,3494,False
11150,Bourke,New South Wales,2005,3349,False
11150,Bourke,New South Wales,2006,3185,False
11150,Bourke,New South Wales,2007,3073,False
11150,Bourke,New South Wales,2008,3046,False
11150,Bourke,New South Wales,2009,3013,False
11150,Bourke,New South Wales,2010,3033,False
11150,Bourke,New South Wales,2011,3053,False
11150,Bourke,New South Wales,2012,2998,False
11150,Bourke,New South Wales,2013,2903,False
11150,Bourke,New South Wales,2014,2870,False
11150,Bourke,New South Wales,2015,2801,False
11150,Bourke,New South Wales,2016,2762,False
11150,Bourke,New South Wales,2017,2695,False
11150,Bourke,New South Wales,2018,2600,False
11150,Bourke,New South Wales,2019,2534,False
11150,Bourke,New South Wales,2020,2483,False
11150,Bourke,New South Wales,2021,2416,False
11150,Bourke,New South Wales,2022,2357,False
11150,Bourke,New South Wales,2023,2372,False
11150,Bourke,New South Wales,2024,2366,False
11150,Bourke,New South Wales,2025,2310,False
11200,Brewarrina,New South Wales,2001,2148,False
11200,Brewarrina,New South Wales,2002,2121,False
11200,Brewarrina,New South Wales,2003,2078,False
11200,Brewarrina,New South Wales,2004,2039,False
11200,Brewarrina,New South Wales,2005,2029,False
11200,Brewarrina,New South Wales,2006,2004,False
11200,Brewarrina,New South Wales,2007,1961,False
11200,Brewarrina,New South Wales,2008,1944,False
11200,Brewarrina,New South Wales,2009,1900,False
11200,Brewarrina,New South Wales,2010,1878,False
11200,Brewarrina,New South Wales,2011,1874,False
11200,Brewarrina,New South Wales,2012,1821,False
11200,Brewarrina,New South Wales,2013,1830,False
11200,Brewarrina,New South Wales,2014,1786,False
11200,Brewarrina,New South Wales,2015,1762,False
11200,Brewarrina,New South Wales,2016,1710,False
11200,Brewarrina,New South Wales,2017,1683,False
11200,Brewarrina,New South Wales,2018,1637,False
11200,Brewarrina,New South Wales,2019,1591,False
11200,Brewarrina,New South Wales,2020,1525,False
11200,Brewarrina,New South Wales,2021,1487,False
11200,Brewarrina,New South Wales,2022,1428,False
11200,Brewarrina,New South Wales,2023,1402,False
11200,Brewarrina,New South Wales,2024,1401,False
11200,Brewarrina,New South Wales,2025,1396,False
11250,Broken Hill,New South Wales,2001,20929,False
11250,Broken Hill,New South Wales,2002,20681,False
11250,Broken Hill,New South Wales,2003,20403,False
11250,Broken Hill,New South Wales,2004,20111,False
11250,Broken Hill,New South Wales,2005,19915,False
11250,Broken Hill,New South Wales,2006,19753,False
11250,Broken Hill,New South Wales,2007,19708,False
11250,Broken Hill,New South Wales,2008,19604,False
11250,Broken Hill,New South Wales,2009,19421,False
11250,Broken Hill,New South Wales,2010,19267,False
11250,Broken Hill,New South Wales,2011,19151,False
11250,Broken Hill,New South Wales,2012,18985,False
11250,Broken Hill,New South Wales,2013,18802,False
11250,Broken Hill,New South Wales,2014,18627,False
11250,Broken Hill,New South Wales,2015,18360,False
11250,Broken Hill,New South Wales,2016,18114,False
11250,Broken Hill,New South Wales,2017,17994,False
11250,Broken Hill,New South Wales,2018,17914,False
11250,Broken Hill,New South Wales,2019,17801,False
11250,Broken Hill,New South Wales,2020,17718,False
11250,Broken Hill,New South Wales,2021,17662,False
11250,Broken Hill,New South Wales,2022,17626,False
11250,Broken Hill,New South Wales,2023,17679,False
11250,Broken Hill,New South Wales,2024,17599,False
11250,Broken Hill,New South Wales,2025,17515,False
11300,Burwood,New South Wales,2001,30393,False
11300,Burwood,New South Wales,2002,30682,False
11300,Burwood,New South Wales,2003,30980,False
11300,Burwood,New South Wales,2004,31370,False
11300,Burwood,New South Wales,2005,31696,False
11300,Burwood,New South Wales,2006,32199,False
11300,Burwood,New South Wales,2007,32893,False
11300,Burwood,New South Wales,2008,33343,False
11300,Burwood,New South Wales,2009,33708,False
11300,Burwood,New South Wales,2010,33835,False
11300,Burwood,New South Wales,2011,34176,False
11300,Burwood,New South Wales,2012,35095,False
11300,Burwood,New South Wales,2013,36145,False
11300,Burwood,New South Wales,2014,37200,False
11300,Burwood,New South Wales,2015,37822,False
11300,Burwood,New South Wales,2016,38536,False
11300,Burwood,New South Wales,2017,39275,False
11300,Burwood,New South Wales,2018,39773,False
11300,Burwood,New South Wales,2019,40333,False
11300,Burwood,New South Wales,2020,40670,False
11300,Burwood,New South Wales,2021,40440,False
11300,Burwood,New South Wales,2022,40916,False
11300,Burwood,New South Wales,2023,42562,False
11300,Burwood,New South Wales,2024,43352,False
11300,Burwood,New South Wales,2025,43927,False
11350,Byron,New South Wales,2001,29453,False
11350,Byron,New South Wales,2002,29697,False
11350,Byron,New South Wales,2003,29952,False
11350,Byron,New South Wales,2004,30141,False
11350,Byron,New South Wales,2005,30130,False
11350,Byron,New South Wales,2006,30125,False
11350,Byron,New South Wales,2007,30174,False
11350,Byron,New South Wales,2008,30347,False
11350,Byron,New South Wales,2009,30537,False
11350,Byron,New South Wales,2010,30664,False
11350,Byron,New South Wales,2011,30712,False
11350,Byron,New South Wales,2012,31210,False
11350,Byron,New South Wales,2013,31756,False
11350,Byron,New South Wales,2014,32263,False
11350,Byron,New South Wales,2015,32803,False
11350,Byron,New South Wales,2016,33399,False
11350,Byron,New South Wales,2017,33944,False
11350,Byron,New South Wales,2018,34512,False
11350,Byron,New South Wales,2019,35054,False
11350,Byron,New South Wales,2020,35715,False
11350,Byron,New South Wales,2021,36106,False
11350,Byron,New South Wales,2022,36745,False
11350,Byron,New South Wales,2023,37362,False
11350,Byron,New South Wales,2024,38087,False
11350,Byron,New South Wales,2025,38784,False
11400,Cabonne,New South Wales,2001,12447,False
11400,Cabonne,New South Wales,2002,12478,False
11400,Cabonne,New South Wales,2003,12482,False
11400,Cabonne,New South Wales,2004,12506,False
11400,Cabonne,New South Wales,2005,12543,False
11400,Cabonne,New South Wales,2006,12634,False
11400,Cabonne,New South Wales,2007,12706,False
11400,Cabonne,New South Wales,2008,12799,False
11400,Cabonne,New South Wales,2009,12929,False
11400,Cabonne,New South Wales,2010,13071,False
11400,Cabonne,New South Wales,2011,13211,False
11400,Cabonne,New South Wales,2012,13322,False
11400,Cabonne,New South Wales,2013,13473,False
11400,Cabonne,New South Wales,2014,13506,False
11400,Cabonne,New South Wales,2015,13511,False
11400,Cabonne,New South Wales,2016,13577,False
11400,Cabonne,New South Wales,2017,13683,False
11400,Cabonne,New South Wales,2018,13729,False
11400,Cabonne,New South Wales,2019,13773,False
11400,Cabonne,New South Wales,2020,13814,False
11400,Cabonne,New South Wales,2021,13767,False
11400,Cabonne,New South Wales,2022,13866,False
11400,Cabonne,New South Wales,2023,13901,False
11400,Cabonne,New South Wales,2024,13917,False
11400,Cabonne,New South Wales,2025,13915,False
11450,Camden,New South Wales,2001,45167,False
11450,Camden,New South Wales,2002,47176,False
11450,Camden,New South Wales,2003,48445,False
11450,Camden,New South Wales,2004,48929,False
11450,Camden,New South Wales,2005,49994,False
11450,Camden,New South Wales,2006,50632,False
11450,Camden,New South Wales,2007,52182,False
11450,Camden,New South Wales,2008,53739,False
11450,Camden,New South Wales,2009,55379,False
11450,Camden,New South Wales,2010,56848,False
11450,Camden,New South Wales,2011,58440,False
11450,Camden,New South Wales,2012,61128,False
11450,Camden,New South Wales,2013,64095,False
11450,Camden,New South Wales,2014,68645,False
11450,Camden,New South Wales,2015,74103,False
11450,Camden,New South Wales,2016,80268,False
11450,Camden,New South Wales,2017,88297,False
11450,Camden,New South Wales,2018,96023,False
11450,Camden,New South Wales,2019,104706,False
11450,Camden,New South Wales,2020,112451,False
11450,Camden,New South Wales,2021,120083,False
11450,Camden,New South Wales,2022,127962,False
11450,Camden,New South Wales,2023,134902,False
11450,Camden,New South Wales,2024,141258,False
11450,Camden,New South Wales,2025,146483,False
11500,Campbelltown (NSW),New South Wales,2001,149188,False
11500,Campbelltown (NSW),New South Wales,2002,149096,False
11500,Campbelltown (NSW),New South Wales,2003,148739,False
11500,Campbelltown (NSW),New South Wales,2004,147583,False
11500,Campbelltown (NSW),New South Wales,2005,147216,False
11500,Campbelltown (NSW),New South Wales,2006,146534,False
11500,Campbelltown (NSW),New South Wales,2007,147155,False
11500,Campbelltown (NSW),New South Wales,2008,148404,False
11500,Campbelltown (NSW),New South Wales,2009,149984,False
11500,Campbelltown (NSW),New South Wales,2010,150316,False
11500,Campbelltown (NSW),New South Wales,2011,151172,False
11500,Campbelltown (NSW),New South Wales,2012,152451,False
11500,Campbelltown (NSW),New South Wales,2013,154346,False
11500,Campbelltown (NSW),New South Wales,2014,156289,False
11500,Campbelltown (NSW),New South Wales,2015,158586,False
11500,Campbelltown (NSW),New South Wales,2016,161562,False
11500,Campbelltown (NSW),New South Wales,2017,165143,False
11500,Campbelltown (NSW),New South Wales,2018,168825,False
11500,Campbelltown (NSW),New South Wales,2019,172286,False
11500,Campbelltown (NSW),New South Wales,2020,175725,False
11500,Campbelltown (NSW),New South Wales,2021,177778,False
11500,Campbelltown (NSW),New South Wales,2022,180668,False
11500,Campbelltown (NSW),New South Wales,2023,184998,False
11500,Campbelltown (NSW),New South Wales,2024,188545,False
11500,Campbelltown (NSW),New South Wales,2025,191285,False
11520,Canada Bay,New South Wales,2001,61940,False
11520,Canada Bay,New South Wales,2002,63077,False
11520,Canada Bay,New South Wales,2003,64060,False
11520,Canada Bay,New South Wales,2004,65350,False
11520,Canada Bay,New South Wales,2005,66951,False
11520,Canada Bay,New South Wales,2006,68309,False
11520,Canada Bay,New South Wales,2007,70196,False
11520,Canada Bay,New South Wales,2008,72320,False
11520,Canada Bay,New South Wales,2009,75332,False
11520,Canada Bay,New South Wales,2010,77709,False
11520,Canada Bay,New South Wales,2011,80065,False
11520,Canada Bay,New South Wales,2012,82636,False
11520,Canada Bay,New South Wales,2013,85568,False
11520,Canada Bay,New South Wales,2014,88565,False
11520,Canada Bay,New South Wales,2015,90467,False
11520,Canada Bay,New South Wales,2016,92534,False
11520,Canada Bay,New South Wales,2017,92872,False
11520,Canada Bay,New South Wales,2018,92765,False
11520,Canada Bay,New South Wales,2019,92609,False
11520,Canada Bay,New South Wales,2020,91833,False
11520,Canada Bay,New South Wales,2021,89685,False
11520,Canada Bay,New South Wales,2022,89410,False
11520,Canada Bay,New South Wales,2023,91553,False
11520,Canada Bay,New South Wales,2024,92357,False
11520,Canada Bay,New South Wales,2025,93006,False
11570,Canterbury-Bankstown,New South Wales,2001,307592,False
11570,Canterbury-Bankstown,New South Wales,2002,307011,False
11570,Canterbury-Bankstown,New South Wales,2003,306316,False
11570,Canterbury-Bankstown,New South Wales,2004,305670,False
11570,Canterbury-Bankstown,New South Wales,2005,307118,False
11570,Canterbury-Bankstown,New South Wales,2006,310578,False
11570,Canterbury-Bankstown,New South Wales,2007,316155,False
11570,Canterbury-Bankstown,New South Wales,2008,322404,False
11570,Canterbury-Bankstown,New South Wales,2009,327793,False
11570,Canterbury-Bankstown,New South Wales,2010,332118,False
11570,Canterbury-Bankstown,New South Wales,2011,335940,False
11570,Canterbury-Bankstown,New South Wales,2012,340387,False
11570,Canterbury-Bankstown,New South Wales,2013,345692,False
11570,Canterbury-Bankstown,New South Wales,2014,350922,False
11570,Canterbury-Bankstown,New South Wales,2015,356328,False
11570,Canterbury-Bankstown,New South Wales,2016,361862,False
11570,Canterbury-Bankstown,New South Wales,2017,367534,False
11570,Canterbury-Bankstown,New South Wales,2018,371891,False
11570,Canterbury-Bankstown,New South Wales,2019,375333,False
11570,Canterbury-Bankstown,New South Wales,2020,376638,False
11570,Canterbury-Bankstown,New South Wales,2021,372459,False
11570,Canterbury-Bankstown,New South Wales,2022,372523,False
11570,Canterbury-Bankstown,New South Wales,2023,380193,False
11570,Canterbury-Bankstown,New South Wales,2024,385655,False
11570,Canterbury-Bankstown,New South Wales,2025,389687,False
11600,Carrathool,New South Wales,2001,3290,False
11600,Carrathool,New South Wales,2002,3246,False
