lga_code,lga_name,state_name,year,erp,is_total_row
14650,Lake Macquarie,New South Wales,2006,188503,False
14650,Lake Macquarie,New South Wales,2007,189672,False
14650,Lake Macquarie,New South Wales,2008,191478,False
14650,Lake Macquarie,New South Wales,2009,193585,False
14650,Lake Macquarie,New South Wales,2010,195263,False
14650,Lake Macquarie,New South Wales,2011,196811,False
14650,Lake Macquarie,New South Wales,2012,197693,False
14650,Lake Macquarie,New South Wales,2013,198953,False
14650,Lake Macquarie,New South Wales,2014,200249,False
14650,Lake Macquarie,New South Wales,2015,201240,False
14650,Lake Macquarie,New South Wales,2016,202332,False
14650,Lake Macquarie,New South Wales,2017,204512,False
14650,Lake Macquarie,New South Wales,2018,206975,False
14650,Lake Macquarie,New South Wales,2019,209433,False
14650,Lake Macquarie,New South Wales,2020,211954,False
14650,Lake Macquarie,New South Wales,2021,214054,False
14650,Lake Macquarie,New South Wales,2022,216866,False
14650,Lake Macquarie,New South Wales,2023,219493,False
14650,Lake Macquarie,New South Wales,2024,222144,False
14650,Lake Macquarie,New South Wales,2025,224540,False
14700,Lane Cove,New South Wales,2001,31880,False
14700,Lane Cove,New South Wales,2002,31749,False
14700,Lane Cove,New South Wales,2003,31695,False
14700,Lane Cove,New South Wales,2004,31599,False
14700,Lane Cove,New South Wales,2005,31538,False
14700,Lane Cove,New South Wales,2006,31527,False
14700,Lane Cove,New South Wales,2007,31678,False
14700,Lane Cove,New South Wales,2008,31918,False
14700,Lane Cove,New South Wales,2009,32308,False
14700,Lane Cove,New South Wales,2010,32803,False
14700,Lane Cove,New South Wales,2011,33233,False
14700,Lane Cove,New South Wales,2012,33728,False
14700,Lane Cove,New South Wales,2013,34261,False
14700,Lane Cove,New South Wales,2014,35196,False
14700,Lane Cove,New South Wales,2015,36402,False
14700,Lane Cove,New South Wales,2016,37694,False
14700,Lane Cove,New South Wales,2017,38615,False
14700,Lane Cove,New South Wales,2018,39239,False
14700,Lane Cove,New South Wales,2019,39790,False
14700,Lane Cove,New South Wales,2020,40067,False
14700,Lane Cove,New South Wales,2021,39608,False
14700,Lane Cove,New South Wales,2022,40162,False
14700,Lane Cove,New South Wales,2023,41613,False
14700,Lane Cove,New South Wales,2024,42594,False
14700,Lane Cove,New South Wales,2025,43094,False
14750,Leeton,New South Wales,2001,11832,False
14750,Leeton,New South Wales,2002,11807,False
14750,Leeton,New South Wales,2003,11755,False
14750,Leeton,New South Wales,2004,11681,False
14750,Leeton,New South Wales,2005,11590,False
14750,Leeton,New South Wales,2006,11562,False
14750,Leeton,New South Wales,2007,11502,False
14750,Leeton,New South Wales,2008,11457,False
14750,Leeton,New South Wales,2009,11461,False
14750,Leeton,New South Wales,2010,11432,False
14750,Leeton,New South Wales,2011,11406,False
14750,Leeton,New South Wales,2012,11430,False
14750,Leeton,New South Wales,2013,11413,False
14750,Leeton,New South Wales,2014,11408,False
14750,Leeton,New South Wales,2015,11411,False
14750,Leeton,New South Wales,2016,11407,False
14750,Leeton,New South Wales,2017,11438,False
14750,Leeton,New South Wales,2018,11459,False
14750,Leeton,New South Wales,2019,11489,False
14750,Leeton,New South Wales,2020,11500,False
14750,Leeton,New South Wales,2021,11480,False
14750,Leeton,New South Wales,2022,11492,False
14750,Leeton,New South Wales,2023,11478,False
14750,Leeton,New South Wales,2024,11502,False
14750,Leeton,New South Wales,2025,11475,False
14850,Lismore,New South Wales,2001,42721,False
14850,Lismore,New South Wales,2002,42749,False
14850,Lismore,New South Wales,2003,42681,False
14850,Lismore,New South Wales,2004,42764,False
14850,Lismore,New South Wales,2005,43011,False
14850,Lismore,New South Wales,2006,43338,False
14850,Lismore,New South Wales,2007,43636,False
14850,Lismore,New South Wales,2008,43750,False
14850,Lismore,New South Wales,2009,43940,False
14850,Lismore,New South Wales,2010,44190,False
14850,Lismore,New South Wales,2011,44348,False
14850,Lismore,New South Wales,2012,44388,False
14850,Lismore,New South Wales,2013,44408,False
14850,Lismore,New South Wales,2014,44327,False
14850,Lismore,New South Wales,2015,44212,False
14850,Lismore,New South Wales,2016,44122,False
14850,Lismore,New South Wales,2017,44137,False
14850,Lismore,New South Wales,2018,44196,False
14850,Lismore,New South Wales,2019,44234,False
14850,Lismore,New South Wales,2020,44316,False
14850,Lismore,New South Wales,2021,44361,False
14850,Lismore,New South Wales,2022,44271,False
14850,Lismore,New South Wales,2023,43879,False
14850,Lismore,New South Wales,2024,43750,False
14850,Lismore,New South Wales,2025,43642,False
14870,Lithgow,New South Wales,2001,20451,False
14870,Lithgow,New South Wales,2002,20442,False
14870,Lithgow,New South Wales,2003,20418,False
14870,Lithgow,New South Wales,2004,20357,False
14870,Lithgow,New South Wales,2005,20272,False
14870,Lithgow,New South Wales,2006,20186,False
14870,Lithgow,New South Wales,2007,20277,False
14870,Lithgow,New South Wales,2008,20352,False
14870,Lithgow,New South Wales,2009,20621,False
14870,Lithgow,New South Wales,2010,20732,False
14870,Lithgow,New South Wales,2011,20850,False
14870,Lithgow,New South Wales,2012,21000,False
14870,Lithgow,New South Wales,2013,21118,False
14870,Lithgow,New South Wales,2014,21283,False
14870,Lithgow,New South Wales,2015,21400,False
14870,Lithgow,New South Wales,2016,21484,False
14870,Lithgow,New South Wales,2017,21419,False
14870,Lithgow,New South Wales,2018,21344,False
14870,Lithgow,New South Wales,2019,21216,False
14870,Lithgow,New South Wales,2020,21063,False
14870,Lithgow,New South Wales,2021,20855,False
14870,Lithgow,New South Wales,2022,20841,False
14870,Lithgow,New South Wales,2023,20758,False
14870,Lithgow,New South Wales,2024,20787,False
14870,Lithgow,New South Wales,2025,20693,False
14900,Liverpool,New South Wales,2001,158027,False
14900,Liverpool,New South Wales,2002,161908,False
14900,Liverpool,New South Wales,2003,163835,False
14900,Liverpool,New South Wales,2004,165627,False
14900,Liverpool,New South Wales,2005,167472,False
14900,Liverpool,New South Wales,2006,169868,False
14900,Liverpool,New South Wales,2007,172875,False
14900,Liverpool,New South Wales,2008,177372,False
14900,Liverpool,New South Wales,2009,181712,False
14900,Liverpool,New South Wales,2010,184910,False
14900,Liverpool,New South Wales,2011,188088,False
14900,Liverpool,New South Wales,2012,191799,False
14900,Liverpool,New South Wales,2013,196122,False
14900,Liverpool,New South Wales,2014,200725,False
14900,Liverpool,New South Wales,2015,206205,False
14900,Liverpool,New South Wales,2016,211983,False
14900,Liverpool,New South Wales,2017,217465,False
14900,Liverpool,New South Wales,2018,222410,False
14900,Liverpool,New South Wales,2019,227187,False
14900,Liverpool,New South Wales,2020,231268,False
14900,Liverpool,New South Wales,2021,234505,False
14900,Liverpool,New South Wales,2022,240106,False
14900,Liverpool,New South Wales,2023,247986,False
14900,Liverpool,New South Wales,2024,255367,False
14900,Liverpool,New South Wales,2025,261231,False
14920,Liverpool Plains,New South Wales,2001,7977,False
14920,Liverpool Plains,New South Wales,2002,7940,False
14920,Liverpool Plains,New South Wales,2003,7859,False
14920,Liverpool Plains,New South Wales,2004,7797,False
14920,Liverpool Plains,New South Wales,2005,7736,False
14920,Liverpool Plains,New South Wales,2006,7717,False
14920,Liverpool Plains,New South Wales,2007,7720,False
14920,Liverpool Plains,New South Wales,2008,7717,False
14920,Liverpool Plains,New South Wales,2009,7718,False
14920,Liverpool Plains,New South Wales,2010,7738,False
14920,Liverpool Plains,New South Wales,2011,7761,False
14920,Liverpool Plains,New South Wales,2012,7786,False
14920,Liverpool Plains,New South Wales,2013,7812,False
14920,Liverpool Plains,New South Wales,2014,7831,False
14920,Liverpool Plains,New South Wales,2015,7837,False
14920,Liverpool Plains,New South Wales,2016,7847,False
14920,Liverpool Plains,New South Wales,2017,7829,False
14920,Liverpool Plains,New South Wales,2018,7806,False
14920,Liverpool Plains,New South Wales,2019,7780,False
14920,Liverpool Plains,New South Wales,2020,7702,False
14920,Liverpool Plains,New South Wales,2021,7608,False
14920,Liverpool Plains,New South Wales,2022,7672,False
14920,Liverpool Plains,New South Wales,2023,7673,False
14920,Liverpool Plains,New South Wales,2024,7679,False
14920,Liverpool Plains,New South Wales,2025,7671,False
14950,Lockhart,New South Wales,2001,3550,False
14950,Lockhart,New South Wales,2002,3470,False
14950,Lockhart,New South Wales,2003,3404,False
14950,Lockhart,New South Wales,2004,3330,False
14950,Lockhart,New South Wales,2005,3267,False
14950,Lockhart,New South Wales,2006,3237,False
14950,Lockhart,New South Wales,2007,3203,False
14950,Lockhart,New South Wales,2008,3171,False
14950,Lockhart,New South Wales,2009,3159,False
14950,Lockhart,New South Wales,2010,3133,False
14950,Lockhart,New South Wales,2011,3098,False
14950,Lockhart,New South Wales,2012,3085,False
14950,Lockhart,New South Wales,2013,3096,False
14950,Lockhart,New South Wales,2014,3117,False
14950,Lockhart,New South Wales,2015,3121,False
14950,Lockhart,New South Wales,2016,3173,False
14950,Lockhart,New South Wales,2017,3208,False
14950,Lockhart,New South Wales,2018,3218,False
14950,Lockhart,New South Wales,2019,3266,False
14950,Lockhart,New South Wales,2020,3308,False
14950,Lockhart,New South Wales,2021,3328,False
14950,Lockhart,New South Wales,2022,3375,False
14950,Lockhart,New South Wales,2023,3406,False
14950,Lockhart,New South Wales,2024,3488,False
14950,Lockhart,New South Wales,2025,3509,False
15050,Maitland,New South Wales,2001,56055,False
15050,Maitland,New South Wales,2002,57642,False
15050,Maitland,New South Wales,2003,59167,False
15050,Maitland,New South Wales,2004,60440,False
15050,Maitland,New South Wales,2005,61961,False
15050,Maitland,New South Wales,2006,63505,False
15050,Maitland,New South Wales,2007,65143,False
15050,Maitland,New South Wales,2008,66244,False
15050,Maitland,New South Wales,2009,67268,False
15050,Maitland,New South Wales,2010,68561,False
15050,Maitland,New South Wales,2011,69924,False
15050,Maitland,New South Wales,2012,72012,False
15050,Maitland,New South Wales,2013,73870,False
15050,Maitland,New South Wales,2014,75695,False
15050,Maitland,New South Wales,2015,77374,False
15050,Maitland,New South Wales,2016,79063,False
15050,Maitland,New South Wales,2017,81058,False
15050,Maitland,New South Wales,2018,83260,False
15050,Maitland,New South Wales,2019,85313,False
15050,Maitland,New South Wales,2020,87920,False
15050,Maitland,New South Wales,2021,90612,False
15050,Maitland,New South Wales,2022,93718,False
15050,Maitland,New South Wales,2023,96013,False
15050,Maitland,New South Wales,2024,98232,False
15050,Maitland,New South Wales,2025,100439,False
15240,Mid-Coast,New South Wales,2001,81291,False
15240,Mid-Coast,New South Wales,2002,82081,False
15240,Mid-Coast,New South Wales,2003,83014,False
15240,Mid-Coast,New South Wales,2004,83730,False
15240,Mid-Coast,New South Wales,2005,84281,False
15240,Mid-Coast,New South Wales,2006,84579,False
15240,Mid-Coast,New South Wales,2007,85325,False
15240,Mid-Coast,New South Wales,2008,86091,False
15240,Mid-Coast,New South Wales,2009,86942,False
15240,Mid-Coast,New South Wales,2010,87948,False
15240,Mid-Coast,New South Wales,2011,88818,False
15240,Mid-Coast,New South Wales,2012,89308,False
15240,Mid-Coast,New South Wales,2013,89940,False
15240,Mid-Coast,New South Wales,2014,90468,False
15240,Mid-Coast,New South Wales,2015,91038,False
15240,Mid-Coast,New South Wales,2016,91801,False
15240,Mid-Coast,New South Wales,2017,92901,False
15240,Mid-Coast,New South Wales,2018,93900,False
15240,Mid-Coast,New South Wales,2019,94826,False
15240,Mid-Coast,New South Wales,2020,95731,False
15240,Mid-Coast,New South Wales,2021,96475,False
15240,Mid-Coast,New South Wales,2022,97387,False
15240,Mid-Coast,New South Wales,2023,98075,False
15240,Mid-Coast,New South Wales,2024,98750,False
15240,Mid-Coast,New South Wales,2025,99448,False
15270,Mid-Western,New South Wales,2001,22003,False
15270,Mid-Western,New South Wales,2002,22002,False
15270,Mid-Western,New South Wales,2003,21862,False
15270,Mid-Western,New South Wales,2004,21706,False
15270,Mid-Western,New South Wales,2005,21647,False
15270,Mid-Western,New South Wales,2006,21641,False
15270,Mid-Western,New South Wales,2007,21887,False
15270,Mid-Western,New South Wales,2008,22186,False
15270,Mid-Western,New South Wales,2009,22469,False
15270,Mid-Western,New South Wales,2010,22774,False
15270,Mid-Western,New South Wales,2011,23020,False
15270,Mid-Western,New South Wales,2012,23343,False
15270,Mid-Western,New South Wales,2013,23742,False
15270,Mid-Western,New South Wales,2014,24059,False
15270,Mid-Western,New South Wales,2015,24374,False
15270,Mid-Western,New South Wales,2016,24546,False
15270,Mid-Western,New South Wales,2017,24889,False
15270,Mid-Western,New South Wales,2018,25181,False
15270,Mid-Western,New South Wales,2019,25416,False
15270,Mid-Western,New South Wales,2020,25589,False
15270,Mid-Western,New South Wales,2021,25714,False
15270,Mid-Western,New South Wales,2022,25827,False
15270,Mid-Western,New South Wales,2023,25961,False
15270,Mid-Western,New South Wales,2024,26301,False
15270,Mid-Western,New South Wales,2025,26472,False
15300,Moree Plains,New South Wales,2001,16108,False
15300,Moree Plains,New South Wales,2002,15834,False
15300,Moree Plains,New South Wales,2003,15457,False
15300,Moree Plains,New South Wales,2004,15028,False
15300,Moree Plains,New South Wales,2005,14693,False
15300,Moree Plains,New South Wales,2006,14407,False
15300,Moree Plains,New South Wales,2007,14155,False
15300,Moree Plains,New South Wales,2008,14070,False
15300,Moree Plains,New South Wales,2009,14019,False
15300,Moree Plains,New South Wales,2010,14032,False
15300,Moree Plains,New South Wales,2011,14043,False
15300,Moree Plains,New South Wales,2012,13980,False
15300,Moree Plains,New South Wales,2013,13925,False
15300,Moree Plains,New South Wales,2014,13853,False
15300,Moree Plains,New South Wales,2015,13735,False
15300,Moree Plains,New South Wales,2016,13627,False
15300,Moree Plains,New South Wales,2017,13497,False
15300,Moree Plains,New South Wales,2018,13355,False
15300,Moree Plains,New South Wales,2019,13215,False
15300,Moree Plains,New South Wales,2020,13047,False
15300,Moree Plains,New South Wales,2021,12964,False
15300,Moree Plains,New South Wales,2022,12930,False
15300,Moree Plains,New South Wales,2023,12930,False
15300,Moree Plains,New South Wales,2024,12879,False
15300,Moree Plains,New South Wales,2025,12845,False
15350,Mosman,New South Wales,2001,27680,False
15350,Mosman,New South Wales,2002,27644,False
15350,Mosman,New South Wales,2003,27680,False
15350,Mosman,New South Wales,2004,27737,False
15350,Mosman,New South Wales,2005,27538,False
15350,Mosman,New South Wales,2006,27570,False
15350,Mosman,New South Wales,2007,27900,False
15350,Mosman,New South Wales,2008,28422,False
15350,Mosman,New South Wales,2009,28761,False
15350,Mosman,New South Wales,2010,29131,False
15350,Mosman,New South Wales,2011,29351,False
15350,Mosman,New South Wales,2012,29481,False
15350,Mosman,New South Wales,2013,29641,False
15350,Mosman,New South Wales,2014,29846,False
15350,Mosman,New South Wales,2015,30045,False
15350,Mosman,New South Wales,2016,30260,False
15350,Mosman,New South Wales,2017,30299,False
15350,Mosman,New South Wales,2018,30269,False
15350,Mosman,New South Wales,2019,30020,False
15350,Mosman,New South Wales,2020,29543,False
15350,Mosman,New South Wales,2021,28466,False
15350,Mosman,New South Wales,2022,28202,False
15350,Mosman,New South Wales,2023,29141,False
15350,Mosman,New South Wales,2024,29284,False
15350,Mosman,New South Wales,2025,29374,False
15520,Murray River,New South Wales,2001,10997,False
15520,Murray River,New South Wales,2002,10994,False
15520,Murray River,New South Wales,2003,10966,False
15520,Murray River,New South Wales,2004,10929,False
15520,Murray River,New South Wales,2005,10932,False
15520,Murray River,New South Wales,2006,11020,False
15520,Murray River,New South Wales,2007,11082,False
15520,Murray River,New South Wales,2008,11161,False
15520,Murray River,New South Wales,2009,11226,False
15520,Murray River,New South Wales,2010,11259,False
15520,Murray River,New South Wales,2011,11257,False
15520,Murray River,New South Wales,2012,11382,False
15520,Murray River,New South Wales,2013,11515,False
15520,Murray River,New South Wales,2014,11642,False
15520,Murray River,New South Wales,2015,11755,False
15520,Murray River,New South Wales,2016,11872,False
15520,Murray River,New South Wales,2017,12027,False
15520,Murray River,New South Wales,2018,12227,False
15520,Murray River,New South Wales,2019,12355,False
15520,Murray River,New South Wales,2020,12572,False
15520,Murray River,New South Wales,2021,12785,False
15520,Murray River,New South Wales,2022,13108,False
15520,Murray River,New South Wales,2023,13431,False
15520,Murray River,New South Wales,2024,13675,False
15520,Murray River,New South Wales,2025,14030,False
15560,Murrumbidgee,New South Wales,2001,4548,False
15560,Murrumbidgee,New South Wales,2002,4485,False
15560,Murrumbidgee,New South Wales,2003,4402,False
15560,Murrumbidgee,New South Wales,2004,4328,False
15560,Murrumbidgee,New South Wales,2005,4273,False
15560,Murrumbidgee,New South Wales,2006,4219,False
15560,Murrumbidgee,New South Wales,2007,4109,False
15560,Murrumbidgee,New South Wales,2008,4039,False
15560,Murrumbidgee,New South Wales,2009,3992,False
15560,Murrumbidgee,New South Wales,2010,3948,False
15560,Murrumbidgee,New South Wales,2011,3888,False
15560,Murrumbidgee,New South Wales,2012,3882,False
15560,Murrumbidgee,New South Wales,2013,3920,False
15560,Murrumbidgee,New South Wales,2014,3900,False
15560,Murrumbidgee,New South Wales,2015,3893,False
15560,Murrumbidgee,New South Wales,2016,3929,False
15560,Murrumbidgee,New South Wales,2017,3854,False
15560,Murrumbidgee,New South Wales,2018,3809,False
15560,Murrumbidgee,New South Wales,2019,3753,False
15560,Murrumbidgee,New South Wales,2020,3625,False
15560,Murrumbidgee,New South Wales,2021,3564,False
15560,Murrumbidgee,New South Wales,2022,3584,False
15560,Murrumbidgee,New South Wales,2023,3628,False
15560,Murrumbidgee,New South Wales,2024,3687,False
15560,Murrumbidgee,New South Wales,2025,3695,False
15650,Muswellbrook,New South Wales,2001,15099,False
15650,Muswellbrook,New South Wales,2002,15339,False
15650,Muswellbrook,New South Wales,2003,15402,False
15650,Muswellbrook,New South Wales,2004,15402,False
15650,Muswellbrook,New South Wales,2005,15467,False
15650,Muswellbrook,New South Wales,2006,15639,False
15650,Muswellbrook,New South Wales,2007,15713,False
15650,Muswellbrook,New South Wales,2008,15749,False
15650,Muswellbrook,New South Wales,2009,15878,False
15650,Muswellbrook,New South Wales,2010,16108,False
15650,Muswellbrook,New South Wales,2011,16328,False
15650,Muswellbrook,New South Wales,2012,16398,False
15650,Muswellbrook,New South Wales,2013,16415,False
15650,Muswellbrook,New South Wales,2014,16431,False
15650,Muswellbrook,New South Wales,2015,16435,False
15650,Muswellbrook,New South Wales,2016,16462,False
15650,Muswellbrook,New South Wales,2017,16519,False
15650,Muswellbrook,New South Wales,2018,16520,False
15650,Muswellbrook,New South Wales,2019,16554,False
15650,Muswellbrook,New South Wales,2020,16539,False
15650,Muswellbrook,New South Wales,2021,16469,False
15650,Muswellbrook,New South Wales,2022,16579,False
15650,Muswellbrook,New South Wales,2023,16813,False
15650,Muswellbrook,New South Wales,2024,16850,False
15650,Muswellbrook,New South Wales,2025,16859,False
15700,Nambucca Valley,New South Wales,2001,18026,False
15700,Nambucca Valley,New South Wales,2002,18005,False
15700,Nambucca Valley,New South Wales,2003,17849,False
15700,Nambucca Valley,New South Wales,2004,18136,False
15700,Nambucca Valley,New South Wales,2005,18247,False
15700,Nambucca Valley,New South Wales,2006,18299,False
15700,Nambucca Valley,New South Wales,2007,18456,False
15700,Nambucca Valley,New South Wales,2008,18695,False
15700,Nambucca Valley,New South Wales,2009,18892,False
15700,Nambucca Valley,New South Wales,2010,19140,False
15700,Nambucca Valley,New South Wales,2011,19235,False
15700,Nambucca Valley,New South Wales,2012,19310,False
15700,Nambucca Valley,New South Wales,2013,19428,False
15700,Nambucca Valley,New South Wales,2014,19501,False
15700,Nambucca Valley,New South Wales,2015,19541,False
15700,Nambucca Valley,New South Wales,2016,19580,False
15700,Nambucca Valley,New South Wales,2017,19787,False
15700,Nambucca Valley,New South Wales,2018,19960,False
15700,Nambucca Valley,New South Wales,2019,20150,False
15700,Nambucca Valley,New South Wales,2020,20290,False
15700,Nambucca Valley,New South Wales,2021,20382,False
15700,Nambucca Valley,New South Wales,2022,20655,False
15700,Nambucca Valley,New South Wales,2023,20826,False
15700,Nambucca Valley,New South Wales,2024,21050,False
15700,Nambucca Valley,New South Wales,2025,21237,False
15750,Narrabri,New South Wales,2001,14422,False
15750,Narrabri,New South Wales,2002,14244,False
15750,Narrabri,New South Wales,2003,14050,False
15750,Narrabri,New South Wales,2004,13784,False
15750,Narrabri,New South Wales,2005,13592,False
15750,Narrabri,New South Wales,2006,13477,False
15750,Narrabri,New South Wales,2007,13359,False
15750,Narrabri,New South Wales,2008,13303,False
15750,Narrabri,New South Wales,2009,13349,False
15750,Narrabri,New South Wales,2010,13394,False
15750,Narrabri,New South Wales,2011,13438,False
15750,Narrabri,New South Wales,2012,13433,False
15750,Narrabri,New South Wales,2013,13489,False
15750,Narrabri,New South Wales,2014,13480,False
15750,Narrabri,New South Wales,2015,13459,False
15750,Narrabri,New South Wales,2016,13367,False
15750,Narrabri,New South Wales,2017,13300,False
15750,Narrabri,New South Wales,2018,13233,False
15750,Narrabri,New South Wales,2019,13146,False
15750,Narrabri,New South Wales,2020,12990,False
15750,Narrabri,New South Wales,2021,12808,False
15750,Narrabri,New South Wales,2022,12766,False
15750,Narrabri,New South Wales,2023,12789,False
15750,Narrabri,New South Wales,2024,12842,False
15750,Narrabri,New South Wales,2025,12797,False
15800,Narrandera,New South Wales,2001,6686,False
15800,Narrandera,New South Wales,2002,6580,False
15800,Narrandera,New South Wales,2003,6433,False
15800,Narrandera,New South Wales,2004,6307,False
15800,Narrandera,New South Wales,2005,6221,False
15800,Narrandera,New South Wales,2006,6149,False
15800,Narrandera,New South Wales,2007,6103,False
15800,Narrandera,New South Wales,2008,6069,False
15800,Narrandera,New South Wales,2009,6093,False
15800,Narrandera,New South Wales,2010,6105,False
15800,Narrandera,New South Wales,2011,6115,False
15800,Narrandera,New South Wales,2012,6086,False
15800,Narrandera,New South Wales,2013,6054,False
15800,Narrandera,New South Wales,2014,6015,False
15800,Narrandera,New South Wales,2015,5978,False
15800,Narrandera,New South Wales,2016,5949,False
15800,Narrandera,New South Wales,2017,5909,False
15800,Narrandera,New South Wales,2018,5879,False
15800,Narrandera,New South Wales,2019,5832,False
15800,Narrandera,New South Wales,2020,5787,False
15800,Narrandera,New South Wales,2021,5733,False
15800,Narrandera,New South Wales,2022,5751,False
15800,Narrandera,New South Wales,2023,5730,False
15800,Narrandera,New South Wales,2024,5740,False
15800,Narrandera,New South Wales,2025,5761,False
15850,Narromine,New South Wales,2001,7060,False
15850,Narromine,New South Wales,2002,6980,False
15850,Narromine,New South Wales,2003,6863,False
15850,Narromine,New South Wales,2004,6777,False
15850,Narromine,New South Wales,2005,6734,False
15850,Narromine,New South Wales,2006,6691,False
15850,Narromine,New South Wales,2007,6676,False
15850,Narromine,New South Wales,2008,6726,False
15850,Narromine,New South Wales,2009,6748,False
15850,Narromine,New South Wales,2010,6815,False
15850,Narromine,New South Wales,2011,6832,False
15850,Narromine,New South Wales,2012,6795,False
15850,Narromine,New South Wales,2013,6761,False
15850,Narromine,New South Wales,2014,6721,False
15850,Narromine,New South Wales,2015,6668,False
15850,Narromine,New South Wales,2016,6617,False
15850,Narromine,New South Wales,2017,6596,False
15850,Narromine,New South Wales,2018,6584,False
15850,Narromine,New South Wales,2019,6565,False
15850,Narromine,New South Wales,2020,6521,False
15850,Narromine,New South Wales,2021,6448,False
15850,Narromine,New South Wales,2022,6433,False
15850,Narromine,New South Wales,2023,6441,False
15850,Narromine,New South Wales,2024,6430,False
15850,Narromine,New South Wales,2025,6420,False
15900,Newcastle,New South Wales,2001,141001,False
15900,Newcastle,New South Wales,2002,142220,False
15900,Newcastle,New South Wales,2003,143613,False
15900,Newcastle,New South Wales,2004,144834,False
15900,Newcastle,New South Wales,2005,145914,False
15900,Newcastle,New South Wales,2006,146623,False
15900,Newcastle,New South Wales,2007,148524,False
15900,Newcastle,New South Wales,2008,150553,False
15900,Newcastle,New South Wales,2009,151895,False
15900,Newcastle,New South Wales,2010,153483,False
15900,Newcastle,New South Wales,2011,155550,False
15900,Newcastle,New South Wales,2012,156451,False
15900,Newcastle,New South Wales,2013,157477,False
15900,Newcastle,New South Wales,2014,158683,False
15900,Newcastle,New South Wales,2015,159680,False
15900,Newcastle,New South Wales,2016,160707,False
15900,Newcastle,New South Wales,2017,162796,False
15900,Newcastle,New South Wales,2018,164730,False
15900,Newcastle,New South Wales,2019,166510,False
15900,Newcastle,New South Wales,2020,168242,False
15900,Newcastle,New South Wales,2021,169433,False
15900,Newcastle,New South Wales,2022,171774,False
15900,Newcastle,New South Wales,2023,174481,False
15900,Newcastle,New South Wales,2024,176988,False
15900,Newcastle,New South Wales,2025,178935,False
15950,North Sydney,New South Wales,2001,58337,False
15950,North Sydney,New South Wales,2002,58816,False
15950,North Sydney,New South Wales,2003,59583,False
15950,North Sydney,New South Wales,2004,60271,False
15950,North Sydney,New South Wales,2005,60850,False
15950,North Sydney,New South Wales,2006,61512,False
15950,North Sydney,New South Wales,2007,62476,False
15950,North Sydney,New South Wales,2008,63484,False
15950,North Sydney,New South Wales,2009,64762,False
15950,North Sydney,New South Wales,2010,65850,False
15950,North Sydney,New South Wales,2011,66747,False
15950,North Sydney,New South Wales,2012,67630,False
15950,North Sydney,New South Wales,2013,68666,False
15950,North Sydney,New South Wales,2014,69754,False
15950,North Sydney,New South Wales,2015,70860,False
15950,North Sydney,New South Wales,2016,71809,False
15950,North Sydney,New South Wales,2017,72304,False
15950,North Sydney,New South Wales,2018,72354,False
15950,North Sydney,New South Wales,2019,72155,False
15950,North Sydney,New South Wales,2020,71430,False
15950,North Sydney,New South Wales,2021,69471,False
15950,North Sydney,New South Wales,2022,69586,False
15950,North Sydney,New South Wales,2023,72266,False
15950,North Sydney,New South Wales,2024,73090,False
15950,North Sydney,New South Wales,2025,73705,False
15990,Northern Beaches,New South Wales,2001,229816,False
15990,Northern Beaches,New South Wales,2002,230170,False
15990,Northern Beaches,New South Wales,2003,230208,False
15990,Northern Beaches,New South Wales,2004,230438,False
15990,Northern Beaches,New South Wales,2005,231741,False
15990,Northern Beaches,New South Wales,2006,233600,False
15990,Northern Beaches,New South Wales,2007,237084,False
15990,Northern Beaches,New South Wales,2008,239842,False
15990,Northern Beaches,New South Wales,2009,244500,False
15990,Northern Beaches,New South Wales,2010,248250,False
15990,Northern Beaches,New South Wales,2011,251696,False
15990,Northern Beaches,New South Wales,2012,254115,False
15990,Northern Beaches,New South Wales,2013,257020,False
15990,Northern Beaches,New South Wales,2014,259723,False
15990,Northern Beaches,New South Wales,2015,262593,False
15990,Northern Beaches,New South Wales,2016,265468,False
15990,Northern Beaches,New South Wales,2017,267483,False
15990,Northern Beaches,New South Wales,2018,268390,False
15990,Northern Beaches,New South Wales,2019,268935,False
15990,Northern Beaches,New South Wales,2020,268164,False
15990,Northern Beaches,New South Wales,2021,264567,False
15990,Northern Beaches,New South Wales,2022,263951,False
15990,Northern Beaches,New South Wales,2023,268508,False
15990,Northern Beaches,New South Wales,2024,271240,False
15990,Northern Beaches,New South Wales,2025,272656,False
16100,Oberon,New South Wales,2001,5257,False
16100,Oberon,New South Wales,2002,5269,False
16100,Oberon,New South Wales,2003,5243,False
16100,Oberon,New South Wales,2004,5209,False
16100,Oberon,New South Wales,2005,5193,False
16100,Oberon,New South Wales,2006,5179,False
16100,Oberon,New South Wales,2007,5166,False
16100,Oberon,New South Wales,2008,5161,False
16100,Oberon,New South Wales,2009,5192,False
16100,Oberon,New South Wales,2010,5207,False
16100,Oberon,New South Wales,2011,5209,False
16100,Oberon,New South Wales,2012,5235,False
16100,Oberon,New South Wales,2013,5300,False
16100,Oberon,New South Wales,2014,5318,False
16100,Oberon,New South Wales,2015,5329,False
16100,Oberon,New South Wales,2016,5349,False
16100,Oberon,New South Wales,2017,5409,False
16100,Oberon,New South Wales,2018,5455,False
16100,Oberon,New South Wales,2019,5489,False
16100,Oberon,New South Wales,2020,5540,False
16100,Oberon,New South Wales,2021,5567,False
16100,Oberon,New South Wales,2022,5590,False
