STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,234,9830,21122,26300,25324,27609,29221,139640,5.14%
VIC,495,16406,27937,29110,24922,21972,19069,139911,6.85%
QLD,455,12733,22410,24655,24019,22421,18495,125188,8.01%
SA,4376,6664,7375,8509,8299,9088,9567,53878,8.56%
WA,243,10996,17174,17822,16487,14108,11499,88329,11.13%
TAS,70,1655,2687,2927,2951,2750,2137,15177,7.76%
NT,27,461,945,880,704,429,198,3644,5.19%
ACT,64,1314,2398,2013,1797,1522,1142,10250,7.80%
TOTAL,5964,60059,102048,112216,104503,99899,91328,576017,7.07%
