STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,82676,215320,242313,222665,160623,132801,1056398,39.95%
VIC,13964,45827,43223,39625,28773,22629,194041,9.93%
QLD,61869,90792,77157,50191,31762,19933,331704,21.56%
SA,32032,54060,55665,55560,43121,34349,274787,45.16%
WA,6533,46341,60493,55457,40685,32453,241962,30.69%
TAS,1455,13834,17865,17960,13365,11790,76269,40.92%
NT,193,687,1233,990,631,263,3997,5.06%
ACT,575,2177,2781,2555,1882,1247,11217,8.85%
TOTAL,199297,469038,500730,445003,320842,255465,2190375,27.64%
