category,unit,breakdown,value
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,25096
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,9031
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,na
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,6039
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,5536
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,Tas,1087
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,ACT,1258
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,NT,8241
2024-25 > Notifications > Number of children > Aboriginal and Torres Strait Islander children,no.,Aust,56288
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,NSW,52464
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,Vic,81268
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,Qld,na
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,WA,6849
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,SA,15748
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,Tas,2131
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,ACT,4655
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,NT,2220
2024-25 > Notifications > Number of children > Non-Indigenous children,no.,Aust,165335
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,NSW,36600
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,Vic,9688
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,Qld,na
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,WA,2191
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,SA,978
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,Tas,957
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,ACT,2583
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,NT,324
2024-25 > Notifications > Number of children > Children of unknown Indigenous status,no.,Aust,53321
2024-25 > Notifications > Number of children > All children,no.,NSW,114160
2024-25 > Notifications > Number of children > All children,no.,Vic,99987
2024-25 > Notifications > Number of children > All children,no.,Qld,na
2024-25 > Notifications > Number of children > All children,no.,WA,15079
2024-25 > Notifications > Number of children > All children,no.,SA,22262
2024-25 > Notifications > Number of children > All children,no.,Tas,4175
2024-25 > Notifications > Number of children > All children,no.,ACT,8496
2024-25 > Notifications > Number of children > All children,no.,NT,10785
2024-25 > Notifications > Number of children > All children,no.,Aust,274944
"2024-25 > Notifications > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NSW,178.9
"2024-25 > Notifications > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Vic,284.5
