category,unit,breakdown,value
2022-23 > Real expenditure on care services,$'000,NT,156815
2022-23 > Real expenditure on care services,$'000,Aust,6274661
2022-23 > Placement nights in care services,no.,NSW,5444381
2022-23 > Placement nights in care services,no.,Vic,3350006
2022-23 > Placement nights in care services,no.,Qld,4196917
2022-23 > Placement nights in care services,no.,WA,1627678
2022-23 > Placement nights in care services,no.,SA,1762176
2022-23 > Placement nights in care services,no.,Tas,451698
2022-23 > Placement nights in care services,no.,ACT,325852
2022-23 > Placement nights in care services,no.,NT,339208
2022-23 > Placement nights in care services,no.,Aust,17497916
2022-23 > Real expenditure on care services per placement night,$,NSW,364.58
2022-23 > Real expenditure on care services per placement night,$,Vic,328.24
2022-23 > Real expenditure on care services per placement night,$,Qld,370.2
2022-23 > Real expenditure on care services per placement night,$,WA,348.4
2022-23 > Real expenditure on care services per placement night,$,SA,408.02
2022-23 > Real expenditure on care services per placement night,$,Tas,234.39
2022-23 > Real expenditure on care services per placement night,$,ACT,269
2022-23 > Real expenditure on care services per placement night,$,NT,462.3
2022-23 > Real expenditure on care services per placement night,$,Aust,358.59
2021-22 > Real expenditure on care services,$'000,NSW,1814278
2021-22 > Real expenditure on care services,$'000,Vic,1077416
2021-22 > Real expenditure on care services,$'000,Qld,1376771
2021-22 > Real expenditure on care services,$'000,WA,423636
2021-22 > Real expenditure on care services,$'000,SA,641364
2021-22 > Real expenditure on care services,$'000,Tas,88739
2021-22 > Real expenditure on care services,$'000,ACT,66926
2021-22 > Real expenditure on care services,$'000,NT,148727
2021-22 > Real expenditure on care services,$'000,Aust,5637858
2021-22 > Placement nights in care services,no.,NSW,5660883
2021-22 > Placement nights in care services,no.,Vic,3348949
2021-22 > Placement nights in care services,no.,Qld,4102717
2021-22 > Placement nights in care services,no.,WA,1637379
2021-22 > Placement nights in care services,no.,SA,1712930
2021-22 > Placement nights in care services,no.,Tas,465183
2021-22 > Placement nights in care services,no.,ACT,293495
2021-22 > Placement nights in care services,no.,NT,327562
2021-22 > Placement nights in care services,no.,Aust,17549098
2021-22 > Real expenditure on care services per placement night,$,NSW,320.49
2021-22 > Real expenditure on care services per placement night,$,Vic,321.72
2021-22 > Real expenditure on care services per placement night,$,Qld,335.58
2021-22 > Real expenditure on care services per placement night,$,WA,258.73
2021-22 > Real expenditure on care services per placement night,$,SA,374.43
2021-22 > Real expenditure on care services per placement night,$,Tas,190.76
2021-22 > Real expenditure on care services per placement night,$,ACT,228.03
2021-22 > Real expenditure on care services per placement night,$,NT,454.04
2021-22 > Real expenditure on care services per placement night,$,Aust,321.26
2020-21 > Real expenditure on care services,$'000,NSW,1769922
2020-21 > Real expenditure on care services,$'000,Vic,997956
2020-21 > Real expenditure on care services,$'000,Qld,1158946
2020-21 > Real expenditure on care services,$'000,WA,391151
2020-21 > Real expenditure on care services,$'000,SA,584839
2020-21 > Real expenditure on care services,$'000,Tas,91778
2020-21 > Real expenditure on care services,$'000,ACT,66152
2020-21 > Real expenditure on care services,$'000,NT,146257
2020-21 > Real expenditure on care services,$'000,Aust,5207002
2020-21 > Placement nights in care services,no.,NSW,5821076
2020-21 > Placement nights in care services,no.,Vic,3356379
2020-21 > Placement nights in care services,no.,Qld,3949624
2020-21 > Placement nights in care services,no.,WA,1717022
2020-21 > Placement nights in care services,no.,SA,1639310
2020-21 > Placement nights in care services,no.,Tas,476733
2020-21 > Placement nights in care services,no.,ACT,291872
2020-21 > Placement nights in care services,no.,NT,366734
2020-21 > Placement nights in care services,no.,Aust,17618750
2020-21 > Real expenditure on care services per placement night,$,NSW,304.05
2020-21 > Real expenditure on care services per placement night,$,Vic,297.33
2020-21 > Real expenditure on care services per placement night,$,Qld,293.43
2020-21 > Real expenditure on care services per placement night,$,WA,227.81
2020-21 > Real expenditure on care services per placement night,$,SA,356.76
2020-21 > Real expenditure on care services per placement night,$,Tas,192.51
2020-21 > Real expenditure on care services per placement night,$,ACT,226.65
2020-21 > Real expenditure on care services per placement night,$,NT,398.81
2020-21 > Real expenditure on care services per placement night,$,Aust,295.54
2019-20 > Real expenditure on care services,$'000,NSW,1753177
2019-20 > Real expenditure on care services,$'000,Vic,951937
2019-20 > Real expenditure on care services,$'000,Qld,887855
2019-20 > Real expenditure on care services,$'000,WA,379619
2019-20 > Real expenditure on care services,$'000,SA,542275
2019-20 > Real expenditure on care services,$'000,Tas,102360
2019-20 > Real expenditure on care services,$'000,ACT,60476
2019-20 > Real expenditure on care services,$'000,NT,160135
2019-20 > Real expenditure on care services,$'000,Aust,4837836
2019-20 > Placement nights in care services,no.,NSW,6010169
2019-20 > Placement nights in care services,no.,Vic,4223986
2019-20 > Placement nights in care services,no.,Qld,3675741
2019-20 > Placement nights in care services,no.,WA,1759863
2019-20 > Placement nights in care services,no.,SA,1527397
2019-20 > Placement nights in care services,no.,Tas,484704
2019-20 > Placement nights in care services,no.,ACT,289859
2019-20 > Placement nights in care services,no.,NT,377478
2019-20 > Placement nights in care services,no.,Aust,18349197
2019-20 > Real expenditure on care services per placement night,$,NSW,291.7
2019-20 > Real expenditure on care services per placement night,$,Vic,225.36
2019-20 > Real expenditure on care services per placement night,$,Qld,241.54
2019-20 > Real expenditure on care services per placement night,$,WA,215.71
2019-20 > Real expenditure on care services per placement night,$,SA,355.03
2019-20 > Real expenditure on care services per placement night,$,Tas,211.18
2019-20 > Real expenditure on care services per placement night,$,ACT,208.64
2019-20 > Real expenditure on care services per placement night,$,NT,424.22
2019-20 > Real expenditure on care services per placement night,$,Aust,263.65
2018-19 > Real expenditure on care services,$'000,NSW,1627578
2018-19 > Real expenditure on care services,$'000,Vic,945617
2018-19 > Real expenditure on care services,$'000,Qld,819904
2018-19 > Real expenditure on care services,$'000,WA,359652
2018-19 > Real expenditure on care services,$'000,SA,530452
2018-19 > Real expenditure on care services,$'000,Tas,111063
2018-19 > Real expenditure on care services,$'000,ACT,55349
2018-19 > Real expenditure on care services,$'000,NT,161006
2018-19 > Real expenditure on care services,$'000,Aust,4610621
2018-19 > Placement nights in care services,no.,NSW,6202037
2018-19 > Placement nights in care services,no.,Vic,4070372
2018-19 > Placement nights in care services,no.,Qld,3422840
2018-19 > Placement nights in care services,no.,WA,1689070
2018-19 > Placement nights in care services,no.,SA,1403672
2018-19 > Placement nights in care services,no.,Tas,472361
2018-19 > Placement nights in care services,no.,ACT,296693
2018-19 > Placement nights in care services,no.,NT,393875
2018-19 > Placement nights in care services,no.,Aust,17950920
2018-19 > Real expenditure on care services per placement night,$,NSW,262.43
2018-19 > Real expenditure on care services per placement night,$,Vic,232.32
2018-19 > Real expenditure on care services per placement night,$,Qld,239.54
2018-19 > Real expenditure on care services per placement night,$,WA,212.93
2018-19 > Real expenditure on care services per placement night,$,SA,377.9
2018-19 > Real expenditure on care services per placement night,$,Tas,235.12
2018-19 > Real expenditure on care services per placement night,$,ACT,186.55
2018-19 > Real expenditure on care services per placement night,$,NT,408.78
2018-19 > Real expenditure on care services per placement night,$,Aust,256.85
2017-18 > Real expenditure on care services,$'000,NSW,1528628
2017-18 > Real expenditure on care services,$'000,Vic,797593
2017-18 > Real expenditure on care services,$'000,Qld,750446
2017-18 > Real expenditure on care services,$'000,WA,342641
2017-18 > Real expenditure on care services,$'000,SA,544298
2017-18 > Real expenditure on care services,$'000,Tas,91772
2017-18 > Real expenditure on care services,$'000,ACT,52666
2017-18 > Real expenditure on care services,$'000,NT,169616
2017-18 > Real expenditure on care services,$'000,Aust,4277660
2017-18 > Placement nights in care services,no.,NSW,6391664
2017-18 > Placement nights in care services,no.,Vic,3754789
2017-18 > Placement nights in care services,no.,Qld,3297535
2017-18 > Placement nights in care services,no.,WA,1576727
2017-18 > Placement nights in care services,no.,SA,1301382
2017-18 > Placement nights in care services,no.,Tas,451621
2017-18 > Placement nights in care services,no.,ACT,294573
2017-18 > Placement nights in care services,no.,NT,383939
2017-18 > Placement nights in care services,no.,Aust,17452230
2017-18 > Real expenditure on care services per placement night,$,NSW,239.16
2017-18 > Real expenditure on care services per placement night,$,Vic,212.42
2017-18 > Real expenditure on care services per placement night,$,Qld,227.58
2017-18 > Real expenditure on care services per placement night,$,WA,217.31
2017-18 > Real expenditure on care services per placement night,$,SA,418.25
2017-18 > Real expenditure on care services per placement night,$,Tas,203.2
2017-18 > Real expenditure on care services per placement night,$,ACT,178.79
2017-18 > Real expenditure on care services per placement night,$,NT,441.78
2017-18 > Real expenditure on care services per placement night,$,Aust,245.11
2016-17 > Real expenditure on care services,$'000,NSW,1465837
2016-17 > Real expenditure on care services,$'000,Vic,709932
2016-17 > Real expenditure on care services,$'000,Qld,657863
2016-17 > Real expenditure on care services,$'000,WA,329304
2016-17 > Real expenditure on care services,$'000,SA,500873
2016-17 > Real expenditure on care services,$'000,Tas,79665
2016-17 > Real expenditure on care services,$'000,ACT,53246
2016-17 > Real expenditure on care services,$'000,NT,156335
2016-17 > Real expenditure on care services,$'000,Aust,3953057
2016-17 > Placement nights in care services,no.,NSW,6558904
2016-17 > Placement nights in care services,no.,Vic,3574575
2016-17 > Placement nights in care services,no.,Qld,3222315
2016-17 > Placement nights in care services,no.,WA,1517420
2016-17 > Placement nights in care services,no.,SA,1231283
2016-17 > Placement nights in care services,no.,Tas,430596
2016-17 > Placement nights in care services,no.,ACT,283809
2016-17 > Placement nights in care services,no.,NT,381212
2016-17 > Placement nights in care services,no.,Aust,17200114
2016-17 > Real expenditure on care services per placement night,$,NSW,223.49
2016-17 > Real expenditure on care services per placement night,$,Vic,198.61
2016-17 > Real expenditure on care services per placement night,$,Qld,204.16
2016-17 > Real expenditure on care services per placement night,$,WA,217.02
2016-17 > Real expenditure on care services per placement night,$,SA,406.79
2016-17 > Real expenditure on care services per placement night,$,Tas,185.01
2016-17 > Real expenditure on care services per placement night,$,ACT,187.61
2016-17 > Real expenditure on care services per placement night,$,NT,410.1
2016-17 > Real expenditure on care services per placement night,$,Aust,229.83
2015-16 > Real expenditure on care services,$'000,NSW,1341498
2015-16 > Real expenditure on care services,$'000,Vic,622081
2015-16 > Real expenditure on care services,$'000,Qld,626834
2015-16 > Real expenditure on care services,$'000,WA,317692
2015-16 > Real expenditure on care services,$'000,SA,384702
2015-16 > Real expenditure on care services,$'000,Tas,66051
2015-16 > Real expenditure on care services,$'000,ACT,46331
2015-16 > Real expenditure on care services,$'000,NT,141106
2015-16 > Real expenditure on care services,$'000,Aust,3546294
2015-16 > Placement nights in care services,no.,NSW,6327190
2015-16 > Placement nights in care services,no.,Vic,3305649
2015-16 > Placement nights in care services,no.,Qld,3155986
2015-16 > Placement nights in care services,no.,WA,1471795
2015-16 > Placement nights in care services,no.,SA,1115293
2015-16 > Placement nights in care services,no.,Tas,406749
2015-16 > Placement nights in care services,no.,ACT,258734
2015-16 > Placement nights in care services,no.,NT,369687
2015-16 > Placement nights in care services,no.,Aust,16411083
2015-16 > Real expenditure on care services per placement night,$,NSW,212.02
2015-16 > Real expenditure on care services per placement night,$,Vic,188.19
2015-16 > Real expenditure on care services per placement night,$,Qld,198.62
2015-16 > Real expenditure on care services per placement night,$,WA,215.85
2015-16 > Real expenditure on care services per placement night,$,SA,344.93
2015-16 > Real expenditure on care services per placement night,$,Tas,162.39
2015-16 > Real expenditure on care services per placement night,$,ACT,179.07
2015-16 > Real expenditure on care services per placement night,$,NT,381.69
2015-16 > Real expenditure on care services per placement night,$,Aust,216.09
