category,unit,breakdown,value
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > 1–2 placements in the last two years > All children,no.,NT,401
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > 1–2 placements in the last two years > All children,no.,Aust,22369
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,NSW,5004
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Vic,1898
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Qld,na
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,WA,2003
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,SA,1377
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Tas,301
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,ACT,134
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,NT,520
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Aust,11237
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,NSW,5854
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,Vic,3566
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,Qld,na
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,WA,1258
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,SA,2086
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,Tas,392
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,ACT,310
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,NT,61
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > Non-Indigenous children,no.,Aust,13527
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,NSW,10858
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,Vic,5464
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,Qld,na
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,WA,3261
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,SA,3463
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,Tas,693
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,ACT,444
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,NT,581
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Number of children > Total > All children,no.,Aust,24764
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,NSW,93.6
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Vic,88.7
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Qld,na
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,WA,84.1
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,SA,88.2
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Tas,93.7
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,ACT,90.3
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,NT,68.7
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Aust,89.2
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,NSW,94.2
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Vic,89.8
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Qld,na
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,WA,87.5
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,SA,89.6
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Tas,84.7
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,ACT,90.3
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,NT,72.1
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Aust,91.2
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,NSW,93.9
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,Vic,89.4
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,Qld,na
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,WA,85.4
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,SA,89
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,Tas,88.6
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,ACT,90.3
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,NT,69
Children in out-of-home care at 30 June > 2 years or more in care > 2025 > Proportion of children > 1–2 placements in the last two years > All children,%,Aust,90.3
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,NSW,4680
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Vic,1570
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Qld,2295
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,WA,1644
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,SA,1191
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Tas,264
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,ACT,132
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,NT,366
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Aust,12142
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,NSW,5781
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Vic,3176
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Qld,2430
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,WA,1110
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,SA,1848
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Tas,340
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,ACT,279
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,NT,38
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Aust,15002
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,NSW,10461
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,Vic,4746
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,Qld,4725
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,WA,2754
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,SA,3039
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,Tas,604
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,ACT,411
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,NT,404
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > 1–2 placements in the last two years > All children,no.,Aust,27144
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,NSW,5002
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Vic,1796
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Qld,3105
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,WA,1891
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,SA,1352
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Tas,293
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,ACT,150
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,NT,553
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Aust,14142
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,NSW,6114
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,Vic,3576
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,Qld,3179
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,WA,1267
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,SA,2083
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,Tas,415
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,ACT,317
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,NT,48
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > Non-Indigenous children,no.,Aust,16999
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,NSW,11116
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,Vic,5372
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,Qld,6284
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,WA,3158
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,SA,3435
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,Tas,708
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,ACT,467
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,NT,601
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Number of children > Total > All children,no.,Aust,31141
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,NSW,93.6
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Vic,87.4
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Qld,73.9
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,WA,86.9
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,SA,88.1
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Tas,90.1
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,ACT,88
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,NT,66.2
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Aust,85.9
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,NSW,94.6
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Vic,88.8
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Qld,76.4
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,WA,87.6
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,SA,88.7
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Tas,81.9
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,ACT,88
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,NT,79.2
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > Non-Indigenous children,%,Aust,88.3
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,NSW,94.1
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,Vic,88.3
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,Qld,75.2
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,WA,87.2
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,SA,88.5
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,Tas,85.3
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,ACT,88
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,NT,67.2
Children in out-of-home care at 30 June > 2 years or more in care > 2024 > Proportion of children > 1–2 placements in the last two years > All children,%,Aust,87.2
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,NSW,4757
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Vic,1530
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Qld,2261
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,WA,1708
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,SA,1150
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Tas,265
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,ACT,147
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,NT,502
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,no.,Aust,12320
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,NSW,6107
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Vic,3264
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Qld,2520
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,WA,1155
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,SA,1828
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Tas,384
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,ACT,354
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,NT,37
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > Non-Indigenous children,no.,Aust,15649
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,NSW,10864
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,Vic,4794
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,Qld,4781
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,WA,2863
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,SA,2978
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,Tas,649
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,ACT,501
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,NT,539
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > 1–2 placements in the last two years > All children,no.,Aust,27969
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,NSW,5114
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Vic,1732
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Qld,3027
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,WA,1906
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,SA,1344
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Tas,304
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,ACT,161
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,NT,655
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Aboriginal and Torres Strait Islander children,no.,Aust,14243
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,NSW,6473
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,Vic,3713
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,Qld,3248
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,WA,1302
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,SA,2098
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,Tas,447
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,ACT,405
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,NT,53
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > Non-Indigenous children,no.,Aust,17739
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,NSW,11587
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,Vic,5445
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,Qld,6275
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,WA,3208
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,SA,3442
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,Tas,751
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,ACT,566
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,NT,708
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Number of children > Total > All children,no.,Aust,31982
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,NSW,93
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Vic,88.3
Children in out-of-home care at 30 June > 2 years or more in care > 2023 > Proportion of children > 1–2 placements in the last two years > Aboriginal and Torres Strait Islander children,%,Qld,74.7
