category,unit,breakdown,value
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Tas,71
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,ACT,57
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,NT,136
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,755
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,2185
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,na
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,292
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,341
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,89
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,55
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,12
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,99
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,892
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,na
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,114
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,48
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,16
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,26
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,0
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,NSW,854
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,Vic,3077
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,Qld,na
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,WA,406
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,SA,389
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,Tas,105
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,ACT,81
2024-25 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,NT,12
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,NSW,1463
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,Vic,3033
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,Qld,na
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,WA,491
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,SA,421
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,Tas,105
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,ACT,101
2024-25 > Non-Indigenous children > Children discharged from care and protection orders,no.,NT,14
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,12
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,na
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,WA,1
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,SA,15
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,NT,6
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,na
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,NSW,12
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,Vic,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,Qld,na
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,WA,1
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,SA,15
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,Tas,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,ACT,0
2024-25 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,NT,6
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,NSW,7
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,Vic,0
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,Qld,na
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,WA,0
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,SA,4
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,Tas,1
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,ACT,0
2024-25 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,NT,5
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,1436
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,2891
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,na
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,636
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,579
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,174
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,79
2024-25 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,183
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,213
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,1230
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,na
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,333
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,93
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,33
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,32
2024-25 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,np
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,NSW,1649
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,Vic,4121
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,Qld,na
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,WA,969
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,SA,672
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,Tas,207
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,ACT,111
2024-25 > All children > Children admitted to care and protection orders > Total children admitted,no.,NT,185
2024-25 > All children > Children discharged from care and protection orders,no.,NSW,2409
2024-25 > All children > Children discharged from care and protection orders,no.,Vic,3894
2024-25 > All children > Children discharged from care and protection orders,no.,Qld,na
2024-25 > All children > Children discharged from care and protection orders,no.,WA,1143
2024-25 > All children > Children discharged from care and protection orders,no.,SA,651
2024-25 > All children > Children discharged from care and protection orders,no.,Tas,177
2024-25 > All children > Children discharged from care and protection orders,no.,ACT,158
2024-25 > All children > Children discharged from care and protection orders,no.,NT,155
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,537
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,605
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,908
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,408
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,204
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,52
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,38
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,142
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,67
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,291
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,289
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,217
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,42
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,10
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,7
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,26
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,NSW,604
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,Vic,896
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,Qld,1197
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,WA,625
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,SA,246
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,Tas,62
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,ACT,45
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,NT,168
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,NSW,918
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Vic,865
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Qld,1137
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,WA,615
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,SA,236
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Tas,83
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,ACT,31
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,NT,160
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,664
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,2044
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,1138
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,348
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,365
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,70
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,62
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,31
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,111
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,796
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,356
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,151
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,52
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,13
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,11
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,5
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,NSW,775
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,Vic,2840
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,Qld,1494
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,WA,499
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,SA,417
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,Tas,83
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,ACT,73
2023-24 > Non-Indigenous children > Children admitted to care and protection orders > Total children admitted,no.,NT,36
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,NSW,1451
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,Vic,2953
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,Qld,1519
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,WA,534
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,SA,390
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,Tas,129
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,ACT,94
2023-24 > Non-Indigenous children > Children discharged from care and protection orders,no.,NT,32
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,45
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,5
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,WA,1
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,SA,6
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,6
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,3
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Admitted for the first time,no.,NT,1
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,1
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,NSW,45
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,Vic,0
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,Qld,5
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,WA,1
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,SA,6
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,Tas,7
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,ACT,3
2023-24 > Children of unknown Indigenous status > Children admitted to care and protection orders > Total children admitted,no.,NT,1
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,NSW,8
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,Vic,1
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,Qld,3
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,WA,0
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,SA,1
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,Tas,8
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,ACT,0
2023-24 > Children of unknown Indigenous status > Children discharged from care and protection orders,no.,NT,2
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,1246
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,2649
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,2051
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,757
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,575
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,128
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,103
2023-24 > All children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,174
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,178
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,1087
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,645
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,368
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,94
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,24
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,18
2023-24 > All children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,31
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,NSW,1424
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,Vic,3736
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,Qld,2696
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,WA,1125
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,SA,669
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,Tas,152
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,ACT,121
2023-24 > All children > Children admitted to care and protection orders > Total children admitted,no.,NT,205
2023-24 > All children > Children discharged from care and protection orders,no.,NSW,2377
2023-24 > All children > Children discharged from care and protection orders,no.,Vic,3819
2023-24 > All children > Children discharged from care and protection orders,no.,Qld,2659
2023-24 > All children > Children discharged from care and protection orders,no.,WA,1149
2023-24 > All children > Children discharged from care and protection orders,no.,SA,627
2023-24 > All children > Children discharged from care and protection orders,no.,Tas,220
2023-24 > All children > Children discharged from care and protection orders,no.,ACT,125
2023-24 > All children > Children discharged from care and protection orders,no.,NT,194
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,670
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,528
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,933
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,398
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,249
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,70
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,15
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,84
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,106
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,327
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,276
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,183
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,34
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Tas,28
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,ACT,12
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NT,31
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,NSW,776
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,Vic,855
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,Qld,1209
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,WA,581
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,SA,283
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,Tas,98
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,ACT,27
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to care and protection orders > Total children admitted,no.,NT,115
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,NSW,904
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Vic,953
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Qld,1186
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,WA,565
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,SA,228
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,Tas,103
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,ACT,36
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from care and protection orders,no.,NT,173
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,NSW,869
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Vic,2084
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Qld,1056
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,WA,306
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,SA,420
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,Tas,55
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,ACT,79
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Admitted for the first time,no.,NT,26
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,NSW,193
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Vic,816
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,Qld,251
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,WA,100
2022-23 > Non-Indigenous children > Children admitted to care and protection orders > Had prior admissions to orders,no.,SA,57
