category,unit,breakdown,value
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Home-based care > Total home-based,no.,NT,674
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Home-based care > Total home-based,no.,Aust,13917
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,NSW,86
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,Vic,6
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,Qld,na
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,WA,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,SA,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,Tas,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,ACT,12
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,NT,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Independent living (incl. private board),no.,Aust,104
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,NSW,5
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,Vic,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,Qld,na
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,WA,29
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,SA,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,Tas,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,ACT,9
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,NT,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Other (incl. unknown),no.,Aust,43
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,NSW,562
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,Vic,328
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,WA,155
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,SA,489
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,Tas,66
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,ACT,23
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,NT,np
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Residential care,no.,Aust,1623
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,NSW,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,Vic,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,WA,69
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,SA,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,Tas,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,NT,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Family group homes,no.,Aust,69
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,NSW,2705
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,Vic,822
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,WA,698
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,SA,859
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,Tas,253
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,ACT,136
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,NT,22
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Foster care,no.,Aust,5495
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,NSW,3867
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,Vic,5141
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,WA,952
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,SA,1299
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,Tas,218
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,ACT,216
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,NT,10
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Relative/kinship care,no.,Aust,11703
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,NSW,14
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,Vic,26
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,WA,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,SA,36
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,Tas,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,NT,54
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Other home based care,no.,Aust,130
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,NSW,6586
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,Vic,5989
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,WA,1650
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,SA,2194
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,Tas,471
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,ACT,352
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,NT,86
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Home-based care > Total home-based,no.,Aust,17328
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,NSW,91
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,Vic,32
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,WA,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,SA,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,Tas,np
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,ACT,19
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,NT,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Independent living (incl. private board),no.,Aust,142
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,NSW,3
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,Vic,1
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,Qld,na
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,WA,11
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,SA,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,Tas,np
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,ACT,35
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,NT,0
2025 > Children in out-of-home care at 30 June > Non-Indigenous children > Other (incl. unknown),no.,Aust,50
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,NSW,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,Vic,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,WA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,SA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,Tas,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,NT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Residential care,no.,Aust,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,NSW,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,Vic,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,WA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,SA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,Tas,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,NT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Family group homes,no.,Aust,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,NSW,5
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,Vic,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,WA,2
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,SA,7
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,Tas,1
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,ACT,1
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,NT,2
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Foster care,no.,Aust,18
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,NSW,7
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,Vic,1
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,WA,1
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,SA,7
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,Tas,4
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,NT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Relative/kinship care,no.,Aust,20
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,NSW,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,Vic,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,WA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,SA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,Tas,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,NT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Other home based care,no.,Aust,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,NSW,12
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,Vic,1
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,WA,3
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,SA,14
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,Tas,5
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,ACT,1
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,NT,2
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Home-based care > Total home-based,no.,Aust,38
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,NSW,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,Vic,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,WA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,SA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,Tas,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,ACT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,NT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Independent living (incl. private board),no.,Aust,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,NSW,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,Vic,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,Qld,na
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,WA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,SA,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,Tas,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,ACT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,NT,0
2025 > Children in out-of-home care at 30 June > Children of unknown Indigenous status > Other (incl. unknown),no.,Aust,0
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,NSW,974
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,Vic,470
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,WA,354
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,SA,772
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,Tas,106
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,ACT,31
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,NT,60
2025 > Children in out-of-home care at 30 June > All children > Residential care,no.,Aust,2767
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,NSW,0
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,Vic,0
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,WA,201
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,SA,0
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,Tas,0
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,ACT,0
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,NT,np
2025 > Children in out-of-home care at 30 June > All children > Family group homes,no.,Aust,201
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,NSW,4874
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,Vic,1248
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,WA,1723
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,SA,1338
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,Tas,447
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,ACT,180
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,NT,255
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Foster care,no.,Aust,10065
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,NSW,7523
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,Vic,7601
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,WA,2398
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,SA,2305
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,Tas,427
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,ACT,327
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,NT,77
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Relative/kinship care,no.,Aust,20658
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,NSW,23
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,Vic,40
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,WA,0
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,SA,67
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,Tas,0
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,ACT,0
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,NT,430
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Other home based care,no.,Aust,560
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,NSW,12420
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,Vic,8889
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,WA,4121
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,SA,3710
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,Tas,874
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,ACT,507
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,NT,762
2025 > Children in out-of-home care at 30 June > All children > Home-based care > Total home-based,no.,Aust,31283
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,NSW,177
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,Vic,38
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,WA,0
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,SA,0
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,Tas,np
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,ACT,31
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,NT,0
2025 > Children in out-of-home care at 30 June > All children > Independent living (incl. private board),no.,Aust,246
2025 > Children in out-of-home care at 30 June > All children > Other (incl. unknown),no.,NSW,8
2025 > Children in out-of-home care at 30 June > All children > Other (incl. unknown),no.,Vic,1
2025 > Children in out-of-home care at 30 June > All children > Other (incl. unknown),no.,Qld,na
2025 > Children in out-of-home care at 30 June > All children > Other (incl. unknown),no.,WA,40
2025 > Children in out-of-home care at 30 June > All children > Other (incl. unknown),no.,SA,0
