category,unit,breakdown,value
Total real expenditure > Protective intervention services > 2024-25,$'000,NSW,808028
Total real expenditure > Protective intervention services > 2024-25,$'000,Vic,578960
Total real expenditure > Protective intervention services > 2024-25,$'000,Qld,413636
Total real expenditure > Protective intervention services > 2024-25,$'000,WA,309380
Total real expenditure > Protective intervention services > 2024-25,$'000,SA,82409
Total real expenditure > Protective intervention services > 2024-25,$'000,Tas,41794
Total real expenditure > Protective intervention services > 2024-25,$'000,ACT,28825
Total real expenditure > Protective intervention services > 2024-25,$'000,NT,27299
Total real expenditure > Protective intervention services > 2024-25,$'000,Aust,2290332
Total real expenditure > Protective intervention services > 2023-24,$'000,NSW,861108
Total real expenditure > Protective intervention services > 2023-24,$'000,Vic,531376
Total real expenditure > Protective intervention services > 2023-24,$'000,Qld,385072
Total real expenditure > Protective intervention services > 2023-24,$'000,WA,297613
Total real expenditure > Protective intervention services > 2023-24,$'000,SA,81154
Total real expenditure > Protective intervention services > 2023-24,$'000,Tas,36439
Total real expenditure > Protective intervention services > 2023-24,$'000,ACT,31881
Total real expenditure > Protective intervention services > 2023-24,$'000,NT,28647
Total real expenditure > Protective intervention services > 2023-24,$'000,Aust,2253288
Total real expenditure > Protective intervention services > 2022-23,$'000,NSW,870148
Total real expenditure > Protective intervention services > 2022-23,$'000,Vic,498384
Total real expenditure > Protective intervention services > 2022-23,$'000,Qld,355524
Total real expenditure > Protective intervention services > 2022-23,$'000,WA,287362
Total real expenditure > Protective intervention services > 2022-23,$'000,SA,84328
Total real expenditure > Protective intervention services > 2022-23,$'000,Tas,34826
Total real expenditure > Protective intervention services > 2022-23,$'000,ACT,29515
Total real expenditure > Protective intervention services > 2022-23,$'000,NT,26362
Total real expenditure > Protective intervention services > 2022-23,$'000,Aust,2186449
Total real expenditure > Protective intervention services > 2021-22,$'000,NSW,678911
Total real expenditure > Protective intervention services > 2021-22,$'000,Vic,482400
Total real expenditure > Protective intervention services > 2021-22,$'000,Qld,349446
Total real expenditure > Protective intervention services > 2021-22,$'000,WA,267707
Total real expenditure > Protective intervention services > 2021-22,$'000,SA,81113
Total real expenditure > Protective intervention services > 2021-22,$'000,Tas,34626
Total real expenditure > Protective intervention services > 2021-22,$'000,ACT,23492
Total real expenditure > Protective intervention services > 2021-22,$'000,NT,28414
Total real expenditure > Protective intervention services > 2021-22,$'000,Aust,1946109
Total real expenditure > Protective intervention services > 2020-21,$'000,NSW,800667
Total real expenditure > Protective intervention services > 2020-21,$'000,Vic,482068
Total real expenditure > Protective intervention services > 2020-21,$'000,Qld,355508
Total real expenditure > Protective intervention services > 2020-21,$'000,WA,270056
Total real expenditure > Protective intervention services > 2020-21,$'000,SA,90757
Total real expenditure > Protective intervention services > 2020-21,$'000,Tas,33350
Total real expenditure > Protective intervention services > 2020-21,$'000,ACT,22502
Total real expenditure > Protective intervention services > 2020-21,$'000,NT,29190
Total real expenditure > Protective intervention services > 2020-21,$'000,Aust,2084096
Total real expenditure > Protective intervention services > 2019-20,$'000,NSW,769596
Total real expenditure > Protective intervention services > 2019-20,$'000,Vic,402596
Total real expenditure > Protective intervention services > 2019-20,$'000,Qld,403102
Total real expenditure > Protective intervention services > 2019-20,$'000,WA,261275
Total real expenditure > Protective intervention services > 2019-20,$'000,SA,77918
Total real expenditure > Protective intervention services > 2019-20,$'000,Tas,32741
Total real expenditure > Protective intervention services > 2019-20,$'000,ACT,19165
Total real expenditure > Protective intervention services > 2019-20,$'000,NT,31697
Total real expenditure > Protective intervention services > 2019-20,$'000,Aust,1998092
Total real expenditure > Protective intervention services > 2018-19,$'000,NSW,770739
Total real expenditure > Protective intervention services > 2018-19,$'000,Vic,410983
Total real expenditure > Protective intervention services > 2018-19,$'000,Qld,374173
Total real expenditure > Protective intervention services > 2018-19,$'000,WA,239756
Total real expenditure > Protective intervention services > 2018-19,$'000,SA,70966
Total real expenditure > Protective intervention services > 2018-19,$'000,Tas,30538
Total real expenditure > Protective intervention services > 2018-19,$'000,ACT,18201
Total real expenditure > Protective intervention services > 2018-19,$'000,NT,29656
Total real expenditure > Protective intervention services > 2018-19,$'000,Aust,1945012
Total real expenditure > Protective intervention services > 2017-18,$'000,NSW,740520
Total real expenditure > Protective intervention services > 2017-18,$'000,Vic,366218
Total real expenditure > Protective intervention services > 2017-18,$'000,Qld,354301
Total real expenditure > Protective intervention services > 2017-18,$'000,WA,239002
Total real expenditure > Protective intervention services > 2017-18,$'000,SA,66221
Total real expenditure > Protective intervention services > 2017-18,$'000,Tas,28580
Total real expenditure > Protective intervention services > 2017-18,$'000,ACT,16793
