category,unit,breakdown,value
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,NSW,5409
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,Vic,18671
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,Qld,na
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,WA,1746
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,SA,4892
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,Tas,252
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,ACT,61
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,NT,219
2024-25 > Number of investigations completed from commencement date > 28 days or fewer,no.,Aust,31250
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,NSW,19187
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,Vic,16278
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,Qld,na
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,WA,2534
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,SA,3253
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,Tas,136
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,ACT,191
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,NT,671
2024-25 > Number of investigations completed from commencement date > 29 to 62 days,no.,Aust,42250
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,NSW,8407
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,Vic,5843
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,Qld,na
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,WA,1951
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,SA,1369
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,Tas,99
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,ACT,210
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,NT,624
2024-25 > Number of investigations completed from commencement date > 63 to 90 days,no.,Aust,18503
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,NSW,11700
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,Vic,5491
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,Qld,na
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,WA,5414
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,SA,1724
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,Tas,241
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,ACT,409
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,NT,2217
2024-25 > Number of investigations completed from commencement date > More than 90 days,no.,Aust,27196
2024-25 > Number of investigations completed from commencement date > Total,no.,NSW,44703
2024-25 > Number of investigations completed from commencement date > Total,no.,Vic,46283
2024-25 > Number of investigations completed from commencement date > Total,no.,Qld,na
2024-25 > Number of investigations completed from commencement date > Total,no.,WA,11645
2024-25 > Number of investigations completed from commencement date > Total,no.,SA,11238
2024-25 > Number of investigations completed from commencement date > Total,no.,Tas,728
2024-25 > Number of investigations completed from commencement date > Total,no.,ACT,871
2024-25 > Number of investigations completed from commencement date > Total,no.,NT,3731
2024-25 > Number of investigations completed from commencement date > Total,no.,Aust,119199
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,NSW,12.1
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,Vic,40.3
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,Qld,na
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,WA,15
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,SA,43.5
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,Tas,34.6
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,ACT,7
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,NT,5.9
2024-25 > Proportion of investigations completed from commencement date > 28 days or fewer,%,Aust,26.2
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,NSW,42.9
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,Vic,35.2
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,Qld,na
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,WA,21.8
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,SA,28.9
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,Tas,18.7
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,ACT,21.9
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,NT,18
2024-25 > Proportion of investigations completed from commencement date > 29 to 62 days,%,Aust,35.4
2024-25 > Proportion of investigations completed from commencement date > 63 to 90 days,%,NSW,18.8
2024-25 > Proportion of investigations completed from commencement date > 63 to 90 days,%,Vic,12.6
2024-25 > Proportion of investigations completed from commencement date > 63 to 90 days,%,Qld,na
2024-25 > Proportion of investigations completed from commencement date > 63 to 90 days,%,WA,16.8
2024-25 > Proportion of investigations completed from commencement date > 63 to 90 days,%,SA,12.2
2024-25 > Proportion of investigations completed from commencement date > 63 to 90 days,%,Tas,13.6
